,x,ref_sensor,s57,s20,s05,s34,s22,s06,s31,s36,s35
54558,12.0,54,,-63.0,-68.0,,,,-51.0,-68.0,
54559,12.0,54,-65.0,,-69.0,-71.0,-72.0,,-58.0,-53.0,-75.0
54560,12.0,54,-59.0,-45.0,-65.0,-73.0,-74.0,,-50.0,-69.0,-77.0
54561,12.0,54,,-57.0,-74.0,-69.0,,-66.0,-57.0,-54.0,-75.0
54562,12.0,54,-66.0,-64.0,-68.0,-74.0,-73.0,-71.0,-53.0,-64.0,-73.0
54563,12.0,54,,-62.0,-60.0,-60.0,-75.0,-75.0,-48.0,,-63.0
54564,12.0,54,,-62.0,-66.0,-58.0,,,-67.0,-52.0,-75.0
54565,12.0,54,-58.0,-52.0,-67.0,-76.0,-75.0,-74.0,-44.0,-64.0,-81.0
54566,12.0,54,,-53.0,-70.0,-69.0,-74.0,-65.0,-48.0,-56.0,-77.0
54567,12.0,54,-69.0,-56.0,-67.0,-73.0,-76.0,-67.0,-53.0,-63.0,-79.0
54568,12.0,54,-65.0,,-58.0,-60.0,,,,,-66.0
54569,12.0,54,-66.0,-56.0,,,-76.0,-72.0,,-66.0,
54570,12.0,54,-65.0,,-69.0,-62.0,-83.0,-77.0,-55.0,-55.0,-73.0
54571,12.0,54,-68.0,-63.0,-56.0,-55.0,,,-52.0,,
54572,12.0,54,-68.0,-58.0,-60.0,-54.0,-72.0,,-66.0,-50.0,-68.0
54573,12.0,54,-68.0,-63.0,-57.0,-70.0,-80.0,-80.0,-59.0,-59.0,-63.0
54574,12.0,54,-62.0,-46.0,-65.0,,-73.0,-72.0,,-59.0,-77.0
54575,12.0,54,-70.0,-62.0,-61.0,-66.0,-83.0,-76.0,-52.0,,-72.0
54576,12.0,54,-66.0,-67.0,-62.0,-69.0,-76.0,,,-59.0,-68.0
54577,12.0,54,-69.0,-63.0,-57.0,,-85.0,-77.0,-59.0,-59.0,-78.0
54578,12.0,54,-64.0,-63.0,-60.0,,-82.0,-78.0,-57.0,-52.0,-62.0
54579,12.0,54,-59.0,,-68.0,,,,,,-73.0
54580,12.0,54,,,-65.0,-74.0,-79.0,-76.0,-59.0,-61.0,-70.0
54581,12.0,54,-67.0,-57.0,-69.0,,-75.0,-76.0,-51.0,-64.0,-77.0
54582,12.0,54,-67.0,-65.0,,-61.0,-77.0,-80.0,-56.0,,-66.0
54583,12.0,54,-57.0,-54.0,-75.0,,-74.0,-71.0,-49.0,-60.0,-73.0
54584,12.0,54,-69.0,-60.0,-61.0,-64.0,-78.0,,-51.0,,-68.0
54585,12.0,54,-64.0,-57.0,-62.0,-60.0,,,-58.0,-52.0,-76.0
54586,12.0,54,-64.0,-51.0,-66.0,-74.0,-72.0,-74.0,-47.0,-66.0,-72.0
54587,12.0,54,,-50.0,-70.0,-83.0,-73.0,,,,-77.0
54588,12.0,54,,-63.0,-65.0,,,-84.0,-65.0,,-62.0
54589,12.0,54,-62.0,-64.0,-66.0,-78.0,,-76.0,-52.0,-69.0,
54590,12.0,54,-73.0,,,,-81.0,-74.0,-50.0,,
54591,12.0,54,-56.0,-49.0,-71.0,,-76.0,-67.0,-51.0,-56.0,-77.0
54592,12.0,54,-65.0,-60.0,-63.0,-71.0,-77.0,-76.0,-45.0,,-83.0
54593,12.0,54,,-61.0,-66.0,,,-76.0,-53.0,-63.0,-82.0
54594,12.0,54,-79.0,-51.0,-72.0,,-74.0,-68.0,-57.0,,-76.0
54595,12.0,54,-66.0,-52.0,-63.0,-70.0,-64.0,,-45.0,-50.0,-77.0
54596,12.0,54,-58.0,-58.0,-65.0,-74.0,-66.0,-72.0,-45.0,-51.0,-80.0
54597,12.0,54,-72.0,,-71.0,-77.0,-78.0,,-56.0,-67.0,-77.0
54598,12.0,54,-60.0,,-67.0,-66.0,-66.0,,-50.0,-49.0,-74.0
54599,12.0,54,,-54.0,-61.0,-68.0,-71.0,,-44.0,,-75.0
54600,12.0,54,,-58.0,-67.0,,,,-49.0,,-77.0
54601,12.0,54,-74.0,-56.0,-67.0,,-75.0,-75.0,-50.0,-67.0,-76.0
54602,12.0,54,-61.0,-48.0,-64.0,,-73.0,-68.0,,,
54603,12.0,54,-75.0,-64.0,-53.0,-56.0,-74.0,,-53.0,-47.0,-70.0
54604,12.0,54,-60.0,-51.0,-66.0,-72.0,-70.0,-75.0,-45.0,-58.0,-75.0
54605,12.0,54,-59.0,-51.0,-64.0,-71.0,-67.0,-77.0,,-57.0,
54606,12.0,54,-58.0,-56.0,-68.0,,-74.0,-78.0,-47.0,-61.0,-77.0
54607,12.0,54,-57.0,-52.0,-66.0,-72.0,-75.0,-66.0,-55.0,-51.0,-77.0
54608,12.0,54,-63.0,-48.0,-63.0,,-76.0,,,-57.0,-74.0
54609,12.0,54,,,-64.0,-72.0,,,-43.0,-52.0,-77.0
54610,12.0,54,,,-65.0,-62.0,-81.0,-66.0,-50.0,-66.0,-74.0
54611,12.0,54,-57.0,,-68.0,-70.0,-77.0,-68.0,-55.0,-70.0,
54612,12.0,54,-62.0,-47.0,-62.0,-72.0,-70.0,,-50.0,,-71.0
54613,12.0,54,,-59.0,-64.0,-76.0,,,-54.0,-62.0,
54614,12.0,54,,-53.0,,,-74.0,,-59.0,-62.0,
54615,12.0,54,-59.0,-50.0,,-72.0,,,-61.0,,-78.0
54616,12.0,54,,-56.0,,,,,-56.0,,
54617,12.0,54,,-64.0,-66.0,,-87.0,-77.0,-63.0,-68.0,-84.0
54618,12.0,54,-62.0,-46.0,-66.0,-71.0,-63.0,,-55.0,-60.0,
54619,12.0,54,,-50.0,-71.0,-75.0,-71.0,-76.0,-46.0,,-73.0
54620,12.0,54,,-63.0,,-68.0,-82.0,-79.0,,,
54621,12.0,54,-57.0,-45.0,-68.0,,-69.0,,-43.0,,-79.0
54622,12.0,54,-60.0,-51.0,-66.0,-71.0,-66.0,-67.0,-51.0,-58.0,-71.0
54623,12.0,54,-71.0,-58.0,-60.0,,,-75.0,-54.0,,-74.0
54624,12.0,54,-64.0,,-64.0,,,-73.0,-46.0,-59.0,-70.0
54625,12.0,54,-71.0,-59.0,-66.0,,-82.0,,-59.0,-70.0,-80.0
54626,12.0,54,,-60.0,-57.0,-67.0,-76.0,-79.0,-57.0,-51.0,-63.0
54627,12.0,54,-57.0,,-72.0,-70.0,-67.0,-66.0,-54.0,-58.0,-72.0
54628,12.0,54,-59.0,-47.0,,,-82.0,-78.0,-49.0,-61.0,-74.0
54629,12.0,54,-55.0,-52.0,-66.0,-67.0,-67.0,-66.0,-49.0,-62.0,-73.0
54630,12.0,54,-69.0,-57.0,-70.0,-72.0,-79.0,-71.0,-52.0,-59.0,-75.0
54631,12.0,54,-70.0,-59.0,-64.0,,-75.0,,-61.0,-67.0,-77.0
54632,12.0,54,-59.0,-61.0,-66.0,-71.0,-64.0,-65.0,-52.0,-56.0,-71.0
54633,12.0,54,,-59.0,-64.0,-76.0,-71.0,-77.0,-55.0,-64.0,-78.0
54634,12.0,54,,,-68.0,,,-72.0,-49.0,-57.0,-74.0
54635,12.0,54,,,-66.0,-75.0,-74.0,,-45.0,-58.0,-72.0
54636,12.0,54,-59.0,-52.0,-69.0,-75.0,-73.0,-74.0,-48.0,-55.0,-74.0
54637,12.0,54,,-56.0,,,-73.0,-62.0,,-61.0,
54638,12.0,54,-67.0,-60.0,-68.0,,-80.0,-77.0,-54.0,-63.0,-81.0
54639,12.0,54,-74.0,-66.0,-53.0,-56.0,-76.0,-75.0,-55.0,,-71.0
54640,12.0,54,-65.0,-68.0,-66.0,-64.0,,-73.0,-50.0,-61.0,-78.0
54641,12.0,54,-74.0,,-63.0,,-81.0,-74.0,,-60.0,-75.0
54642,12.0,54,-73.0,-68.0,-61.0,-68.0,-84.0,-73.0,-66.0,-59.0,-70.0
54643,12.0,54,-57.0,-54.0,-66.0,,,-67.0,-49.0,-52.0,-79.0
54644,12.0,54,-62.0,,-70.0,,-70.0,,-48.0,-59.0,-81.0
54645,12.0,54,,,-67.0,-78.0,,,,-66.0,-72.0
54646,12.0,54,,,-59.0,,,-68.0,-42.0,-49.0,-73.0
54647,12.0,54,-57.0,-52.0,-71.0,-76.0,-74.0,,-47.0,-54.0,-74.0
54648,12.0,54,-61.0,-61.0,-65.0,,-73.0,-73.0,-44.0,-54.0,-72.0
54649,12.0,54,,-53.0,-67.0,,,-67.0,-50.0,,-80.0
54650,12.0,54,,-58.0,-73.0,,,-70.0,-50.0,-68.0,
54651,12.0,54,-65.0,,-66.0,,-76.0,-78.0,,-64.0,-79.0
54652,12.0,54,-60.0,-57.0,-67.0,,-69.0,-65.0,-56.0,,-75.0
54653,12.0,54,,,-66.0,,-77.0,-79.0,-59.0,-58.0,-75.0
54654,12.0,54,,-53.0,,-80.0,,-65.0,,-57.0,
54655,12.0,54,-59.0,-54.0,-63.0,,-67.0,-67.0,-52.0,-60.0,-73.0
54656,12.0,54,-71.0,-60.0,-68.0,-71.0,,,-53.0,-69.0,-78.0
54657,12.0,54,,-46.0,-68.0,,-76.0,-68.0,-52.0,-59.0,-74.0
54658,12.0,54,-63.0,-52.0,-66.0,,-73.0,-79.0,-48.0,-67.0,-77.0
54659,12.0,54,-69.0,-61.0,-64.0,-64.0,,,-63.0,-60.0,-75.0
54660,12.0,54,-73.0,,-56.0,,-78.0,,-53.0,-51.0,-72.0
54661,12.0,54,,-49.0,-71.0,,-72.0,,-42.0,-60.0,-75.0
54662,12.0,54,,-54.0,-66.0,-74.0,,-70.0,-44.0,-67.0,-83.0
54663,12.0,54,,-50.0,-62.0,-74.0,-70.0,-69.0,-43.0,-51.0,-78.0
54664,12.0,54,-73.0,-45.0,-65.0,,-79.0,-71.0,-49.0,-56.0,-71.0
54665,12.0,54,-70.0,-60.0,,,-73.0,,-56.0,-63.0,-77.0
54666,12.0,54,-64.0,-49.0,,,-73.0,-75.0,-49.0,-62.0,-82.0
54667,12.0,54,-59.0,-53.0,,-70.0,-68.0,-65.0,,-52.0,
54668,12.0,54,-62.0,,-70.0,-70.0,-71.0,,-50.0,,-74.0
54669,12.0,54,-68.0,-55.0,-72.0,-79.0,-71.0,,-63.0,-67.0,-85.0
54670,12.0,54,-58.0,-49.0,,-81.0,-68.0,,-47.0,,-73.0
54671,12.0,54,,-61.0,-63.0,-59.0,-79.0,,-63.0,-53.0,-79.0
54672,12.0,54,-69.0,-62.0,-60.0,-80.0,,-75.0,-56.0,-72.0,-77.0
54673,12.0,54,,-51.0,-64.0,-77.0,,,-47.0,-48.0,-74.0
54674,12.0,54,-67.0,-50.0,-75.0,,-67.0,-67.0,-62.0,-65.0,-80.0
54675,12.0,54,-65.0,-66.0,-68.0,,-75.0,,-57.0,-65.0,
54676,12.0,54,-66.0,,-64.0,,-67.0,-65.0,-48.0,,
54677,12.0,54,-58.0,-54.0,-72.0,,-70.0,-78.0,-46.0,-61.0,-76.0
54678,12.0,54,-68.0,-69.0,-61.0,,-75.0,,-61.0,,-71.0
54679,12.0,54,-71.0,-60.0,-63.0,,-82.0,-77.0,-56.0,-64.0,-73.0
54680,12.0,54,,-64.0,-58.0,-60.0,-89.0,-80.0,-62.0,-45.0,-63.0
54681,12.0,54,,-55.0,-68.0,,,-63.0,-47.0,-61.0,-76.0
54682,12.0,54,,,-63.0,-65.0,-82.0,-78.0,,,-76.0
54683,12.0,54,-63.0,-58.0,-66.0,-73.0,-77.0,-75.0,,-57.0,-81.0
54684,12.0,54,-65.0,,-61.0,-78.0,-64.0,-64.0,-50.0,,-72.0
54685,12.0,54,,-52.0,-65.0,,-71.0,-63.0,-47.0,-60.0,-73.0
54686,12.0,54,-74.0,-63.0,-69.0,-57.0,,-77.0,-63.0,-47.0,-73.0
54687,12.0,54,-62.0,-50.0,-74.0,,-67.0,,-51.0,,-74.0
54688,12.0,54,-61.0,-55.0,-67.0,-74.0,-65.0,-67.0,-52.0,-62.0,-70.0
54689,12.0,54,-74.0,-68.0,,-61.0,,,-55.0,,-64.0
54690,12.0,54,-68.0,-57.0,,,-78.0,-75.0,-56.0,-60.0,-66.0
54691,12.0,54,-61.0,-47.0,-66.0,-77.0,-62.0,-67.0,,,-74.0
54692,12.0,54,,,,-71.0,,,-51.0,-51.0,-78.0
54693,12.0,54,-63.0,-58.0,,,-80.0,-78.0,-50.0,-56.0,
54694,12.0,54,-63.0,-54.0,-71.0,,-66.0,,-56.0,-70.0,-79.0
54695,12.0,54,,-54.0,,,,,-51.0,-57.0,
54696,12.0,54,-69.0,-55.0,-71.0,,-82.0,-70.0,-49.0,,-77.0
54697,12.0,54,-65.0,-53.0,-65.0,,-75.0,-69.0,-44.0,-49.0,-78.0
54698,12.0,54,,-63.0,-61.0,-60.0,,-75.0,-60.0,-56.0,-68.0
54699,12.0,54,-68.0,-52.0,,,,,-50.0,-61.0,-79.0
54700,12.0,54,,-63.0,-64.0,,,,-56.0,-70.0,-81.0
54701,12.0,54,-66.0,-57.0,-66.0,,-81.0,-74.0,-54.0,,-74.0
54702,12.0,54,-66.0,,-62.0,-65.0,-78.0,-75.0,-56.0,-59.0,-67.0
54703,12.0,54,,-55.0,-72.0,,-79.0,,-56.0,-59.0,-76.0
54704,12.0,54,,,-65.0,-82.0,,-74.0,-47.0,-65.0,-74.0
54705,12.0,54,-70.0,-45.0,-65.0,-82.0,-79.0,-70.0,-48.0,,-74.0
54706,12.0,54,-63.0,-55.0,-67.0,-77.0,-70.0,,,-62.0,
54707,12.0,54,-58.0,-51.0,-72.0,-80.0,-70.0,-64.0,-48.0,-53.0,-74.0
54708,12.0,54,-76.0,,-59.0,-65.0,,,-59.0,-46.0,-64.0
54709,12.0,54,-59.0,-51.0,-68.0,,-71.0,,-49.0,-61.0,-80.0
54710,12.0,54,-64.0,-43.0,-68.0,,,,-50.0,-54.0,-77.0
54711,12.0,54,-66.0,,-62.0,-58.0,,,-58.0,-51.0,-71.0
54712,12.0,54,,-61.0,-61.0,-73.0,,-73.0,-49.0,-62.0,-74.0
54713,12.0,54,-67.0,-52.0,-65.0,,,-67.0,,,-73.0
54714,12.0,54,-59.0,-49.0,,,-68.0,-71.0,,,-72.0
54715,12.0,54,-64.0,-49.0,-63.0,-72.0,-67.0,-65.0,-50.0,,-79.0
54716,12.0,54,,-51.0,-68.0,,-65.0,,-47.0,-48.0,-72.0
54717,12.0,54,-69.0,-63.0,,-63.0,,-74.0,-58.0,-56.0,
54718,12.0,54,,,-62.0,-57.0,-80.0,-78.0,-56.0,-47.0,-76.0
54719,12.0,54,-75.0,-52.0,-73.0,,-77.0,-68.0,-61.0,,-76.0
54720,12.0,54,-53.0,-55.0,-69.0,-72.0,-70.0,-68.0,-61.0,-60.0,-79.0
54721,12.0,54,-56.0,-47.0,,,-69.0,-68.0,-57.0,,-69.0
54722,12.0,54,,-51.0,,-73.0,-71.0,-71.0,-44.0,-58.0,-81.0
54723,12.0,54,,-51.0,-66.0,-77.0,,,-50.0,-64.0,-75.0
54724,12.0,54,-59.0,,-75.0,-81.0,-71.0,,-55.0,,-71.0
54725,12.0,54,-58.0,-54.0,-67.0,-72.0,-66.0,-75.0,-47.0,-54.0,-79.0
54726,12.0,54,-75.0,-71.0,-60.0,-64.0,-78.0,-81.0,-56.0,-45.0,-68.0
54727,12.0,54,-65.0,,,-57.0,-77.0,-77.0,-59.0,-58.0,-64.0
54728,12.0,54,-73.0,-60.0,,,,-80.0,-60.0,,-76.0
54729,12.0,54,,-52.0,,,,-68.0,-62.0,,-81.0
54730,12.0,54,-55.0,,-68.0,-71.0,,,-47.0,,-77.0
54731,12.0,54,,-60.0,-66.0,,,,-56.0,-64.0,-81.0
54732,12.0,54,-68.0,,-72.0,-67.0,-80.0,-68.0,-51.0,,
54733,12.0,54,-76.0,,-63.0,-81.0,-77.0,-71.0,,-66.0,-77.0
54734,12.0,54,,-61.0,-63.0,-69.0,-74.0,-68.0,-56.0,,-73.0
54735,12.0,54,-73.0,-56.0,-63.0,-82.0,-79.0,,-55.0,-62.0,-73.0
54736,12.0,54,,,-70.0,,-78.0,-76.0,-53.0,,
54737,12.0,54,-58.0,-54.0,-65.0,-74.0,-68.0,,-45.0,-59.0,-77.0
54738,12.0,54,,,-69.0,-74.0,-73.0,,-47.0,-68.0,-71.0
54739,12.0,54,-67.0,-55.0,-67.0,,-71.0,-69.0,,-63.0,
54740,12.0,54,-55.0,-60.0,,,,,-61.0,,
54741,12.0,54,-65.0,-60.0,,-61.0,-79.0,,-65.0,-54.0,-69.0
54742,12.0,54,-56.0,-47.0,,,,-69.0,-49.0,-54.0,-81.0
54743,12.0,54,,-52.0,-67.0,-71.0,,,-49.0,-57.0,-77.0
54744,12.0,54,-56.0,-51.0,-65.0,-72.0,-74.0,,-44.0,-61.0,-76.0
54745,12.0,54,-60.0,-48.0,-69.0,-77.0,-62.0,-66.0,-50.0,-60.0,-74.0
54746,12.0,54,-61.0,-49.0,,-80.0,-76.0,,,,-78.0
54747,12.0,54,-60.0,-53.0,-71.0,-75.0,-71.0,-67.0,-50.0,-52.0,-73.0
54748,12.0,54,-66.0,-62.0,-70.0,,-81.0,-67.0,-54.0,-60.0,-84.0
54749,12.0,54,-61.0,,-72.0,,,-66.0,-54.0,,
54750,12.0,54,-69.0,-56.0,-67.0,-80.0,-75.0,,-60.0,,-82.0
54751,12.0,54,-60.0,-45.0,-66.0,-73.0,-66.0,-66.0,,-61.0,-79.0
54752,12.0,54,,,-68.0,,-67.0,-73.0,-59.0,-54.0,-74.0
54753,12.0,54,-71.0,-62.0,-71.0,,-82.0,-69.0,-50.0,-57.0,-76.0
54754,12.0,54,,-62.0,-63.0,-71.0,-67.0,-65.0,-61.0,-54.0,-78.0
54755,12.0,54,,-60.0,-67.0,,-73.0,-70.0,-49.0,-60.0,-80.0
54756,12.0,54,,,-62.0,-72.0,-76.0,,-48.0,-53.0,-72.0
54757,12.0,54,-67.0,-62.0,-65.0,-59.0,-81.0,-74.0,-56.0,-58.0,-79.0
54758,12.0,54,-64.0,-52.0,-67.0,,-73.0,-65.0,-55.0,-58.0,-75.0
54759,12.0,54,,,,,,,-47.0,-63.0,-80.0
54760,12.0,54,,,-53.0,-59.0,,,-59.0,-70.0,-68.0
54761,12.0,54,-68.0,-53.0,-66.0,,-80.0,-71.0,,-60.0,-77.0
54762,12.0,54,-64.0,-55.0,-66.0,-72.0,-71.0,-74.0,-50.0,-53.0,-74.0
54763,12.0,54,-63.0,-59.0,-62.0,-70.0,-69.0,-72.0,-52.0,-58.0,-71.0
54764,12.0,54,-75.0,-70.0,-69.0,-75.0,,-72.0,-59.0,-54.0,-84.0
54765,12.0,54,-67.0,-65.0,-58.0,,-77.0,-77.0,-52.0,-57.0,-75.0
54766,12.0,54,,-59.0,-55.0,-62.0,,-73.0,-56.0,-53.0,-66.0
54767,12.0,54,,,,,,,,-62.0,
54768,12.0,54,-59.0,-50.0,-70.0,-77.0,-75.0,,-50.0,,-78.0
54769,12.0,54,-63.0,,-76.0,-75.0,-67.0,-68.0,-55.0,,
54770,12.0,54,,,-68.0,-72.0,-73.0,,-64.0,-62.0,-76.0
54771,12.0,54,-78.0,-70.0,-60.0,-58.0,-81.0,-77.0,-53.0,-48.0,-63.0
54772,12.0,54,,-45.0,-66.0,,-63.0,-68.0,-55.0,-64.0,
54773,12.0,54,-71.0,-59.0,,-69.0,-76.0,-79.0,-56.0,-60.0,
54774,12.0,54,,-66.0,-59.0,-62.0,,,-58.0,-62.0,-67.0
54775,12.0,54,,-47.0,-66.0,,-75.0,-77.0,-44.0,-55.0,-79.0
54776,12.0,54,-72.0,-72.0,-59.0,-61.0,,-80.0,-53.0,-47.0,-64.0
54777,12.0,54,-63.0,-50.0,,,-74.0,-66.0,-53.0,-56.0,-80.0
54778,12.0,54,-67.0,-61.0,-64.0,-59.0,-77.0,-80.0,-57.0,-54.0,-64.0
54779,12.0,54,-65.0,-47.0,-67.0,,-74.0,-68.0,-47.0,-57.0,-70.0
54780,12.0,54,,,-66.0,-68.0,,,-49.0,,-77.0
54781,12.0,54,-69.0,-68.0,-58.0,-71.0,-77.0,-75.0,-57.0,-55.0,-69.0
54782,12.0,54,,,,,-75.0,-71.0,,,
54783,12.0,54,,-61.0,-72.0,-67.0,,-79.0,-49.0,-63.0,-71.0
54784,12.0,54,-63.0,-45.0,-68.0,,-77.0,-65.0,-47.0,-56.0,-79.0
54785,12.0,54,-64.0,-48.0,-66.0,,-73.0,-65.0,-54.0,-60.0,-80.0
54786,12.0,54,-75.0,-55.0,-67.0,,,,-55.0,-69.0,-77.0
54787,12.0,54,-67.0,-58.0,-62.0,,-84.0,,-51.0,-52.0,-77.0
54788,12.0,54,-63.0,-60.0,-66.0,,-76.0,-75.0,-51.0,-58.0,-81.0
54789,12.0,54,-70.0,,-67.0,-72.0,-80.0,-75.0,-52.0,-64.0,-75.0
54790,12.0,54,-55.0,-46.0,-65.0,-76.0,,,-46.0,-58.0,-77.0
54791,12.0,54,-75.0,-63.0,-65.0,-80.0,-81.0,-75.0,-54.0,-62.0,-81.0
54792,12.0,54,,-53.0,-75.0,-79.0,-74.0,-68.0,-58.0,-63.0,-77.0
54793,12.0,54,-65.0,,-58.0,,-76.0,,-51.0,-58.0,-75.0
54794,12.0,54,-78.0,-58.0,-67.0,,-74.0,-76.0,-53.0,-67.0,-73.0
54795,12.0,54,-74.0,-66.0,-59.0,-62.0,-84.0,-76.0,-58.0,-47.0,-65.0
54796,12.0,54,-58.0,,-67.0,,,,-48.0,,
54797,12.0,54,-67.0,-61.0,-69.0,-80.0,-81.0,,-54.0,,-83.0
54798,12.0,54,-74.0,,-63.0,,-82.0,-77.0,-63.0,,
54799,12.0,54,-70.0,-62.0,,,-76.0,-72.0,-55.0,-62.0,-73.0
54800,12.0,54,-62.0,-48.0,-66.0,,-72.0,-74.0,-47.0,-58.0,-75.0
54801,12.0,54,,-50.0,-72.0,-79.0,,-68.0,-61.0,-60.0,-74.0
54802,12.0,54,-64.0,,,,-77.0,-67.0,-50.0,,-76.0
54803,12.0,54,-58.0,-51.0,-70.0,-71.0,-69.0,-67.0,-60.0,-58.0,-75.0
54804,12.0,54,-70.0,-62.0,-65.0,,-77.0,,-53.0,-62.0,
54805,12.0,54,,-70.0,-67.0,-76.0,-67.0,-76.0,-47.0,-66.0,-76.0
54806,12.0,54,-71.0,-55.0,-69.0,,-79.0,,-48.0,-67.0,-84.0
54807,12.0,54,-60.0,-55.0,-73.0,,-71.0,-65.0,-51.0,-53.0,-77.0
54808,12.0,54,-57.0,-51.0,-68.0,-76.0,-73.0,,-45.0,-60.0,-75.0
54809,12.0,54,-68.0,-55.0,-66.0,-76.0,-75.0,-68.0,-54.0,-59.0,-81.0
54810,12.0,54,-64.0,-54.0,-63.0,,-80.0,-77.0,-53.0,-54.0,-73.0
54811,12.0,54,-60.0,-50.0,-65.0,,-74.0,-72.0,-52.0,-61.0,
54812,12.0,54,-66.0,-58.0,-71.0,,-71.0,-70.0,-59.0,-64.0,-87.0
54813,12.0,54,-80.0,-68.0,,,-79.0,-75.0,-55.0,-70.0,-81.0
54814,12.0,54,-61.0,-48.0,-67.0,-73.0,-77.0,,-45.0,-60.0,-77.0
54815,12.0,54,-58.0,,-66.0,,-80.0,,-44.0,,-72.0
54816,12.0,54,,,,,,,-44.0,,-72.0
54817,12.0,54,-59.0,-55.0,-62.0,,-72.0,-69.0,-45.0,-49.0,-78.0
54818,12.0,54,-65.0,,,-66.0,,-69.0,-49.0,-61.0,-82.0
54819,12.0,54,-58.0,,-72.0,,,-66.0,-57.0,-54.0,-78.0
54820,12.0,54,-80.0,,-69.0,,-84.0,,-49.0,-68.0,
54821,12.0,54,-65.0,-53.0,-67.0,-70.0,-82.0,,-52.0,,-66.0
54822,12.0,54,-69.0,,-72.0,-69.0,-68.0,,-60.0,-51.0,-78.0
54823,12.0,54,-56.0,-52.0,,-65.0,-68.0,,-49.0,,-76.0
54824,12.0,54,-65.0,-61.0,-60.0,,-76.0,-75.0,-55.0,-50.0,-65.0
54825,12.0,54,-62.0,-63.0,-65.0,,-70.0,,,-62.0,-77.0
54826,12.0,54,-58.0,-49.0,,,-71.0,-69.0,-64.0,-58.0,-76.0
54827,12.0,54,-63.0,-53.0,-68.0,-69.0,,,-51.0,-61.0,-79.0
54828,12.0,54,-56.0,-49.0,-70.0,-76.0,-73.0,-72.0,-54.0,-60.0,-72.0
54829,12.0,54,-59.0,-50.0,-68.0,,,,-61.0,-63.0,-75.0
54830,12.0,54,-55.0,-49.0,-67.0,,-75.0,-68.0,-59.0,-58.0,-76.0
54831,12.0,54,-65.0,,-64.0,-78.0,-73.0,,-54.0,-60.0,-75.0
54832,12.0,54,-76.0,-55.0,-55.0,,-79.0,-71.0,-55.0,-46.0,-67.0
54833,12.0,54,-71.0,,-61.0,-58.0,-81.0,-74.0,,-55.0,
54834,12.0,54,-66.0,,-60.0,-77.0,-78.0,-74.0,-65.0,-61.0,-84.0
54835,12.0,54,-69.0,-68.0,-67.0,-71.0,,,-57.0,,-63.0
54836,12.0,54,-70.0,-61.0,-72.0,,-79.0,-69.0,-63.0,-66.0,-78.0
54837,12.0,54,,-66.0,,,,,-66.0,,-70.0
54838,12.0,54,-58.0,-60.0,-65.0,,-74.0,-69.0,-62.0,-67.0,-77.0
54839,12.0,54,-61.0,-60.0,-60.0,-78.0,-71.0,-78.0,-55.0,-62.0,-83.0
54840,12.0,54,,-65.0,-56.0,-71.0,,,-54.0,-58.0,-75.0
54841,12.0,54,-65.0,-52.0,,,-66.0,-74.0,-49.0,-54.0,-79.0
54842,12.0,54,,-58.0,-62.0,,,,-56.0,-67.0,-78.0
54843,12.0,54,-64.0,-51.0,,,-71.0,-68.0,-61.0,-54.0,-73.0
54844,12.0,54,-66.0,-64.0,-64.0,-55.0,,,-60.0,-48.0,-67.0
54845,12.0,54,-61.0,,-67.0,,-74.0,-70.0,,-60.0,
54846,12.0,54,-65.0,-50.0,-66.0,-80.0,-72.0,-70.0,-53.0,-61.0,-79.0
54847,12.0,54,-77.0,-64.0,,-67.0,-81.0,,-63.0,-63.0,-67.0
54848,12.0,54,,-69.0,-61.0,,,,-64.0,-62.0,-75.0
54849,12.0,54,,-55.0,-59.0,,,,-61.0,-53.0,-69.0
54850,12.0,54,-58.0,-47.0,-66.0,-79.0,-74.0,-70.0,,-69.0,-73.0
54851,12.0,54,-60.0,-49.0,-64.0,,-73.0,-74.0,-59.0,-63.0,-70.0
54852,12.0,54,,,-61.0,,,,-55.0,-59.0,
54853,12.0,54,-63.0,-62.0,-64.0,,-81.0,-73.0,-54.0,-58.0,-77.0
54854,12.0,54,-64.0,,-65.0,-78.0,-78.0,,-58.0,,
54855,12.0,54,,-61.0,-67.0,,,,,-56.0,-78.0
54856,12.0,54,-67.0,-63.0,-63.0,-68.0,-79.0,-74.0,-52.0,,-72.0
54857,12.0,54,-66.0,-53.0,-62.0,-74.0,-70.0,-70.0,-54.0,-59.0,-77.0
54858,12.0,54,,-56.0,,-69.0,,,-56.0,-68.0,-73.0
54859,12.0,54,-71.0,-57.0,-67.0,,-75.0,,-51.0,-62.0,-76.0
54860,12.0,54,,-59.0,-62.0,-75.0,,,,-67.0,-75.0
54861,12.0,54,-71.0,-60.0,-65.0,-65.0,,-70.0,-52.0,-60.0,-74.0
54862,12.0,54,-73.0,-56.0,-70.0,,,-72.0,-56.0,-61.0,
54863,12.0,54,-66.0,-63.0,-64.0,,-78.0,-71.0,-61.0,-66.0,
54864,12.0,54,,-64.0,-74.0,,,,-54.0,,-80.0
54865,12.0,54,-66.0,-61.0,-60.0,,-81.0,-71.0,-57.0,-63.0,-76.0
54866,12.0,54,,-59.0,-70.0,,-78.0,,-59.0,-59.0,-78.0
54867,12.0,54,-66.0,-63.0,-63.0,,-76.0,,-54.0,-55.0,-69.0
