,location,corners,center,sensor_distances,calculated_RSSI,avg_RSSI,mode_RSSI,best_RSSI,is_emitter,score,hasSensor
59,"(2, 9)","((26.71339598643212, -80.05684920163954), (26.71339598643212, -80.05683913385289), (26.71340497964818, -80.05684920163954), (26.71340497964818, -80.05683913385289))","(26.713400483040147, -80.05684416774622)","{'57': 14.37385748688735, '20': 17.74843423868915, '05': 73.4139501976414, '34': 116.00316249998089, '22': 9.338249971331368, '06': 10.695939736736563, '31': 48.564249047168445, '36': 89.32869783596254, '35': 111.77296253767399}","{'57': -39.579040819696324, '20': -42.326642153722396, '05': -60.82519856683534, '34': -66.78593565716695, '22': -33.959805636394904, '06': -35.72840920151034, '31': -55.44134110880045, '36': -63.38157087785664, '35': -66.301943642211}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
60,"(2, 10)","((26.71339598643212, -80.05683913385289), (26.71339598643212, -80.05682906606624), (26.71340497964818, -80.05683913385289), (26.71340497964818, -80.05682906606624))","(26.713400483040147, -80.05683409995956)","{'57': 14.95749826322988, '20': 17.03112483182852, '05': 72.42223178804099, '34': 115.00468641445596, '22': 10.339907764008114, '06': 9.69746712531299, '31': 47.56263824812383, '36': 88.3275323221127, '35': 110.7717214886316}","{'57': -40.09760961358488, '20': -41.789140746214834, '05': -60.64799790258297, '34': -66.67330692441448, '22': -35.287340721982225, '06': -34.45159026110963, '31': -55.16981887479398, '36': -63.23472370206774, '35': -66.18470793330503}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
61,"(2, 11)","((26.71339598643212, -80.05682906606624), (26.71339598643212, -80.0568189982796), (26.71340497964818, -80.05682906606624), (26.71340497964818, -80.0568189982796))","(26.713400483040147, -80.05682403217293)","{'57': 15.583739140011375, '20': 16.343766526959385, '05': 71.43079467116644, '34': 114.00626860754758, '22': 11.341590298630448, '06': 8.699759109430143, '31': 46.5610355026708, '36': 87.32638131771333, '35': 109.77049060561619}","{'57': -40.63199087603014, '20': -41.252405272287, '05': -60.46840523196622, '34': -66.5597027281402, '22': -36.492059426943655, '06': -33.03705760474115, '31': -54.892519690613696, '36': -63.086204700372946, '35': -66.06640893806878}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
62,"(2, 12)","((26.71339598643212, -80.0568189982796), (26.71339598643212, -80.05680893049295), (26.71340497964818, -80.0568189982796), (26.71340497964818, -80.05680893049295))","(26.713400483040147, -80.05681396438627)","{'57': 16.247654997366464, '20': 15.690296091705275, '05': 70.43965071891431, '34': 113.0079106170483, '22': 12.343291556600452, '06': 7.703112778520741, '31': 45.55944133588319, '36': 86.32524532232604, '35': 108.76927016361172}","{'57': -41.17556144161527, '20': -40.72077495815726, '05': -60.28635659540571, '34': -66.44510614312392, '22': -37.594770403955444, '06': -31.451828468728777, '31': -54.609192480537125, '36': -62.935975417516865, '35': -65.94702721443271}","{'57': -51.90542420027816, '20': -54.16343490304709, '05': -68.79744816586921, '34': -75.83173076923077, '22': -52.5660606060606, '06': -47.40489913544668, '31': -70.91068814055637, '36': -68.81468531468532, '35': -71.51944444444445}",-99,-99,True,"{'57': 10.72986275866289, '20': 13.442659944889833, '05': 8.511091570463506, '34': 9.386624626106851, '22': 14.971290202105159, '06': 15.953070666717906, '31': 16.30149566001925, '36': 5.878709897168456, '35': 5.572417230011737}",[]
63,"(2, 13)","((26.71339598643212, -80.05680893049295), (26.71339598643212, -80.0567988627063), (26.71340497964818, -80.05680893049295), (26.71340497964818, -80.0567988627063))","(26.713400483040147, -80.05680389659963)","{'57': 16.944817976320607, '20': 15.075121049109795, '05': 69.44881248962591, '34': 112.00961404890013, '22': 13.345007316537549, '06': 6.708001379371275, '31': 44.55785633220146, '36': 85.32412486976436, '35': 107.76806045949495}","{'57': -41.72294801932232, '20': -40.199665023760495, '05': -60.10178550409917, '34': -66.32949980462712, '22': -38.61140526788843, '06': -29.649635078138715, '31': -54.31956944692986, '36': -62.78399605944175, '35': -65.8265427841965}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
64,"(2, 14)","((26.71339598643212, -80.0567988627063), (26.71339598643212, -80.05678879491965), (26.71340497964818, -80.0567988627063), (26.71340497964818, -80.05678879491965))","(26.713400483040147, -80.05679382881297)","{'57': 17.671293548316758, '20': 14.503115314971856, '05': 68.45829325174583, '34': 111.01138055389028, '22': 14.346734546025157, '06': 5.7152267265056516, '31': 43.55628111804193, '36': 84.32302050734799, '35': 106.76686178943673}","{'57': -42.26989101888073, '20': -39.695679783445904, '05': -59.91462280445292, '34': -66.21286589010168, '22': -39.55443266321187, '06': -27.562844694933336, '31': -54.02336454513915, '36': -62.630225427020555, '35': -65.70493511030213}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
65,"(2, 15)","((26.71339598643212, -80.05678879491965), (26.71339598643212, -80.05677872713301), (26.71340497964818, -80.05678879491965), (26.71340497964818, -80.05677872713301))","(26.713400483040147, -80.05678376102634)","{'57': 18.423614495642926, '20': 13.979579001268847, '05': 67.46810705974109, '34': 110.01321185536985, '22': 15.34847099412225, '06': 4.7262615936316275, '31': 42.554716390310425, '36': 83.32193282176844, '35': 105.76567447238301}","{'57': -42.81308591107814, '20': -39.216663562379104, '05': -59.724796543165176, '34': -66.09518610609791, '22': -40.433794315012996, '06': -25.08737345218461, '31': -53.72027179499828, '36': -62.474620853090116, '35': -65.58218307868825}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
66,"(2, 16)","((26.71339598643212, -80.05677872713301), (26.71339598643212, -80.05676865934636), (26.71340497964818, -80.05677872713301), (26.71340497964818, -80.05676865934636))","(26.713400483040147, -80.05677369323968)","{'57': 19.198742734983405, '20': 13.510148046587064, '05': 66.47826879117608, '34': 109.01510972683174, '22': 16.350214971618982, '06': 3.744125905749678, '31': 41.553162901439265, '36': 82.32086241498924, '35': 104.76449882842773}","{'57': -43.35002445281764, '20': -38.77164402469912, '05': -59.5322318153578, '34': -65.9764416686215, '22': -41.25754479431608, '06': -22.052354118009717, '31': -53.409963377922175, '36': -62.317138127828265, '35': -65.45826497370136}","{'57': -51.20192307692308, '20': -50.4291237113402, '05': -69.49923664122137, '34': -74.50251256281408, '22': -52.5938242280285, '06': -43.77170868347339, '31': -71.7231638418079, '36': -69.17684887459806, '35': -73.7709815078236}",-99,-99,True,"{'57': 7.851898624105438, '20': 11.657479686641082, '05': 9.967004825863576, '34': 8.526070894192571, '22': 11.33627943371242, '06': 21.719354565463675, '31': 18.313200463885728, '36': 6.8597107467697995, '35': 8.312716534122245}",[]
67,"(2, 17)","((26.71339598643212, -80.05676865934636), (26.71339598643212, -80.05675859155971), (26.71340497964818, -80.05676865934636), (26.71340497964818, -80.05675859155971))","(26.713400483040147, -80.05676362545304)","{'57': 19.994025859878207, '20': 13.10063996338897, '05': 65.48879422722379, '34': 108.01707601927616, '22': 17.351965169295475, '06': 2.7760776327827017, '31': 40.55162149010774, '36': 81.31980993099387, '35': 103.76333520132289}","{'57': -43.87884826540371, '20': -38.37061612191268, '05': -59.33685061053387, '34': -65.85661328857663, '22': -42.03230079834038, '06': -18.154788989851404, '31': -53.09208751653556, '36': -62.15773142767463, '35': -65.33315845784436}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
68,"(2, 18)","((26.71339598643212, -80.05675859155971), (26.71339598643212, -80.05674852377307), (26.71340497964818, -80.05675859155971), (26.71340497964818, -80.05674852377307))","(26.713400483040147, -80.05675355766638)","{'57': 20.807152944112605, '20': 12.756826826006197, '05': 64.49970010139293, '34': 107.01911264196629, '22': 18.35372057383763, '06': 1.8444330537190587, '31': 39.55009306795646, '36': 80.31877603451106, '35': 102.76218393588}","{'57': -44.39822056563986, '20': -38.02412058149953, '05': -59.13857164115643, '34': -65.73568115089905, '22': -42.763564246097665, '06': -12.827727676660482, '31': -52.76626607505264, '36': -61.996353232122516, '35': -65.20684054485365}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
69,"(2, 19)","((26.71339598643212, -80.05674852377307), (26.71339598643212, -80.05673845598642), (26.71340497964818, -80.05674852377307), (26.71340497964818, -80.05673845598642))","(26.713400483040147, -80.05674348987975)","{'57': 21.636112248380332, '20': 12.484137530409571, '05': 63.51100419380869, '34': 106.02122158573418, '22': 19.355480371592822, '06': 1.050931785718165, '31': 38.54857865313266, '36': 79.3177614348496, '35': 101.7610454033055}","{'57': -44.90721755799595, '20': -37.742597112593245, '05': -58.93731016806452, '34': -65.61362489792876, '22': -43.45595940916462, '06': -5.499076608715759, '31': -52.43209186778706, '36': -61.83295424267025, '35': -65.07928757756963}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
70,"(2, 20)","((26.71339598643212, -80.05673845598642), (26.71339598643212, -80.05672838819977), (26.71340497964818, -80.05673845598642), (26.71340497964818, -80.05672838819977))","(26.713400483040147, -80.05673342209309)","{'57': 22.479152317487724, '20': 12.28730829344353, '05': 62.522725389476896, '34': 105.02340490726601, '22': 20.357243919283718, '06': 0.9023192342541234, '31': 37.54707936093282, '36': 78.3167668658595, '35': 100.75991997736588}","{'57': -45.40523868347888, '20': -37.53554343193363, '05': -58.73297780565081, '34': -65.49042360719389, '22': -44.1134101918117, '06': -3.5126472336392576, '31': -52.08912559901388, '36': -61.66748328938886, '35': -64.95047519838982}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
71,"(2, 21)","((26.71339598643212, -80.05672838819977), (26.71339598643212, -80.05671832041313), (26.71340497964818, -80.05672838819977), (26.71340497964818, -80.05671832041313))","(26.713400483040147, -80.05672335430646)","{'57': 23.334747063126745, '20': 12.170020391016411, '05': 61.534883791277686, '34': 104.0256647518793, '22': 21.359010683902497, '06': 1.5909432538495356, '31': 36.54559644012892, '36': 77.31579311179695, '35': 99.75880805795751}","{'57': -45.891933712403315, '20': -37.410579957878156, '05': -58.525482324039736, '34': -65.36605577294796, '22': -44.73927477034619, '06': -10.901481463040698, '31': -51.73689240560378, '36': -61.49988723918584, '35': -64.82037832440977}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
72,"(2, 22)","((26.71339598643212, -80.05671832041313), (26.71339598643212, -80.05670825262648), (26.71340497964818, -80.05671832041313), (26.71340497964818, -80.05670825262648))","(26.713400483040147, -80.0567132865198)","{'57': 24.201564997073316, '20': 12.134580485188172, '05': 60.54750079235335, '34': 103.02800333763135, '22': 22.360780238506628, '06': 2.5010435697097586, '31': 35.54413126899575, '36': 76.31484098560837, '35': 98.75771005062674}","{'57': -46.367144298769524, '20': -37.37258377799291, '05': -58.31472742774317, '34': -65.24049928196801, '22': -45.336449382687285, '06': -16.795478505150825, '31': -51.374877905203526, '36': -61.33011089004049, '35': -64.68897111553264}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
73,"(2, 23)","((26.71339598643212, -80.05670825262648), (26.71339598643212, -80.05669818483983), (26.71340497964818, -80.05670825262648), (26.71340497964818, -80.05669818483983))","(26.713400483040147, -80.05670321873316)","{'57': 25.078442375450116, '20': 12.181702950142492, '05': 59.56059920675944, '34': 102.03042297986158, '22': 23.36255221880846, '06': 3.46215763361004, '31': 34.54268539697807, '36': 75.31391135541378, '35': 97.75662638793294}","{'57': -46.83085754867412, '20': -37.423080932731864, '05': -58.10061253006126, '34': -65.11373139333213, '22': -45.907449334026616, '06': -21.03224590942664, '31': -51.00252369723219, '36': -61.158096866562325, '35': -64.55622694650663}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
74,"(2, 24)","((26.71339598643212, -80.05670825262648), (26.71339598643212, -80.05669818483983), (26.71340497964818, -80.05670825262648), (26.71340497964818, -80.05669818483983))","(26.713400483040147, -80.05670321873316)","{'57': 25.078442375450116, '20': 12.181702950142492, '05': 59.56059920675944, '34': 102.03042297986158, '22': 23.36255221880846, '06': 3.46215763361004, '31': 34.54268539697807, '36': 75.31391135541378, '35': 97.75662638793294}","{'57': -46.83085754867412, '20': -37.423080932731864, '05': -58.10061253006126, '34': -65.11373139333213, '22': -45.907449334026616, '06': -21.03224590942664, '31': -51.00252369723219, '36': -61.158096866562325, '35': -64.55622694650663}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
75,"(3, 0)","((26.71340497964818, -80.05693981171936), (26.71340497964818, -80.05692974393271), (26.713413972864238, -80.05693981171936), (26.713413972864238, -80.05692974393271))","(26.71340947625621, -80.05693477782603)","{'57': 10.959607402619037, '20': 24.63068403867127, '05': 82.23149670632871, '34': 124.92086765791946, '22': 1.2042262101690318, '06': 19.764426312972674, '31': 57.60372762011084, '36': 98.37678206243984, '35': 120.81925362496933}","{'57': -36.04569069212656, '20': -46.59613497549762, '05': -62.302986630457276, '34': -67.75089054190636, '22': -7.273083044797754, '06': -43.72836716874027, '31': -57.665358425592565, '36': -64.63861915710952, '35': -67.31592523589575}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
76,"(3, 1)","((26.71340497964818, -80.05692974393271), (26.71340497964818, -80.05691967614607), (26.713413972864238, -80.05692974393271), (26.713413972864238, -80.05691967614607))","(26.71340947625621, -80.0569247100394)","{'57': 10.91637327100634, '20': 23.741485437683583, '05': 81.23623496125572, '34': 123.92135657802642, '22': 1.7595906041698848, '06': 18.76713909700597, '31': 56.6024993615085, '36': 97.37588607088003, '35': 119.81822234783752}","{'57': -35.99419210237513, '20': -46.11707742241876, '05': -62.144334392305836, '34': -67.64622555210391, '22': -12.214189809183832, '06': -43.053782967489774, '31': -57.436909035512315, '36': -64.50538345769215, '35': -67.20752694110931}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
77,"(3, 2)","((26.71340497964818, -80.05691967614607), (26.71340497964818, -80.05690960835942), (26.713413972864238, -80.05691967614607), (26.713413972864238, -80.05690960835942))","(26.71340947625621, -80.05691464225274)","{'57': 10.964880859061578, '20': 22.861602330488658, '05': 80.24113587433732, '34': 122.9218827195917, '22': 2.5979521218412662, '06': 17.770359310950212, '31': 55.60129161989705, '36': 96.37500881946481, '35': 118.81720399125221}","{'57': -36.05195829495601, '20': -45.6250407634251, '05': -61.983752815730355, '34': -67.54071688476662, '22': -17.2907750744178, '06': -42.34272705665313, '31': -57.20438719223328, '36': -64.37077370505261, '35': -67.0982206310305}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
78,"(3, 3)","((26.71340497964818, -80.05690960835942), (26.71340497964818, -80.05689954057277), (26.713413972864238, -80.05690960835942), (26.713413972864238, -80.05689954057277))","(26.71340947625621, -80.0569045744661)","{'57': 11.103927907123865, '20': 21.99215285898516, '05': 79.24620557943975, '34': 121.92244700423089, '22': 3.5227473846449318, '06': 16.774177423592782, '31': 54.60010552999395, '36': 95.3741509039782, '35': 117.81619889093238}","{'57': -36.21613978414603, '20': -45.11987314477603, '05': -61.82119508356983, '34': -67.4343508943997, '22': -21.25828581538419, '06': -41.59107775056417, '31': -56.96764524402573, '36': -64.23476131741754, '35': -66.98799098992436}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
79,"(3, 4)","((26.71340497964818, -80.05689954057277), (26.71340497964818, -80.05688947278612), (26.713413972864238, -80.05689954057277), (26.713413972864238, -80.05688947278612))","(26.71340947625621, -80.05689450667944)","{'57': 11.33018153342259, '20': 21.13442474770138, '05': 78.25145050933624, '34': 120.92305037209853, '22': 4.480774582431285, '06': 15.778706671872273, '31': 53.59894229890428, '36': 94.37331293326952, '35': 116.81520738136096}","{'57': -36.47894682799013, '20': -44.60155372237792, '05': -61.65661267899146, '34': -67.32711360215417, '22': -24.39243366386475, '06': -40.7939828607106, '31': -56.72652736825537, '36': -64.09731681192412, '35': -66.87682231048527}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
80,"(3, 5)","((26.71340497964818, -80.05688947278612), (26.71340497964818, -80.05687940499948), (26.713413972864238, -80.05688947278612), (26.713413972864238, -80.05687940499948))","(26.71340947625621, -80.05688443889281)","{'57': 11.638556958195299, '20': 20.289904567753737, '05': 77.25687743755078, '34': 119.92369380589835, '22': 5.454551342561828, '06': 14.784090713645272, '31': 52.59780323807686, '36': 93.37249555538278, '35': 115.81422982085584}","{'57': -36.828814870962745, '20': -44.070240911857304, '05': -61.48995530747857, '34': -67.21899068743889, '22': -26.95461180197473, '06': -39.94567934108952, '31': -56.48086896405817, '36': -63.95840976992824, '35': -66.76469848319795}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
81,"(3, 6)","((26.71340497964818, -80.05687940499948), (26.71340497964818, -80.05686933721283), (26.713413972864238, -80.05687940499948), (26.713413972864238, -80.05686933721283))","(26.71340947625621, -80.05687437110615)","{'57': 12.022736729040023, '20': 19.460311946802133, '05': 76.26249347906474, '34': 118.9243783104034, '22': 6.436933870967201, '06': 13.790514494633014, '31': 51.59668974812078, '36': 92.37169943319303, '35': 114.8132665702066}","{'57': -37.251940895106756, '20': -43.52633471151051, '05': -61.321170806952104, '34': -67.10996747433276, '22': -29.11221220544806, '06': -39.03925485330924, '31': -56.23049597501368, '36': -63.81800879336632, '35': -66.65160297999346}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
82,"(3, 7)","((26.71340497964818, -80.05686933721283), (26.71340497964818, -80.05685926942618), (26.713413972864238, -80.05686933721283), (26.713413972864238, -80.05685926942618))","(26.71340947625621, -80.05686430331951)","{'57': 12.47571980630296, '20': 18.64763927940153, '05': 75.26830613569042, '34': 117.92510493417281, '22': 7.424506900831805, '06': 12.798220180901511, '31': 50.5956033532334, '36': 91.37092527106549, '35': 113.81231800829991}","{'57': -37.73380915066148, '20': -42.970556568563524, '05': -61.15020505986401, '34': -67.0000289220701, '22': -30.97186923840697, '06': -38.066328106303786, '31': -55.97522415828275, '36': -63.67608146598491, '35': -66.537518841404}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
83,"(3, 8)","((26.71340497964818, -80.05685926942618), (26.71340497964818, -80.05684920163954), (26.713413972864238, -80.05685926942618), (26.713413972864238, -80.05684920163954))","(26.71340947625621, -80.05685423553285)","{'57': 12.990310498322266, '20': 17.85419715631177, '05': 74.27432329607193, '34': 116.92587475260146, '22': 8.415443281579222, '06': 11.807530961799225, '31': 49.59454568831198, '36': 90.37017379287481, '35': 112.8113845242625}","{'57': -38.26042673603441, '20': -42.40405056679988, '05': -60.97700189174362, '34': -66.88915961083717, '22': -32.60415069933937, '06': -37.01661357280578, '31': -55.71485826860495, '36': -63.53259430547152, '35': -66.42242866045586}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
84,"(3, 9)","((26.71340497964818, -80.05684920163954), (26.71340497964818, -80.05683913385289), (26.713413972864238, -80.05684920163954), (26.713413972864238, -80.05683913385289))","(26.71340947625621, -80.05684416774622)","{'57': 13.559496482173971, '20': 17.08266540860271, '05': 73.2805532886512, '34': 115.92668888769504, '22': 9.408680368307852, '06': 10.818887787653866, '31': 48.593518534529316, '36': 89.3694457664577, '35': 111.81046652787785}","{'57': -38.81914766365959, '20': -41.82850981947376, '05': -60.801502972493616, '34': -66.77734373107415, '22': -34.05770222891305, '06': -35.87731927181606, '31': -55.449191172186985, '36': -63.38751271966194, '35': -66.30631456796763}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
85,"(3, 10)","((26.71340497964818, -80.05683913385289), (26.71340497964818, -80.05682906606624), (26.713413972864238, -80.05683913385289), (26.713413972864238, -80.05682906606624))","(26.71340947625621, -80.05683409995956)","{'57': 14.176703381891802, '20': 16.336148706517093, '05': 72.28700488466983, '34': 114.92754849041415, '22': 10.403559235807048, '06': 9.832907828999838, '31': 47.59252381130067, '36': 88.36874198295584, '35': 110.80956443396136}","{'57': -39.39909836330458, '20': -41.246331124140944, '05': -60.62364770225688, '34': -66.6645650680947, '22': -35.36729911002584, '06': -34.63229982767837, '31': -55.178002856822154, '36': -63.24080095367935, '35': -66.1891582141382}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
86,"(3, 11)","((26.71340497964818, -80.05682906606624), (26.71340497964818, -80.0568189982796), (26.713413972864238, -80.05682906606624), (26.713413972864238, -80.0568189982796))","(26.71340947625621, -80.05682403217293)","{'57': 14.835939084336086, '20': 15.61823445778876, '05': 71.29368735378331, '34': 113.92845476186099, '22': 11.399650037986094, '06': 8.850481214650966, '31': 46.591563614949244, '36': 87.36806328065161, '35': 109.80867867939804}","{'57': -39.99129202501734, '20': -40.660798923480286, '05': -60.44337309921367, '34': -66.55080699046303, '22': -36.558586350281175, '06': -33.26084731950222, '31': -54.90105935003641, '36': -63.09242204067274, '35': -66.07094075316013}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
87,"(3, 12)","((26.71340497964818, -80.0568189982796), (26.71340497964818, -80.05680893049295), (26.713413972864238, -80.0568189982796), (26.713413972864238, -80.05680893049295))","(26.71340947625621, -80.05681396438627)","{'57': 15.531852890349175, '20': 14.933048462653948, '05': 70.3006104787152, '34': 112.92940893527053, '22': 12.396660642187161, '06': 7.8729382650921504, '31': 45.590640213674234, '36': 86.36741052589919, '35': 108.80780971493196}","{'57': -40.58853883543376, '20': -40.07629501682085, '05': -60.260613672288194, '34': -66.43605243336344, '22': -37.65098215846819, '06': -31.735946160264465, '31': -54.61811150777112, '36': -62.94233774329642, '35': -65.95164282412591}","{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",-99,-99,False,"{'57': -9999, '20': -9999, '05': -9999, '34': -9999, '22': -9999, '06': -9999, '31': -9999, '36': -9999, '35': -9999}",[]
