tx_coord,receiver_0,receiver_1,receiver_2,receiver_3,receiver_4,receiver_5,receiver_6,receiver_7,receiver_8,class_label
"(16, 122)",-72.0,-67.0,-47.0,,-73.0,-77.0,-64.0,-51.0,-60.0,2842
"(16, 122)",,,,-57.0,,-81.0,-60.0,,,2842
"(16, 122)",-79.0,,-46.0,-63.0,-83.0,,-64.0,,-56.0,2842
"(16, 122)",,-65.0,,,,,-53.0,,,2842
"(16, 122)",-64.0,,-47.0,-73.0,-69.0,,,-43.0,,2842
"(16, 122)",-73.0,-57.0,-46.0,-65.0,-75.0,,-49.0,-51.0,-64.0,2842
"(16, 122)",-73.0,,,-65.0,-72.0,-75.0,-52.0,,,2842
"(16, 122)",-72.0,-66.0,,,-76.0,,-55.0,,-65.0,2842
"(16, 122)",-80.0,-72.0,,,,,-62.0,,,2842
"(16, 122)",-67.0,-58.0,-52.0,-60.0,-77.0,,-53.0,-42.0,-68.0,2842
"(16, 122)",-79.0,-64.0,-50.0,-71.0,-75.0,-73.0,-53.0,-37.0,-64.0,2842
"(16, 122)",-78.0,-74.0,-53.0,-51.0,,-87.0,-64.0,-58.0,-62.0,2842
"(16, 122)",,-60.0,-46.0,-68.0,,,-58.0,-43.0,-62.0,2842
"(16, 122)",-76.0,-66.0,-50.0,-52.0,,-82.0,-66.0,-50.0,-58.0,2842
"(16, 122)",-68.0,-60.0,-47.0,-64.0,-79.0,-71.0,,-45.0,-59.0,2842
"(16, 122)",,-61.0,-48.0,-68.0,,,-54.0,-44.0,-62.0,2842
"(16, 122)",-77.0,-73.0,,-53.0,,-78.0,-60.0,-49.0,,2842
"(16, 122)",-71.0,-60.0,-43.0,-64.0,-74.0,-71.0,-51.0,-50.0,-61.0,2842
"(16, 122)",,-52.0,-45.0,-72.0,,-79.0,,,-66.0,2842
"(16, 122)",-79.0,-60.0,-59.0,-68.0,-78.0,-76.0,-55.0,-47.0,-57.0,2842
"(16, 122)",,-58.0,-42.0,-65.0,-73.0,-76.0,-49.0,-46.0,-62.0,2842
"(16, 122)",-82.0,-78.0,-50.0,-64.0,-77.0,-78.0,-72.0,-43.0,-63.0,2842
"(16, 122)",-67.0,-66.0,-44.0,,-69.0,-71.0,-52.0,-42.0,-62.0,2842
"(16, 122)",-76.0,,-46.0,-48.0,,,,,-55.0,2842
"(16, 122)",,-67.0,-55.0,-55.0,,,-57.0,-48.0,-58.0,2842
"(16, 122)",,-60.0,-49.0,-69.0,,,-56.0,,-66.0,2842
"(16, 122)",-78.0,-73.0,,,-82.0,,-57.0,-53.0,-68.0,2842
"(16, 122)",-72.0,-66.0,-43.0,-64.0,-72.0,-80.0,-60.0,-49.0,-56.0,2842
"(16, 122)",-64.0,-58.0,-48.0,-65.0,-76.0,-78.0,-57.0,-45.0,-63.0,2842
"(16, 122)",,-65.0,-53.0,-72.0,,,-49.0,,,2842
"(16, 122)",-80.0,-69.0,-53.0,-56.0,-83.0,,-66.0,-52.0,-52.0,2842
"(16, 122)",-65.0,-60.0,-51.0,,-69.0,,-46.0,-48.0,-59.0,2842
"(16, 122)",,,,,,,,,-62.0,2842
"(16, 122)",-70.0,-72.0,-46.0,-74.0,-86.0,-80.0,-63.0,-55.0,-62.0,2842
"(16, 122)",-78.0,,-56.0,-58.0,-84.0,-83.0,-76.0,,-64.0,2842
"(16, 122)",,,-54.0,,,,-67.0,-50.0,-59.0,2842
"(16, 122)",-72.0,-65.0,-53.0,-60.0,-85.0,,-61.0,-55.0,-65.0,2842
"(16, 122)",-65.0,-61.0,-54.0,-72.0,-73.0,-82.0,-68.0,-37.0,-64.0,2842
"(16, 122)",-78.0,,-50.0,-68.0,-85.0,-75.0,-56.0,-49.0,-61.0,2842
"(16, 122)",,,-49.0,-71.0,,,-50.0,-39.0,-61.0,2842
"(16, 122)",-77.0,-68.0,-56.0,-59.0,,-84.0,,-53.0,-54.0,2842
"(16, 122)",-69.0,,-47.0,-67.0,-83.0,-72.0,-58.0,,,2842
"(16, 122)",,-68.0,-43.0,-71.0,,,-61.0,,-63.0,2842
"(16, 122)",-75.0,,-46.0,-53.0,,-76.0,-60.0,-56.0,-56.0,2842
"(16, 122)",-79.0,,-43.0,-73.0,-80.0,-77.0,-59.0,-64.0,-69.0,2842
"(16, 122)",,,-49.0,,,,,-44.0,-64.0,2842
"(16, 122)",-73.0,,-52.0,-61.0,,,-58.0,-52.0,-59.0,2842
"(16, 122)",,,,-53.0,,,,,-62.0,2842
"(16, 122)",-75.0,-69.0,-57.0,-51.0,-87.0,-78.0,-57.0,-59.0,-54.0,2842
"(16, 122)",-66.0,-60.0,-51.0,-71.0,-77.0,-76.0,-60.0,,,2842
"(16, 122)",-64.0,-58.0,-47.0,-63.0,-79.0,-77.0,,-45.0,-63.0,2842
"(16, 122)",-70.0,-64.0,-48.0,-65.0,,,-52.0,-59.0,-60.0,2842
"(16, 122)",,,-53.0,,,,-62.0,,,2842
"(16, 122)",-77.0,-66.0,-50.0,-60.0,-90.0,,-60.0,-55.0,-53.0,2842
"(16, 122)",-71.0,,-52.0,-68.0,-74.0,,-54.0,,-66.0,2842
"(16, 122)",-70.0,-62.0,-44.0,-69.0,-76.0,-74.0,-60.0,,-64.0,2842
"(16, 122)",-74.0,-62.0,-56.0,-70.0,,-77.0,-55.0,,,2842
"(16, 122)",-70.0,-60.0,-46.0,-67.0,-83.0,-74.0,-56.0,-45.0,-66.0,2842
"(16, 122)",,,-47.0,-60.0,-75.0,,-49.0,,-61.0,2842
"(16, 122)",-74.0,-63.0,-48.0,-70.0,-74.0,-77.0,-53.0,-46.0,-59.0,2842
"(16, 122)",-80.0,-67.0,-42.0,-63.0,-86.0,-80.0,-68.0,-46.0,-56.0,2842
"(16, 122)",,-56.0,-50.0,-71.0,-76.0,,-63.0,-44.0,-65.0,2842
"(16, 122)",-78.0,-78.0,-51.0,-64.0,-82.0,,-61.0,-49.0,-57.0,2842
"(16, 122)",,,-46.0,-72.0,-74.0,-74.0,-52.0,-48.0,-61.0,2842
"(16, 122)",,-64.0,-48.0,-71.0,,-80.0,-58.0,-64.0,-54.0,2842
"(16, 122)",-72.0,-66.0,-57.0,-73.0,-90.0,-79.0,-61.0,-52.0,-58.0,2842
"(16, 122)",-71.0,-63.0,-47.0,,-79.0,,-58.0,-46.0,-67.0,2842
"(16, 122)",-66.0,-61.0,-48.0,-71.0,-70.0,-69.0,-50.0,-41.0,-62.0,2842
"(16, 122)",,,-48.0,-60.0,,,-54.0,-44.0,-60.0,2842
"(16, 122)",,,,,,,-67.0,,,2842
"(16, 122)",-75.0,-70.0,,,-82.0,-83.0,-69.0,-52.0,-58.0,2842
"(16, 122)",,-61.0,-53.0,,,,,,,2842
"(16, 122)",-72.0,-63.0,-47.0,-69.0,-75.0,,-49.0,,-63.0,2842
"(16, 122)",-70.0,-63.0,-49.0,-67.0,-76.0,-80.0,-62.0,-42.0,,2842
"(16, 122)",,-52.0,-51.0,-73.0,,,,,-64.0,2842
"(16, 122)",,-57.0,,-69.0,-76.0,,-52.0,-41.0,-63.0,2842
"(16, 122)",-64.0,,-47.0,,-70.0,-79.0,-61.0,-42.0,-59.0,2842
"(16, 122)",-62.0,,-48.0,-70.0,,,-59.0,-42.0,,2842
"(16, 122)",,-62.0,-46.0,-64.0,-75.0,-78.0,-57.0,-47.0,-61.0,2842
"(16, 122)",,-74.0,,-55.0,,,-61.0,,,2842
"(16, 122)",,-61.0,-44.0,,,-78.0,-51.0,-47.0,-61.0,2842
"(16, 122)",,-63.0,,-63.0,,,,,-60.0,2842
"(16, 122)",-80.0,,-46.0,,-81.0,-74.0,-53.0,-39.0,-60.0,2842
"(16, 122)",-72.0,-63.0,-49.0,-66.0,-74.0,-74.0,-60.0,,-60.0,2842
"(16, 122)",-73.0,-61.0,-50.0,-67.0,-73.0,-74.0,-54.0,-49.0,-62.0,2842
"(16, 122)",,-68.0,-56.0,-53.0,-82.0,,-66.0,-51.0,-53.0,2842
"(16, 122)",,-60.0,-46.0,,-72.0,-78.0,-59.0,,,2842
"(16, 122)",-71.0,,-47.0,-58.0,-80.0,,-54.0,-41.0,-62.0,2842
"(16, 122)",,-75.0,-49.0,-51.0,-90.0,-87.0,-64.0,,-56.0,2842
"(16, 122)",-74.0,-66.0,-62.0,-57.0,,-73.0,-59.0,-53.0,-66.0,2842
"(16, 122)",-75.0,-65.0,-50.0,-63.0,-71.0,-78.0,-56.0,,-58.0,2842
"(16, 122)",,,,-57.0,-78.0,-82.0,-54.0,-44.0,-70.0,2842
"(16, 122)",-67.0,-62.0,,,-70.0,-72.0,,,-66.0,2842
"(16, 122)",,,-43.0,,,,-63.0,-47.0,-66.0,2842
"(16, 122)",-69.0,,-45.0,-58.0,-75.0,-80.0,-51.0,-42.0,-64.0,2842
"(16, 122)",-71.0,,,-70.0,,,,-51.0,,2842
"(16, 122)",-66.0,-58.0,-52.0,,-67.0,,,,-61.0,2842
"(16, 122)",,,-56.0,-73.0,-79.0,,-47.0,-40.0,-66.0,2842
"(16, 122)",-83.0,-68.0,-55.0,-54.0,-84.0,-85.0,-61.0,-49.0,-53.0,2842
"(16, 122)",-73.0,-75.0,-66.0,-58.0,,-76.0,-63.0,,-59.0,2842
"(16, 122)",-74.0,,-51.0,-66.0,-71.0,-75.0,-51.0,-48.0,-70.0,2842
"(16, 122)",,-62.0,-46.0,,,-66.0,-59.0,-44.0,-68.0,2842
"(16, 122)",-72.0,-61.0,,-70.0,-75.0,,,-41.0,,2842
"(16, 122)",,-50.0,-49.0,,-72.0,,-53.0,-46.0,-70.0,2842
"(16, 122)",,-73.0,-55.0,-54.0,,,-64.0,-50.0,-55.0,2842
"(16, 122)",-87.0,-69.0,-48.0,-57.0,-84.0,,,-48.0,-56.0,2842
"(16, 122)",-79.0,,-56.0,,-84.0,-83.0,,-54.0,-58.0,2842
"(16, 122)",-77.0,-70.0,-61.0,-72.0,-83.0,-77.0,-60.0,,-63.0,2842
"(16, 122)",,,-49.0,-67.0,,,-60.0,-61.0,-54.0,2842
"(16, 122)",-76.0,-70.0,,-70.0,-80.0,-79.0,-57.0,-58.0,-69.0,2842
"(16, 122)",,-65.0,,-69.0,-87.0,-80.0,-65.0,-45.0,-61.0,2842
"(16, 122)",-69.0,-64.0,-51.0,-68.0,,,,-38.0,-65.0,2842
"(16, 122)",-77.0,-73.0,-45.0,-60.0,,,-64.0,-46.0,-57.0,2842
"(16, 122)",,-59.0,-47.0,-66.0,,-67.0,-53.0,-71.0,-70.0,2842
"(16, 122)",,-66.0,-47.0,-72.0,-75.0,,-48.0,-39.0,-66.0,2842
"(16, 122)",-73.0,-66.0,,,-80.0,-72.0,-54.0,-45.0,-63.0,2842
"(16, 122)",,,,-70.0,,,,,-69.0,2842
"(16, 122)",,-61.0,,-62.0,-80.0,,-61.0,-48.0,,2842
"(16, 122)",,,-47.0,-71.0,-72.0,-72.0,-54.0,-39.0,-61.0,2842
"(16, 122)",-67.0,,,,-76.0,-77.0,,-46.0,-66.0,2842
"(16, 122)",,-54.0,-47.0,,-84.0,-80.0,-54.0,-40.0,-59.0,2842
"(16, 122)",,-70.0,-47.0,-73.0,,,-46.0,-47.0,-64.0,2842
"(16, 122)",-71.0,-64.0,-49.0,-68.0,-72.0,-73.0,-50.0,-49.0,-63.0,2842
"(16, 122)",-67.0,-64.0,-47.0,-66.0,-74.0,-74.0,-56.0,-49.0,-59.0,2842
"(16, 122)",-76.0,-72.0,-54.0,-52.0,-87.0,,-62.0,-54.0,-64.0,2842
"(16, 122)",-73.0,,-44.0,,-76.0,-78.0,-50.0,,-62.0,2842
"(16, 122)",-75.0,-69.0,-44.0,-58.0,-84.0,-80.0,-58.0,-63.0,-63.0,2842
"(16, 122)",-79.0,-70.0,-45.0,-52.0,-84.0,-79.0,-67.0,-53.0,-57.0,2842
"(16, 122)",-81.0,-70.0,,-74.0,-82.0,-80.0,-58.0,-52.0,-69.0,2842
"(16, 122)",-72.0,-67.0,-54.0,-54.0,,,-64.0,,-55.0,2842
"(16, 122)",,-77.0,-56.0,-53.0,,-80.0,-58.0,-50.0,-61.0,2842
"(16, 122)",-77.0,-61.0,-45.0,-70.0,-74.0,-71.0,,-48.0,-64.0,2842
"(16, 122)",-70.0,-63.0,-62.0,-70.0,-79.0,-70.0,-48.0,-39.0,-65.0,2842
"(16, 122)",,-68.0,-51.0,-49.0,,,-61.0,-53.0,-63.0,2842
"(16, 122)",,-54.0,-50.0,-70.0,-79.0,-75.0,-54.0,-41.0,-68.0,2842
"(16, 122)",-68.0,-56.0,-45.0,,-73.0,-74.0,-50.0,-46.0,-63.0,2842
"(16, 122)",-81.0,-70.0,-52.0,-57.0,-81.0,,-68.0,-53.0,-56.0,2842
"(16, 122)",,-64.0,-45.0,-73.0,-75.0,-73.0,-51.0,,-60.0,2842
"(16, 122)",-67.0,-61.0,-53.0,-68.0,-79.0,-72.0,-45.0,-39.0,-59.0,2842
"(16, 122)",,,-46.0,,,-79.0,-51.0,,-66.0,2842
"(16, 122)",-75.0,-65.0,-49.0,,,,-67.0,-50.0,-63.0,2842
"(16, 122)",-67.0,-54.0,,,-73.0,,-52.0,-39.0,-60.0,2842
"(16, 122)",,,-53.0,-51.0,-82.0,,-61.0,-49.0,-53.0,2842
"(16, 122)",-76.0,-68.0,-53.0,-60.0,-88.0,-75.0,-60.0,-61.0,-57.0,2842
"(16, 122)",,-70.0,-54.0,-49.0,,,-64.0,-52.0,-58.0,2842
"(16, 122)",-73.0,-72.0,-53.0,,-84.0,,-65.0,-51.0,-50.0,2842
"(16, 122)",,,-46.0,,,,-52.0,,-63.0,2842
"(16, 122)",-64.0,,-48.0,-69.0,-72.0,-68.0,-47.0,,,2842
"(16, 122)",,-72.0,-47.0,-57.0,-84.0,,-65.0,-53.0,-55.0,2842
"(16, 122)",-75.0,-64.0,-52.0,,,,-60.0,,-54.0,2842
"(16, 122)",,,-49.0,-76.0,,-75.0,-52.0,-59.0,-59.0,2842
"(16, 122)",-75.0,-70.0,-49.0,-51.0,-82.0,,-58.0,-55.0,,2842
"(16, 122)",,-80.0,,-64.0,,,-62.0,-60.0,-58.0,2842
"(16, 122)",-73.0,,-54.0,-52.0,-88.0,-81.0,,-52.0,-51.0,2842
"(16, 122)",,,-53.0,-59.0,,,-73.0,-52.0,-54.0,2842
"(16, 122)",-74.0,-53.0,-44.0,-68.0,-71.0,,,-42.0,-64.0,2842
"(16, 122)",,,-44.0,,,,-53.0,,-61.0,2842
"(16, 122)",-77.0,-70.0,-47.0,-61.0,,,-65.0,-57.0,-57.0,2842
"(16, 122)",-70.0,-67.0,,-70.0,-75.0,-68.0,-46.0,-40.0,-66.0,2842
"(16, 122)",,-58.0,-51.0,-68.0,-70.0,-70.0,-48.0,-40.0,-62.0,2842
"(16, 122)",-71.0,-66.0,-52.0,-70.0,-79.0,-79.0,-59.0,-51.0,-58.0,2842
"(16, 122)",,-71.0,-46.0,-66.0,-83.0,,-54.0,-48.0,-57.0,2842
"(16, 122)",-68.0,,-46.0,-68.0,-77.0,-75.0,-54.0,-39.0,-66.0,2842
"(16, 122)",-75.0,-75.0,-54.0,-56.0,-80.0,-76.0,-63.0,,-66.0,2842
"(16, 122)",-75.0,,,,,,,-54.0,,2842
"(16, 122)",,,-44.0,-70.0,-73.0,-74.0,-50.0,,-57.0,2842
"(16, 122)",-76.0,-70.0,,,-83.0,,-60.0,-57.0,,2842
"(16, 122)",-73.0,-61.0,-45.0,-72.0,,-79.0,-64.0,-54.0,-64.0,2842
"(16, 122)",,-71.0,-48.0,-59.0,-76.0,-72.0,-57.0,-55.0,-62.0,2842
"(16, 122)",,-78.0,-45.0,,-83.0,-80.0,-56.0,-48.0,-65.0,2842
"(16, 122)",-72.0,-72.0,-46.0,-52.0,-76.0,-75.0,-59.0,,-60.0,2842
"(16, 122)",-81.0,,-49.0,-59.0,-87.0,-75.0,,-55.0,-57.0,2842
"(16, 122)",-64.0,-54.0,-50.0,-67.0,-74.0,,-49.0,-49.0,-65.0,2842
"(16, 122)",-83.0,-76.0,-55.0,-55.0,-86.0,-84.0,-60.0,-52.0,-60.0,2842
"(16, 122)",,,,,,-78.0,,,,2842
"(16, 122)",-74.0,-74.0,,-55.0,-79.0,,-62.0,-52.0,-66.0,2842
"(16, 122)",-69.0,-59.0,-50.0,-69.0,-74.0,,-54.0,-39.0,-62.0,2842
"(16, 122)",-66.0,,-48.0,,,,-53.0,,-61.0,2842
"(16, 122)",-79.0,-71.0,,-58.0,-79.0,-81.0,-56.0,-49.0,-53.0,2842
"(16, 122)",,,-51.0,,-81.0,,-72.0,-48.0,-63.0,2842
"(16, 122)",,-58.0,-53.0,-70.0,-74.0,-74.0,-54.0,-41.0,-64.0,2842
"(16, 122)",,-68.0,-46.0,-58.0,,,-59.0,-56.0,-68.0,2842
"(16, 122)",-67.0,-61.0,-41.0,-67.0,,,-56.0,-47.0,-61.0,2842
"(16, 122)",,-69.0,-50.0,-51.0,,,-60.0,-51.0,-55.0,2842
"(16, 122)",-80.0,,-54.0,,,,-60.0,,-54.0,2842
"(16, 122)",,-71.0,-63.0,-61.0,,,-60.0,-60.0,-64.0,2842
"(16, 122)",-78.0,-68.0,-59.0,-54.0,,,,-50.0,-64.0,2842
"(16, 122)",-66.0,-56.0,-46.0,-76.0,-81.0,-83.0,-52.0,-42.0,-62.0,2842
"(16, 122)",-81.0,-70.0,-45.0,-71.0,-77.0,-82.0,-59.0,-45.0,-60.0,2842
"(16, 122)",-76.0,,,-53.0,,,-60.0,-49.0,,2842
"(16, 122)",,-78.0,,-51.0,,-78.0,-59.0,,-58.0,2842
"(16, 122)",-75.0,-68.0,-54.0,-68.0,-82.0,-80.0,-63.0,-50.0,-60.0,2842
"(16, 122)",-70.0,-56.0,-47.0,-70.0,-79.0,-71.0,-53.0,-40.0,,2842
"(16, 122)",-73.0,-52.0,-46.0,,-72.0,-69.0,-56.0,-42.0,-61.0,2842
"(16, 122)",-85.0,-72.0,,-52.0,-87.0,-80.0,-64.0,-59.0,-61.0,2842
"(16, 122)",-73.0,-65.0,-55.0,-72.0,-78.0,,-63.0,-60.0,-56.0,2842
"(16, 122)",,-72.0,-52.0,-58.0,,,-59.0,-55.0,-50.0,2842
"(16, 122)",,,,-57.0,-86.0,,,,-61.0,2842
"(16, 122)",,-73.0,,-51.0,,-82.0,-68.0,-62.0,,2842
"(16, 122)",,-66.0,-50.0,,,,-54.0,-53.0,-54.0,2842
"(16, 122)",,-65.0,-46.0,-69.0,,,-58.0,-48.0,-62.0,2842
"(16, 122)",-66.0,-58.0,-48.0,-74.0,-82.0,,-55.0,-44.0,-62.0,2842
"(16, 122)",,-74.0,,-56.0,-80.0,,,-54.0,-59.0,2842
"(16, 122)",,-71.0,-54.0,-51.0,,,,-47.0,,2842
"(16, 122)",,,-47.0,-57.0,-79.0,,-56.0,-56.0,,2842
"(16, 122)",-63.0,-59.0,-50.0,-72.0,-71.0,,-60.0,-69.0,-58.0,2842
"(16, 122)",,-64.0,-55.0,-70.0,-77.0,-73.0,-45.0,-40.0,-63.0,2842
"(16, 122)",-78.0,-65.0,-48.0,-69.0,,,-59.0,-59.0,,2842
"(16, 122)",-80.0,-85.0,-59.0,,,,-63.0,-63.0,-66.0,2842
"(16, 122)",-75.0,-68.0,-64.0,-50.0,,-78.0,-62.0,-51.0,-58.0,2842
"(16, 122)",,-58.0,-44.0,-68.0,-72.0,,-55.0,,,2842
"(16, 122)",-75.0,-71.0,-61.0,-55.0,-83.0,-77.0,-60.0,-58.0,-64.0,2842
"(16, 122)",-78.0,-71.0,-59.0,,-81.0,,-62.0,-52.0,-55.0,2842
"(16, 122)",-73.0,-65.0,,-52.0,-78.0,-77.0,-60.0,-50.0,,2842
"(16, 122)",-70.0,-58.0,-48.0,-62.0,,-71.0,-61.0,-42.0,-57.0,2842
"(16, 122)",-75.0,-75.0,-49.0,-55.0,-85.0,-75.0,-59.0,-51.0,-54.0,2842
"(16, 122)",,,-58.0,-51.0,,,-65.0,,-56.0,2842
"(16, 122)",-74.0,-64.0,-40.0,-69.0,-78.0,-80.0,-57.0,-53.0,-66.0,2842
"(16, 122)",,-67.0,,,-83.0,-75.0,,-52.0,-53.0,2842
"(16, 122)",-70.0,-57.0,-43.0,-73.0,-73.0,-76.0,-50.0,-53.0,-58.0,2842
"(16, 122)",,,-49.0,-67.0,,,-59.0,-40.0,-61.0,2842
"(16, 122)",,,-53.0,-62.0,,,-58.0,-41.0,,2842
"(16, 122)",-75.0,-70.0,-55.0,-63.0,-87.0,-80.0,-64.0,-59.0,-54.0,2842
"(16, 122)",,,-49.0,-53.0,-78.0,-76.0,-55.0,-52.0,,2842
"(16, 122)",,-75.0,-57.0,-53.0,,,,-57.0,-55.0,2842
"(16, 122)",-77.0,-73.0,-52.0,-53.0,-73.0,-80.0,-58.0,-50.0,-63.0,2842
"(16, 122)",,-59.0,-45.0,-61.0,-69.0,-77.0,-57.0,-49.0,,2842
"(16, 122)",,-65.0,-46.0,,,,-55.0,-48.0,-69.0,2842
"(16, 122)",-77.0,-72.0,-55.0,-57.0,-80.0,-75.0,-65.0,-56.0,-65.0,2842
"(16, 122)",-75.0,-68.0,-52.0,-52.0,,-82.0,-66.0,-60.0,-54.0,2842
"(16, 122)",,-62.0,-52.0,,,,,-49.0,,2842
"(16, 122)",-65.0,,-41.0,,-78.0,,-50.0,-42.0,-63.0,2842
"(16, 122)",-80.0,,,-62.0,-82.0,,-57.0,-61.0,,2842
"(16, 122)",-74.0,-67.0,-47.0,-54.0,-81.0,,,-47.0,-64.0,2842
"(16, 122)",-70.0,-63.0,,,-74.0,-69.0,-51.0,-35.0,,2842
"(16, 122)",-68.0,,-44.0,-68.0,-74.0,-76.0,-59.0,-52.0,-68.0,2842
"(16, 122)",,-76.0,-47.0,-59.0,-83.0,-81.0,-70.0,,-61.0,2842
"(16, 122)",-71.0,-54.0,-46.0,-69.0,,-71.0,-57.0,-40.0,,2842
"(16, 122)",-78.0,-77.0,-56.0,,,,-64.0,-63.0,-58.0,2842
"(16, 122)",,-72.0,-53.0,-51.0,,,-60.0,,-63.0,2842
"(16, 122)",-80.0,-65.0,-49.0,-69.0,-81.0,-72.0,-47.0,-38.0,-58.0,2842
"(16, 122)",,,-54.0,-56.0,,-80.0,-65.0,-49.0,-64.0,2842
"(16, 122)",-82.0,,,-60.0,-83.0,-85.0,-54.0,-52.0,-63.0,2842
"(16, 122)",,-72.0,-47.0,-50.0,,,-56.0,-52.0,-70.0,2842
"(16, 122)",,-72.0,,-52.0,,,-63.0,-51.0,,2842
"(16, 122)",-74.0,-66.0,-52.0,-48.0,-80.0,-79.0,-64.0,-62.0,,2842
"(16, 122)",,-64.0,-46.0,-70.0,,,-55.0,-48.0,-64.0,2842
"(16, 122)",-75.0,,-54.0,-49.0,-83.0,,-67.0,,-56.0,2842
"(16, 122)",,-77.0,-47.0,-57.0,-83.0,,-58.0,-56.0,-57.0,2842
"(16, 122)",-74.0,-75.0,-55.0,-51.0,,-78.0,-56.0,-49.0,-53.0,2842
"(16, 122)",,-56.0,-52.0,-67.0,-76.0,-74.0,-53.0,-39.0,-62.0,2842
"(16, 122)",,-66.0,-52.0,,,,-68.0,-46.0,,2842
"(16, 122)",,-63.0,-47.0,-68.0,-73.0,,-50.0,-40.0,-60.0,2842
"(16, 122)",,,-46.0,-71.0,-81.0,,,-46.0,-65.0,2842
"(16, 122)",-73.0,-73.0,-55.0,-51.0,-82.0,,-61.0,-51.0,-64.0,2842
"(16, 122)",-71.0,,-56.0,-52.0,,,-67.0,-62.0,-61.0,2842
"(16, 122)",,,-44.0,,,-79.0,-59.0,-50.0,-52.0,2842
"(16, 122)",-65.0,-60.0,,-66.0,-66.0,,,-46.0,,2842
"(16, 122)",,,-50.0,,,,,-57.0,-59.0,2842
"(16, 122)",-71.0,-59.0,-47.0,-69.0,-74.0,,-53.0,,-59.0,2842
"(16, 122)",,,,,,,,,,2842
"(16, 122)",,-55.0,-42.0,-73.0,,-79.0,-52.0,,-61.0,2842
"(16, 122)",,,-48.0,-68.0,,,-73.0,-51.0,-57.0,2842
"(16, 122)",-84.0,-72.0,-52.0,-49.0,-84.0,-78.0,-56.0,-48.0,-64.0,2842
"(16, 122)",,-65.0,-43.0,-69.0,-81.0,-80.0,-60.0,,-62.0,2842
"(16, 122)",,-71.0,-46.0,-61.0,,,-57.0,-59.0,-60.0,2842
"(16, 122)",,-69.0,,,,,-55.0,,-53.0,2842
"(16, 122)",-77.0,,,-62.0,,-83.0,-65.0,-45.0,-63.0,2842
"(16, 122)",,-72.0,-54.0,-57.0,,,-59.0,,-60.0,2842
"(16, 122)",-76.0,-72.0,-47.0,,-77.0,-80.0,-56.0,-46.0,-64.0,2842
"(16, 122)",-73.0,,-49.0,-60.0,-82.0,,-61.0,-55.0,,2842
"(16, 122)",,-68.0,,-52.0,,,,-58.0,,2842
"(16, 122)",-80.0,-73.0,-65.0,-57.0,-85.0,-82.0,-62.0,-60.0,-64.0,2842
"(16, 122)",-73.0,,-42.0,,-75.0,-71.0,-55.0,-52.0,-61.0,2842
"(16, 122)",-73.0,-63.0,-46.0,-73.0,-81.0,,-46.0,-39.0,-59.0,2842
"(16, 122)",-70.0,-72.0,-47.0,-68.0,,-71.0,-50.0,,-65.0,2842
"(16, 122)",,-70.0,-49.0,-69.0,-72.0,,-57.0,,-65.0,2842
"(16, 122)",-74.0,,,-56.0,-82.0,,-60.0,,,2842
"(16, 122)",,-56.0,-45.0,-66.0,-75.0,,,-43.0,-61.0,2842
"(16, 122)",-82.0,-75.0,-45.0,-76.0,-80.0,,-57.0,-49.0,-64.0,2842
"(16, 122)",,,-49.0,,-81.0,,-61.0,-41.0,,2842
"(16, 122)",,,,-69.0,,,,,-64.0,2842
"(16, 122)",,,-50.0,-60.0,,,-54.0,-54.0,,2842
"(16, 122)",-78.0,-71.0,-58.0,-50.0,-80.0,-76.0,-66.0,-54.0,-66.0,2842
"(16, 122)",-74.0,,-58.0,,,,-64.0,,-57.0,2842
"(16, 122)",,-73.0,,,,,-62.0,-49.0,-62.0,2842
"(16, 122)",,-71.0,-54.0,-58.0,,,-64.0,-62.0,-57.0,2842
"(16, 122)",,-71.0,-56.0,-50.0,-85.0,-82.0,,,-56.0,2842
"(16, 122)",-78.0,-68.0,-46.0,,-73.0,-72.0,-53.0,-51.0,-57.0,2842
"(16, 122)",-71.0,-60.0,-49.0,-72.0,-79.0,-71.0,-54.0,-45.0,,2842
"(16, 122)",,-70.0,-57.0,-54.0,,,-68.0,-65.0,-62.0,2842
"(16, 122)",,-65.0,-53.0,-72.0,-81.0,-73.0,-60.0,-42.0,-67.0,2842
"(16, 122)",-69.0,-63.0,-46.0,-68.0,-81.0,-75.0,-58.0,-44.0,-58.0,2842
"(16, 122)",-71.0,,-42.0,-60.0,-72.0,-80.0,-53.0,-49.0,,2842
"(16, 122)",-74.0,-70.0,-59.0,-64.0,-87.0,-81.0,-59.0,-53.0,-51.0,2842
"(16, 122)",,-59.0,-51.0,-71.0,,,-49.0,-39.0,-61.0,2842
"(16, 122)",-79.0,,-62.0,-50.0,-82.0,,-57.0,-51.0,-58.0,2842
"(16, 122)",,-67.0,-50.0,,-79.0,,-58.0,-47.0,-63.0,2842
"(16, 122)",,-70.0,-53.0,-60.0,,-81.0,-67.0,-56.0,-59.0,2842
"(16, 122)",-65.0,,,-64.0,-67.0,-67.0,-53.0,,,2842
"(16, 122)",-76.0,-68.0,,-58.0,-82.0,,,,,2842
"(16, 122)",,-74.0,,-57.0,,-81.0,-58.0,-47.0,-60.0,2842
"(16, 122)",-76.0,-72.0,,-49.0,-83.0,-77.0,,,-56.0,2842
"(16, 122)",-78.0,-77.0,-53.0,-52.0,-86.0,-82.0,-59.0,-51.0,-55.0,2842
