,x,ref_sensor,s57,s20,s54,s05,s34,s22,s06,s31,s36,s35
13495,4.0,20,,-31.0,-62.0,-77.0,-79.0,-60.0,,-73.0,-74.0,
13496,4.0,20,-55.0,-34.0,-56.0,-66.0,,-55.0,-50.0,-60.0,-76.0,-74.0
13497,4.0,20,-57.0,-37.0,-48.0,-61.0,-76.0,-66.0,-50.0,-61.0,,-76.0
13498,4.0,20,-52.0,-34.0,,-65.0,-70.0,-51.0,-52.0,-55.0,-69.0,-73.0
13499,4.0,20,-54.0,-39.0,-51.0,-67.0,,-68.0,-61.0,,,-72.0
13500,4.0,20,,,,-66.0,-70.0,,,,,-74.0
13501,4.0,20,-53.0,-40.0,-50.0,-75.0,,-65.0,-55.0,-70.0,-63.0,-85.0
13502,4.0,20,-56.0,-35.0,-57.0,-63.0,-73.0,-52.0,-63.0,-52.0,-71.0,-69.0
13503,4.0,20,-62.0,-35.0,-66.0,-74.0,,-59.0,-48.0,-71.0,-77.0,-84.0
13504,4.0,20,,,-46.0,-67.0,-76.0,-71.0,-46.0,-68.0,-72.0,-69.0
13505,4.0,20,-66.0,-42.0,,,-71.0,-72.0,-50.0,,,-71.0
13506,4.0,20,-59.0,-32.0,-60.0,-75.0,-80.0,-61.0,-55.0,-70.0,,
13507,4.0,20,-56.0,-46.0,,-67.0,-76.0,-69.0,-48.0,,-69.0,-70.0
13508,4.0,20,-52.0,-44.0,-58.0,-68.0,,-62.0,-55.0,-71.0,-70.0,-74.0
13509,4.0,20,-60.0,,,-66.0,-77.0,-56.0,,-61.0,-69.0,-74.0
13510,4.0,20,-61.0,-35.0,-52.0,,-76.0,-51.0,,-60.0,,-70.0
13511,4.0,20,-67.0,-35.0,-59.0,-68.0,,-60.0,-50.0,-79.0,-78.0,-79.0
13512,4.0,20,-48.0,-45.0,-54.0,-69.0,-81.0,-59.0,-64.0,-66.0,-70.0,-77.0
13513,4.0,20,,-29.0,,-63.0,-77.0,,,-67.0,-78.0,-71.0
13514,4.0,20,,-35.0,-47.0,-68.0,,-68.0,-55.0,-63.0,-71.0,-68.0
13515,4.0,20,-59.0,-32.0,,-67.0,-72.0,-63.0,,-57.0,-69.0,-74.0
13516,4.0,20,-67.0,-35.0,-60.0,,,-71.0,-53.0,-66.0,-75.0,-74.0
13517,4.0,20,-55.0,-29.0,,,,-69.0,-48.0,-71.0,,
13518,4.0,20,-62.0,-36.0,-50.0,,,,-52.0,-64.0,-71.0,-67.0
13519,4.0,20,-57.0,-29.0,-63.0,,,-60.0,-52.0,-75.0,-77.0,
13520,4.0,20,,-30.0,-61.0,-72.0,,-65.0,-46.0,-79.0,-80.0,
13521,4.0,20,-52.0,-42.0,-55.0,-68.0,-69.0,-67.0,-65.0,-63.0,,
13522,4.0,20,,-36.0,-62.0,-62.0,,,,-58.0,,-73.0
13523,4.0,20,-52.0,-25.0,,,-77.0,,,,,
13524,4.0,20,,-38.0,-50.0,-65.0,-72.0,,-55.0,-54.0,-71.0,-77.0
13525,4.0,20,-53.0,-32.0,-48.0,-68.0,,-51.0,-63.0,-61.0,-71.0,-77.0
13526,4.0,20,-60.0,-32.0,,-75.0,,-57.0,-48.0,-71.0,-79.0,-83.0
13527,4.0,20,-54.0,-44.0,-48.0,-68.0,-75.0,-66.0,-47.0,-61.0,-71.0,-70.0
13528,4.0,20,-58.0,-33.0,-50.0,-67.0,,-53.0,-62.0,-63.0,-69.0,-73.0
13529,4.0,20,-55.0,-37.0,-53.0,-69.0,,,,-72.0,-65.0,-74.0
13530,4.0,20,-58.0,,-56.0,-65.0,,,,,-73.0,-70.0
13531,4.0,20,-58.0,-41.0,-49.0,-68.0,-78.0,-61.0,-64.0,-65.0,-69.0,-76.0
13532,4.0,20,-55.0,-40.0,-49.0,,-73.0,,,-66.0,,
13533,4.0,20,-56.0,-33.0,,-68.0,,-53.0,,-63.0,-69.0,-78.0
13534,4.0,20,,,,,,,,,-77.0,
13535,4.0,20,-60.0,-33.0,-47.0,-63.0,-83.0,-81.0,-50.0,-69.0,-71.0,
13536,4.0,20,-48.0,-31.0,-48.0,-68.0,-76.0,-53.0,-56.0,-60.0,-76.0,-73.0
13537,4.0,20,,-30.0,-46.0,,,-67.0,-50.0,-68.0,,
13538,4.0,20,,-31.0,-49.0,-66.0,,-63.0,-52.0,-66.0,-75.0,-71.0
13539,4.0,20,,-28.0,,,,-61.0,,-66.0,-75.0,
13540,4.0,20,,-29.0,-53.0,-68.0,-75.0,-68.0,,-61.0,-71.0,-81.0
13541,4.0,20,-59.0,-31.0,-54.0,-71.0,,-55.0,-47.0,-67.0,,-71.0
13542,4.0,20,-54.0,-35.0,,-63.0,-76.0,-53.0,,-55.0,-74.0,-83.0
13543,4.0,20,-54.0,-44.0,,,,,-57.0,-67.0,-74.0,-77.0
13544,4.0,20,-59.0,-33.0,,-70.0,,-54.0,-48.0,-68.0,-74.0,-78.0
13545,4.0,20,-72.0,-28.0,-51.0,-61.0,-75.0,-66.0,-46.0,-67.0,,-70.0
13546,4.0,20,-50.0,,-55.0,-69.0,,-54.0,,-64.0,-73.0,
13547,4.0,20,,-38.0,-57.0,,-75.0,-53.0,-55.0,-59.0,-75.0,-77.0
13548,4.0,20,-52.0,-25.0,-47.0,-79.0,,-63.0,-58.0,-69.0,-79.0,-74.0
13549,4.0,20,,-26.0,-51.0,-63.0,-74.0,-65.0,-50.0,-63.0,-72.0,-72.0
13550,4.0,20,-52.0,-33.0,,-63.0,,-55.0,-55.0,-61.0,-59.0,-76.0
13551,4.0,20,-59.0,-28.0,-49.0,-62.0,,-56.0,-52.0,-67.0,-73.0,-69.0
13552,4.0,20,,-31.0,,,,-59.0,-50.0,,,-82.0
13553,4.0,20,-54.0,-34.0,-62.0,-74.0,,-56.0,-46.0,-73.0,-81.0,-83.0
13554,4.0,20,-52.0,-34.0,-52.0,,-84.0,-53.0,,-65.0,-60.0,-76.0
13555,4.0,20,,-42.0,,,-69.0,,,-63.0,-71.0,
13556,4.0,20,-58.0,,-47.0,,-75.0,-54.0,-62.0,-63.0,-66.0,-77.0
13557,4.0,20,-53.0,-34.0,-57.0,,,-54.0,-57.0,-57.0,-61.0,-71.0
13558,4.0,20,-62.0,-29.0,-54.0,,,-67.0,-53.0,-66.0,-75.0,-82.0
13559,4.0,20,-55.0,-41.0,,-69.0,,,,-75.0,-73.0,-74.0
13560,4.0,20,-58.0,-33.0,-45.0,-59.0,-67.0,-66.0,,-60.0,-70.0,-70.0
13561,4.0,20,-57.0,-34.0,-51.0,-70.0,-77.0,-61.0,-56.0,-63.0,-73.0,-74.0
13562,4.0,20,-55.0,-39.0,,-68.0,-74.0,-71.0,,,-72.0,-72.0
13563,4.0,20,-59.0,,-66.0,-78.0,,,,-74.0,-80.0,-76.0
13564,4.0,40,,-55.0,,,,,-68.0,,,-78.0
13565,4.0,40,-71.0,-45.0,,,,-65.0,-74.0,-73.0,-68.0,-66.0
13566,4.0,40,-67.0,-51.0,,-54.0,-64.0,-70.0,-71.0,-66.0,,
13567,4.0,40,-66.0,,-47.0,-64.0,,,-67.0,-67.0,,-65.0
13568,4.0,40,-69.0,-51.0,,,,-69.0,-70.0,,,
13569,4.0,40,-74.0,,,-55.0,-68.0,,-67.0,-57.0,-72.0,-69.0
13570,4.0,40,-67.0,-49.0,-55.0,-67.0,-74.0,-66.0,-64.0,-67.0,-77.0,-78.0
13571,4.0,40,-72.0,,-41.0,-53.0,,-72.0,-66.0,-61.0,-68.0,-71.0
13572,4.0,40,-65.0,-45.0,-55.0,-64.0,,-72.0,-69.0,-63.0,-79.0,-82.0
13573,4.0,40,,-44.0,-54.0,,,-71.0,-67.0,,,
13574,4.0,40,-60.0,-43.0,-47.0,-61.0,-77.0,-69.0,-64.0,-58.0,-69.0,-76.0
13575,4.0,40,-59.0,-46.0,-50.0,-67.0,-78.0,-74.0,,-51.0,-61.0,-76.0
13576,4.0,40,-69.0,-44.0,,,,-80.0,-63.0,,,-68.0
13577,4.0,40,-67.0,,-41.0,-58.0,-66.0,-77.0,-76.0,-67.0,-63.0,-75.0
13578,4.0,40,,,-57.0,-71.0,,,,-68.0,-77.0,-81.0
13579,4.0,40,,,,-61.0,,-67.0,-72.0,-63.0,-69.0,-74.0
13580,4.0,40,,-40.0,,,-70.0,,-64.0,,,
13581,4.0,40,-67.0,-64.0,,-55.0,-68.0,,,-65.0,-63.0,-69.0
13582,4.0,40,,,,,-69.0,,,,-60.0,
13583,4.0,40,-59.0,-46.0,-47.0,-62.0,,-66.0,,-61.0,-65.0,-80.0
13584,4.0,40,-71.0,-52.0,-42.0,-54.0,-66.0,-76.0,-66.0,-64.0,-62.0,-72.0
13585,4.0,40,-73.0,,-49.0,,,-72.0,,-65.0,-69.0,-76.0
13586,4.0,40,-71.0,-61.0,-41.0,-66.0,-69.0,-72.0,,-63.0,-62.0,-67.0
13587,4.0,40,-66.0,-60.0,,-67.0,-76.0,-73.0,-61.0,-73.0,-73.0,-81.0
13588,4.0,40,-67.0,-45.0,-51.0,-66.0,,-70.0,-65.0,-66.0,-65.0,
13589,4.0,40,-73.0,-61.0,-43.0,-60.0,-73.0,-73.0,-76.0,-66.0,-63.0,-64.0
13590,4.0,40,-62.0,-53.0,-53.0,-65.0,,-74.0,-63.0,-75.0,-74.0,-89.0
13591,4.0,40,-74.0,-57.0,-43.0,-59.0,,-79.0,,-63.0,-62.0,-67.0
13592,4.0,40,-63.0,-52.0,-40.0,-56.0,-72.0,,,-67.0,-70.0,-66.0
13593,4.0,40,,,-46.0,-64.0,-72.0,-63.0,-66.0,-53.0,-72.0,
13594,4.0,40,-70.0,-50.0,-47.0,-58.0,-71.0,-70.0,-68.0,,,-75.0
13595,4.0,40,-63.0,,-58.0,,,-70.0,-64.0,-70.0,,
13596,4.0,40,-58.0,-46.0,-50.0,,-72.0,-67.0,-74.0,-59.0,-73.0,
13597,4.0,40,,-50.0,-39.0,,,,-77.0,-66.0,-62.0,-74.0
13598,4.0,40,,-48.0,-48.0,-62.0,-78.0,-70.0,,-64.0,,-75.0
13599,4.0,40,-68.0,-50.0,-42.0,-51.0,-68.0,-72.0,,-65.0,-63.0,-73.0
13600,4.0,40,-58.0,,-54.0,,,-71.0,-65.0,-74.0,,
13601,4.0,40,-66.0,,-39.0,-54.0,,-71.0,-68.0,-66.0,-60.0,-75.0
13602,4.0,40,-58.0,-46.0,,-56.0,-63.0,-75.0,-70.0,-65.0,-64.0,-64.0
13603,4.0,40,-55.0,-50.0,-54.0,-66.0,,-66.0,-63.0,-76.0,,-75.0
13604,4.0,40,-71.0,-65.0,,,,-71.0,,-65.0,-67.0,
13605,4.0,40,-72.0,,-52.0,,-74.0,-65.0,-60.0,-70.0,,
13606,4.0,40,-61.0,-42.0,-42.0,-62.0,-70.0,-69.0,-61.0,-51.0,-66.0,-75.0
13607,4.0,40,-60.0,-50.0,-45.0,-66.0,-77.0,-71.0,-69.0,-66.0,-63.0,-66.0
13608,4.0,40,-59.0,-48.0,-47.0,-61.0,,-70.0,-71.0,-65.0,,-61.0
13609,4.0,40,-64.0,-56.0,-43.0,-57.0,,-73.0,-67.0,-61.0,-59.0,-73.0
13610,4.0,40,-63.0,-49.0,-44.0,,-69.0,-79.0,,-62.0,-65.0,-68.0
13611,4.0,40,-68.0,-49.0,-46.0,,-78.0,-70.0,-61.0,-61.0,-64.0,-80.0
13612,4.0,40,-58.0,,-60.0,,-81.0,,-58.0,-67.0,-70.0,-73.0
13613,4.0,40,-70.0,-46.0,-45.0,-58.0,,-65.0,-69.0,-58.0,-74.0,-70.0
13614,4.0,40,-60.0,-53.0,-40.0,-53.0,-66.0,-76.0,-76.0,-57.0,-63.0,-75.0
13615,4.0,40,-65.0,-48.0,-43.0,-56.0,-67.0,-72.0,,-62.0,,-75.0
13616,4.0,40,-77.0,-46.0,-48.0,-67.0,-80.0,-73.0,,-73.0,-68.0,-76.0
13617,4.0,40,-71.0,-43.0,-48.0,-66.0,-75.0,-73.0,-59.0,-71.0,-66.0,
13618,4.0,40,,-47.0,,-61.0,-75.0,-66.0,,,-60.0,-76.0
13619,4.0,40,,,-41.0,-54.0,-67.0,-72.0,,-62.0,,-76.0
13620,4.0,40,,-58.0,,-56.0,-64.0,,,-66.0,-71.0,-68.0
13621,4.0,40,,-52.0,-47.0,-63.0,,-73.0,,-63.0,-61.0,-65.0
13622,4.0,40,-63.0,-45.0,-47.0,-61.0,,-64.0,-69.0,-55.0,-66.0,-75.0
13623,4.0,40,-56.0,-49.0,,-68.0,,-69.0,-57.0,-65.0,-70.0,-79.0
13624,4.0,40,-68.0,,-40.0,-63.0,,-76.0,-75.0,-58.0,-66.0,-72.0
13625,4.0,40,-65.0,-47.0,,-56.0,,,-64.0,-59.0,-72.0,-76.0
13626,4.0,40,-61.0,-45.0,-52.0,-64.0,,-67.0,-65.0,-57.0,-70.0,-75.0
13627,4.0,40,-60.0,,,,,-72.0,-67.0,,,-70.0
13628,4.0,40,-75.0,-51.0,-44.0,-57.0,-77.0,-78.0,-78.0,-65.0,-63.0,-75.0
13629,4.0,40,-79.0,-51.0,-45.0,-51.0,-71.0,-73.0,-72.0,-70.0,-58.0,-69.0
13630,4.0,40,-70.0,-47.0,,-66.0,,-68.0,,-56.0,-60.0,-69.0
13631,4.0,40,,-49.0,,-64.0,,-69.0,-66.0,-59.0,-65.0,-62.0
13632,4.0,40,-72.0,-42.0,-50.0,,-70.0,-68.0,-61.0,-56.0,-68.0,-73.0
13633,4.0,40,-68.0,-51.0,-42.0,-54.0,-68.0,,,-60.0,-64.0,-75.0
13634,4.0,40,-72.0,,-55.0,-67.0,,,,,-71.0,-86.0
13635,4.0,40,-64.0,-43.0,-56.0,-64.0,-79.0,-65.0,-53.0,,,-81.0
13636,4.0,40,-54.0,-45.0,,-59.0,-78.0,-73.0,-68.0,-65.0,-75.0,-72.0
13637,4.0,40,-65.0,-43.0,,-56.0,,,-70.0,-57.0,-59.0,-64.0
13638,4.0,40,-59.0,-52.0,-45.0,-55.0,-80.0,,-70.0,-62.0,-68.0,-76.0
13639,4.0,40,,-47.0,-65.0,,,-74.0,,,-74.0,
13640,4.0,40,-69.0,-62.0,,-59.0,,-75.0,-76.0,-64.0,-63.0,-62.0
13641,4.0,40,-65.0,,-43.0,-61.0,,-64.0,-64.0,,-68.0,-73.0
13642,4.0,40,-62.0,,-60.0,-71.0,-77.0,-67.0,-63.0,,-75.0,-81.0
13643,4.0,40,-74.0,,-40.0,-60.0,,,,-62.0,-63.0,-78.0
13644,4.0,40,-65.0,-39.0,,,,-76.0,-67.0,-58.0,-71.0,-70.0
13645,4.0,40,-71.0,-44.0,-45.0,-65.0,,-74.0,-68.0,-51.0,-65.0,-75.0
13646,4.0,40,,-47.0,,,-72.0,,-73.0,-61.0,-69.0,
13647,4.0,40,-76.0,-59.0,-42.0,-56.0,-71.0,-78.0,-70.0,-62.0,,-72.0
13648,4.0,40,,,,-55.0,-71.0,,-64.0,,,-72.0
13649,4.0,40,-65.0,,-42.0,-63.0,-67.0,-75.0,-70.0,-69.0,-66.0,-74.0
13650,4.0,40,-65.0,-52.0,-57.0,-70.0,,-66.0,,-66.0,-73.0,-82.0
13651,4.0,40,-61.0,-44.0,-47.0,-54.0,-64.0,-72.0,-68.0,-64.0,-71.0,-64.0
13652,4.0,40,-61.0,,-45.0,-66.0,-73.0,-64.0,,-55.0,-67.0,-79.0
13653,4.0,40,,,-48.0,-64.0,,,-64.0,-61.0,-65.0,-79.0
13654,4.0,40,-60.0,-44.0,-61.0,-63.0,,,-61.0,-64.0,-66.0,-70.0
13655,4.0,40,-57.0,-44.0,-45.0,-69.0,-80.0,-67.0,-65.0,-68.0,-74.0,-81.0
13656,4.0,40,,,-40.0,-60.0,-67.0,-74.0,-70.0,-65.0,-62.0,-66.0
13657,4.0,40,-66.0,-58.0,-38.0,,,-74.0,-70.0,-67.0,-69.0,-72.0
13658,4.0,40,-61.0,-51.0,-47.0,,,-69.0,,-63.0,-61.0,-78.0
13659,4.0,40,-65.0,-63.0,-41.0,,-71.0,-70.0,-73.0,,-68.0,-64.0
13660,4.0,40,-64.0,-45.0,-52.0,-65.0,-79.0,,-66.0,-67.0,-73.0,-83.0
13661,4.0,40,-69.0,-43.0,-50.0,-75.0,-78.0,-68.0,-69.0,-64.0,-76.0,-82.0
13662,4.0,40,-59.0,-48.0,-47.0,-63.0,,,-63.0,-60.0,-64.0,-74.0
13663,4.0,40,-63.0,-46.0,-58.0,-68.0,-76.0,-78.0,-72.0,-67.0,-69.0,
13664,4.0,40,-61.0,-50.0,-46.0,,-75.0,-67.0,,-61.0,-69.0,-69.0
13665,4.0,40,-57.0,,-45.0,-67.0,,,,-59.0,-61.0,-75.0
13666,4.0,40,-74.0,-49.0,-44.0,-66.0,,-73.0,-73.0,,-69.0,-79.0
13667,4.0,40,-58.0,,,-60.0,,-69.0,-73.0,-57.0,-71.0,-76.0
13668,4.0,40,-57.0,-52.0,-52.0,-67.0,,-66.0,-61.0,-66.0,,-78.0
13669,4.0,40,-59.0,-52.0,,-67.0,,-68.0,-62.0,-71.0,-74.0,-78.0
13670,4.0,40,-69.0,-52.0,-44.0,-63.0,,-77.0,-70.0,,-60.0,-69.0
13671,4.0,40,-75.0,-54.0,-44.0,-61.0,,-77.0,,-64.0,,-70.0
13672,4.0,40,-66.0,-47.0,,,-67.0,,-66.0,-58.0,,
13673,4.0,40,,-48.0,-51.0,-66.0,,-68.0,-62.0,-66.0,-73.0,-84.0
13674,4.0,40,-67.0,,-55.0,-67.0,,-71.0,-54.0,-60.0,-67.0,
13675,4.0,40,-54.0,-45.0,,-74.0,,-73.0,-65.0,-74.0,-71.0,-76.0
13676,4.0,40,-68.0,-60.0,-41.0,-56.0,-66.0,-71.0,,-62.0,-55.0,-69.0
13677,4.0,40,-70.0,-56.0,-41.0,-62.0,-65.0,-78.0,-71.0,-61.0,-59.0,-64.0
13678,4.0,40,,-45.0,-52.0,-64.0,,,-63.0,-54.0,-68.0,-74.0
13679,4.0,40,-65.0,-60.0,-42.0,-54.0,,,-62.0,-64.0,-67.0,-66.0
13680,4.0,40,,-55.0,,-58.0,,-74.0,,-68.0,-67.0,-66.0
13681,4.0,40,-69.0,-42.0,-53.0,-61.0,,-73.0,-64.0,,-71.0,-72.0
13682,4.0,40,-70.0,-43.0,-46.0,,,-73.0,,-65.0,-68.0,-78.0
13683,4.0,40,-65.0,-52.0,-43.0,-57.0,-68.0,,-68.0,-62.0,-66.0,-70.0
13684,4.0,40,-67.0,-52.0,,-58.0,-67.0,-76.0,,-69.0,-67.0,-71.0
13685,4.0,40,,-56.0,-59.0,-66.0,,-73.0,-71.0,-71.0,-70.0,-78.0
13686,4.0,40,,,,-71.0,,,-64.0,-65.0,-73.0,
13687,4.0,40,-64.0,-55.0,,-61.0,-73.0,-75.0,-64.0,-62.0,-62.0,-64.0
13688,4.0,40,-66.0,,-48.0,-65.0,,-73.0,-63.0,-63.0,-67.0,-77.0
13689,4.0,40,-70.0,-43.0,-47.0,-63.0,,-76.0,-64.0,-57.0,-60.0,-80.0
13690,4.0,40,-67.0,,,,-67.0,,,-74.0,-67.0,-69.0
13691,4.0,40,-72.0,-49.0,-50.0,,,-73.0,-67.0,-64.0,-67.0,
13692,4.0,40,-67.0,-59.0,-48.0,,,-66.0,,-52.0,-66.0,-74.0
13693,4.0,40,,,-44.0,,-69.0,-76.0,-63.0,-59.0,,-68.0
13694,4.0,40,,-43.0,-52.0,-68.0,-78.0,-81.0,,-62.0,-71.0,-82.0
13695,4.0,40,,-42.0,,,-70.0,,-66.0,-53.0,,
13696,4.0,40,,-44.0,-49.0,-54.0,-69.0,-76.0,-69.0,-68.0,-63.0,-62.0
13697,4.0,40,-69.0,-47.0,,,-73.0,-65.0,-64.0,-55.0,,
13698,4.0,40,-67.0,-53.0,-41.0,-56.0,-71.0,-73.0,-70.0,-73.0,-69.0,-67.0
13699,4.0,40,-80.0,-46.0,-46.0,-67.0,,,,,-70.0,-80.0
13700,4.0,40,,-58.0,-47.0,-57.0,,,,-67.0,-59.0,-64.0
13701,4.0,40,-70.0,,-47.0,,-81.0,,-71.0,-72.0,-71.0,-79.0
13702,4.0,40,-65.0,-51.0,-47.0,-64.0,-75.0,-66.0,-65.0,-52.0,-65.0,-78.0
13703,4.0,40,-73.0,-60.0,-41.0,-56.0,-68.0,-78.0,,-67.0,-60.0,-66.0
13704,4.0,40,-68.0,-48.0,-63.0,-67.0,,-74.0,-62.0,-65.0,,
13705,4.0,40,-68.0,,-50.0,-66.0,,-67.0,,,-60.0,-75.0
13706,4.0,40,-64.0,,,-64.0,-69.0,-63.0,,,-69.0,-72.0
13707,4.0,40,-61.0,-44.0,,-54.0,,-74.0,-69.0,-64.0,-65.0,-65.0
13708,4.0,40,-68.0,-55.0,-42.0,-62.0,-67.0,-70.0,-70.0,-66.0,-65.0,-64.0
13709,4.0,40,-63.0,-46.0,-50.0,-68.0,,,-64.0,-65.0,-65.0,-71.0
13710,4.0,40,-61.0,-49.0,-45.0,-67.0,,-74.0,-60.0,-53.0,-63.0,
13711,4.0,40,-65.0,-41.0,-47.0,-67.0,,-63.0,-65.0,-52.0,,-74.0
13712,4.0,40,-59.0,-60.0,-55.0,-58.0,-77.0,,-70.0,-66.0,-71.0,-73.0
13713,4.0,40,-57.0,-48.0,,-64.0,,-78.0,-64.0,-68.0,-76.0,-77.0
13714,4.0,40,-59.0,,-41.0,-54.0,-67.0,-74.0,,-56.0,-66.0,-76.0
13715,4.0,40,-58.0,-47.0,-45.0,-63.0,,-70.0,-68.0,-60.0,-68.0,-74.0
13716,4.0,40,,-47.0,-54.0,,,,-69.0,-61.0,-63.0,-75.0
13717,4.0,40,-59.0,-47.0,-45.0,-54.0,-76.0,,-63.0,-66.0,-66.0,-73.0
13718,4.0,40,-62.0,-42.0,-40.0,-63.0,-73.0,-68.0,,-51.0,-66.0,-71.0
13719,4.0,40,-70.0,-49.0,,-67.0,,-67.0,,,-74.0,
13720,4.0,40,-68.0,-54.0,-56.0,,-75.0,-72.0,-62.0,-66.0,-68.0,-80.0
13721,4.0,40,-64.0,-44.0,,-58.0,,-68.0,-69.0,-59.0,-64.0,-75.0
13722,4.0,40,-71.0,-57.0,-45.0,,-68.0,-77.0,-69.0,,,
13723,4.0,40,-65.0,-57.0,-42.0,-63.0,-68.0,-70.0,-67.0,-62.0,-57.0,-70.0
13724,4.0,40,-68.0,-48.0,-54.0,-69.0,,-76.0,-63.0,-69.0,-69.0,
13725,4.0,40,-52.0,-44.0,,-64.0,-78.0,-78.0,-67.0,-61.0,-70.0,-80.0
13726,4.0,40,-68.0,-54.0,-42.0,-55.0,-67.0,-69.0,-71.0,-57.0,-59.0,-71.0
13727,4.0,40,-70.0,,-52.0,-67.0,,-73.0,-64.0,-53.0,-59.0,-70.0
13728,4.0,40,-63.0,-46.0,-42.0,-59.0,-70.0,-72.0,,-63.0,,
13729,4.0,40,-57.0,-49.0,,-62.0,,,-66.0,-68.0,,-70.0
13730,4.0,40,,,,-69.0,-71.0,-71.0,,,-69.0,-65.0
13731,4.0,40,-76.0,-47.0,-44.0,-64.0,,-71.0,-63.0,-60.0,-60.0,
13732,4.0,40,-60.0,,-47.0,,-69.0,-80.0,,-60.0,,-73.0
13733,4.0,40,-59.0,-48.0,-48.0,,,-72.0,-62.0,-62.0,-62.0,-79.0
13734,4.0,40,-72.0,-47.0,,-66.0,-74.0,-73.0,,-65.0,-64.0,-77.0
13735,4.0,40,,-43.0,-43.0,-62.0,,,-73.0,-62.0,-69.0,-78.0
13736,4.0,40,,-51.0,-45.0,,,,-67.0,-60.0,-64.0,
13737,4.0,40,-69.0,-47.0,-42.0,-54.0,,-78.0,-71.0,,-69.0,-73.0
13738,4.0,40,-72.0,-45.0,-45.0,-66.0,-74.0,-71.0,-67.0,-65.0,-67.0,-69.0
13739,4.0,40,-78.0,-55.0,-45.0,,-75.0,-74.0,-69.0,-59.0,-61.0,-75.0
13740,4.0,40,-70.0,-50.0,-58.0,-70.0,,-72.0,-72.0,-72.0,-72.0,-81.0
13741,4.0,40,,,-51.0,-61.0,,-72.0,,-65.0,-71.0,-87.0
13742,4.0,40,-52.0,-44.0,-49.0,-60.0,,-73.0,,-63.0,-71.0,-76.0
13743,4.0,40,-65.0,,,-66.0,,-72.0,-59.0,,,-75.0
13744,4.0,40,-63.0,-46.0,-49.0,-65.0,,,-61.0,-55.0,-72.0,
13745,4.0,40,-63.0,,-49.0,-56.0,,-76.0,-65.0,-59.0,-70.0,-70.0
13746,4.0,40,-68.0,-54.0,-43.0,-52.0,-67.0,-71.0,-75.0,-64.0,-62.0,-72.0
13747,4.0,40,-66.0,-44.0,-54.0,-67.0,,-75.0,,-67.0,-70.0,-75.0
13748,4.0,40,-66.0,-60.0,-40.0,-67.0,,-72.0,-67.0,-64.0,,-64.0
13749,4.0,40,-64.0,-50.0,-41.0,-58.0,-68.0,-75.0,-68.0,-58.0,-66.0,-72.0
13750,4.0,40,-67.0,-52.0,-45.0,-67.0,-75.0,-70.0,-61.0,-52.0,-62.0,-80.0
13751,4.0,40,-71.0,,,-69.0,-80.0,,,-62.0,-70.0,-76.0
13752,4.0,40,-61.0,-59.0,-53.0,-56.0,-81.0,,-67.0,,,-74.0
13753,4.0,40,,,,,-69.0,-72.0,,,,
13754,4.0,40,-60.0,-44.0,,,,,-69.0,,-67.0,-74.0
13755,4.0,40,,,-49.0,-69.0,-78.0,-70.0,,-62.0,-63.0,-82.0
13756,4.0,40,-70.0,-49.0,-44.0,-58.0,-67.0,-73.0,-68.0,-75.0,-65.0,-73.0
13757,4.0,40,-61.0,-52.0,,,,-74.0,-69.0,,-70.0,
13758,4.0,40,-77.0,-48.0,,-70.0,-70.0,,-74.0,-64.0,-61.0,-80.0
13759,4.0,40,-63.0,-44.0,-43.0,-62.0,-66.0,-74.0,-60.0,-67.0,-57.0,
13760,4.0,40,-64.0,,-49.0,-59.0,-75.0,,-67.0,-58.0,-71.0,-71.0
13761,4.0,40,-58.0,-45.0,-47.0,-62.0,,-68.0,,-65.0,-69.0,-61.0
13762,4.0,40,-75.0,,-41.0,-52.0,-69.0,-72.0,-67.0,-66.0,-61.0,-74.0
13763,4.0,40,-72.0,-58.0,,-69.0,-61.0,-73.0,,,,-64.0
13764,4.0,40,-51.0,-41.0,-52.0,-75.0,,-80.0,-70.0,-65.0,-70.0,-78.0
13765,4.0,40,-61.0,-50.0,-52.0,-64.0,-73.0,-73.0,-68.0,-62.0,-61.0,-62.0
13766,4.0,40,,-55.0,-39.0,-55.0,,,-67.0,-63.0,,-67.0
13767,4.0,40,-68.0,,-54.0,,-71.0,-70.0,-71.0,-63.0,-72.0,-69.0
13768,4.0,40,,,-46.0,,-71.0,,,-51.0,-69.0,-69.0
13769,4.0,40,-84.0,-49.0,-44.0,-60.0,-70.0,-76.0,,-73.0,-61.0,-70.0
13770,4.0,40,-72.0,-50.0,-45.0,-66.0,-72.0,-69.0,,-60.0,-64.0,-71.0
13771,4.0,40,-69.0,-49.0,-48.0,-70.0,,-80.0,-71.0,-63.0,-69.0,-77.0
13772,4.0,40,-75.0,,-48.0,-63.0,-77.0,,,-62.0,-60.0,-76.0
13773,4.0,40,-72.0,-57.0,,,,-73.0,-70.0,-66.0,,-76.0
13774,4.0,40,-65.0,-53.0,-43.0,-56.0,-70.0,,-69.0,-61.0,-67.0,-67.0
13775,4.0,40,-67.0,-45.0,-46.0,-65.0,-67.0,,,-56.0,-60.0,-73.0
13776,4.0,40,,-45.0,-45.0,-68.0,,-71.0,-60.0,,-68.0,
13777,4.0,40,-66.0,-50.0,-43.0,-55.0,-68.0,,-64.0,-64.0,-66.0,-76.0
