,x,ref_sensor,s57,s20,s54,s05,s34,s22,s06,s31,s36,s35
295,0.0,22,,-53.0,-63.0,-74.0,,-47.0,-59.0,-73.0,-71.0,-72.0
296,0.0,22,-59.0,-55.0,-55.0,-65.0,-77.0,-56.0,-61.0,-75.0,,-71.0
297,0.0,22,-56.0,-60.0,-61.0,,,-56.0,-62.0,-74.0,-78.0,-73.0
298,0.0,22,-56.0,-67.0,,,,-58.0,-61.0,,-81.0,
299,0.0,22,-55.0,-57.0,-57.0,-75.0,-76.0,-42.0,-60.0,-76.0,-68.0,
300,0.0,22,,-49.0,-61.0,-65.0,-78.0,,,-73.0,-72.0,-85.0
301,0.0,22,-43.0,,,,,,-60.0,-82.0,-84.0,
302,0.0,22,-59.0,,-63.0,-78.0,,,-54.0,,-81.0,-81.0
303,0.0,22,,,,,,-28.0,-63.0,,,
304,0.0,22,-63.0,-65.0,,,-79.0,-51.0,-70.0,,,
305,0.0,22,-45.0,-62.0,-67.0,-77.0,,-32.0,-65.0,-81.0,-81.0,-88.0
306,0.0,22,-64.0,,-56.0,-64.0,,-48.0,-60.0,-73.0,-78.0,-72.0
307,0.0,22,-48.0,-61.0,-59.0,-57.0,-75.0,-53.0,,-73.0,-71.0,-64.0
308,0.0,22,,,,-65.0,,-59.0,-55.0,-73.0,,-68.0
309,0.0,35,-55.0,-31.0,-46.0,-65.0,,-59.0,-46.0,-63.0,,
310,0.0,35,-64.0,-48.0,-47.0,,-79.0,-51.0,,-73.0,-75.0,-75.0
311,0.0,35,-52.0,-51.0,-65.0,-71.0,,-49.0,-30.0,-73.0,-73.0,-79.0
312,0.0,35,-52.0,-39.0,,-69.0,,,-36.0,,,
313,0.0,35,-52.0,-37.0,-65.0,-76.0,,-51.0,-37.0,-74.0,-80.0,-82.0
314,0.0,35,-64.0,,-45.0,,,-55.0,-52.0,-66.0,-74.0,-72.0
315,0.0,35,-55.0,-55.0,-59.0,-74.0,,,,-73.0,-77.0,
316,0.0,35,-56.0,-35.0,-45.0,-66.0,-73.0,-61.0,-49.0,-63.0,-70.0,-69.0
317,0.0,35,,,-46.0,,,,,-67.0,-63.0,
318,0.0,35,,,,-65.0,-80.0,,,,,
319,0.0,35,-59.0,-41.0,-52.0,-65.0,,-61.0,-46.0,-70.0,-65.0,-73.0
320,0.0,35,,-39.0,-62.0,-73.0,,-54.0,,-77.0,-82.0,-83.0
321,0.0,35,,-50.0,-55.0,-68.0,-69.0,,-43.0,-64.0,-76.0,-73.0
322,0.0,35,,-34.0,-43.0,-67.0,,-55.0,-53.0,-63.0,-62.0,-69.0
323,0.0,35,-59.0,,-53.0,-63.0,,-48.0,-36.0,-73.0,-65.0,-63.0
324,0.0,35,-56.0,,,-73.0,,,-31.0,,-83.0,-86.0
325,0.0,35,-55.0,-37.0,-48.0,-69.0,,-57.0,-41.0,,-63.0,-72.0
326,0.0,35,-59.0,-39.0,,,,-51.0,-35.0,-70.0,-61.0,
327,0.0,35,-60.0,-41.0,-54.0,-64.0,-73.0,-49.0,-36.0,-75.0,-67.0,-62.0
328,0.0,35,-52.0,-42.0,-63.0,-58.0,-75.0,-57.0,-43.0,-64.0,-59.0,-59.0
329,0.0,35,,-38.0,-52.0,,-75.0,-56.0,,-64.0,-72.0,
330,0.0,35,,-54.0,,-72.0,,-52.0,,-69.0,-74.0,-70.0
331,0.0,35,-54.0,,-68.0,-80.0,,-55.0,,-75.0,,
332,0.0,35,-63.0,-62.0,-60.0,,,,-47.0,-74.0,-77.0,-78.0
333,0.0,35,-52.0,,-52.0,,-75.0,-49.0,-38.0,-69.0,-70.0,-68.0
334,0.0,35,,-35.0,-64.0,-70.0,,-52.0,,-72.0,-83.0,-80.0
335,0.0,35,-72.0,-54.0,-56.0,-68.0,,-51.0,-54.0,-71.0,-81.0,-69.0
336,0.0,35,-55.0,-38.0,-46.0,,,-68.0,,-67.0,-82.0,-67.0
337,0.0,35,,,,,,-53.0,,,,
338,0.0,35,-46.0,-37.0,-68.0,-77.0,,-53.0,,-73.0,-77.0,-87.0
339,0.0,35,,,-47.0,,,,-47.0,,,
340,0.0,35,-58.0,-36.0,-54.0,,-75.0,-61.0,-40.0,,,
341,0.0,35,-50.0,-51.0,-64.0,-71.0,,-51.0,,-73.0,-85.0,-79.0
342,0.0,35,-61.0,-49.0,-55.0,-57.0,,-55.0,-44.0,-69.0,,-73.0
343,0.0,35,-55.0,-36.0,-48.0,-72.0,-72.0,-51.0,-52.0,-69.0,-73.0,-76.0
344,0.0,35,-56.0,-54.0,,-73.0,,-53.0,,-79.0,-74.0,-67.0
345,0.0,35,-50.0,,,-64.0,-70.0,,-44.0,-62.0,-74.0,
346,0.0,35,-57.0,-39.0,,,-73.0,-52.0,-42.0,,-70.0,-82.0
347,0.0,35,,-53.0,-56.0,-61.0,-69.0,-66.0,-66.0,-66.0,-59.0,-64.0
348,0.0,35,-69.0,-65.0,,-64.0,-80.0,-49.0,-52.0,-67.0,-74.0,-73.0
349,0.0,35,-56.0,-36.0,-63.0,-71.0,,-50.0,-40.0,-75.0,-79.0,-79.0
350,0.0,35,-65.0,-59.0,-63.0,-61.0,-81.0,,-56.0,-71.0,-78.0,-69.0
351,0.0,35,-72.0,-53.0,-66.0,-69.0,,-49.0,-46.0,-70.0,-77.0,-75.0
352,0.0,35,-65.0,-54.0,-50.0,-72.0,-81.0,-46.0,,-63.0,-72.0,-76.0
353,0.0,35,-70.0,-59.0,-54.0,-62.0,,,-50.0,-78.0,-70.0,-78.0
354,0.0,35,,-56.0,-66.0,-65.0,,-50.0,-49.0,-76.0,,-80.0
355,0.0,35,-51.0,,-65.0,-63.0,,-56.0,-46.0,-60.0,,
356,0.0,35,-59.0,-57.0,,-56.0,-65.0,-56.0,-41.0,,-67.0,-73.0
357,0.0,35,-47.0,-39.0,-64.0,,,-54.0,-36.0,-71.0,-80.0,
358,0.0,35,,,-49.0,-64.0,-69.0,-64.0,-71.0,-64.0,-62.0,-60.0
359,0.0,35,-60.0,-57.0,-45.0,-64.0,,-53.0,-53.0,-69.0,-71.0,-81.0
360,0.0,35,-51.0,-41.0,-57.0,-59.0,-77.0,,-47.0,-66.0,-63.0,
361,0.0,35,-61.0,,-44.0,-68.0,,-51.0,,-73.0,-70.0,-77.0
362,0.0,35,,-66.0,-65.0,-64.0,,-50.0,-58.0,-71.0,-73.0,-81.0
363,0.0,35,,-37.0,-64.0,-70.0,,-53.0,-45.0,-72.0,,-84.0
364,0.0,35,-63.0,-47.0,-45.0,-68.0,,-56.0,-48.0,-65.0,,-80.0
365,0.0,35,-69.0,-56.0,-58.0,-70.0,-76.0,-53.0,-49.0,,,-70.0
366,0.0,35,-63.0,-40.0,-46.0,-60.0,-77.0,-53.0,-43.0,-71.0,,-73.0
367,0.0,35,-47.0,-36.0,-43.0,-55.0,-74.0,-57.0,-44.0,-61.0,-69.0,-69.0
368,0.0,35,-69.0,-57.0,-58.0,-61.0,-71.0,-67.0,,-71.0,-56.0,-65.0
369,0.0,35,-56.0,-47.0,-50.0,-66.0,,-47.0,-35.0,-73.0,,-63.0
370,0.0,35,-53.0,-35.0,-54.0,-65.0,,,-45.0,-59.0,-60.0,
371,0.0,35,,-35.0,-44.0,-65.0,-77.0,,-46.0,,-71.0,-72.0
372,0.0,35,-50.0,,-65.0,,,-53.0,-35.0,-75.0,-78.0,-79.0
373,0.0,35,-59.0,-52.0,-64.0,-66.0,,-50.0,-55.0,-70.0,-79.0,-75.0
374,0.0,35,-58.0,,-52.0,,,-53.0,,-69.0,-68.0,
375,0.0,35,,-39.0,-62.0,-59.0,,-59.0,-50.0,,,-64.0
376,0.0,35,-67.0,,-59.0,-61.0,,-59.0,-63.0,-67.0,-67.0,-60.0
377,0.0,35,-53.0,-59.0,-63.0,-68.0,,-51.0,-30.0,-71.0,-81.0,-77.0
378,0.0,35,-66.0,,,,,-53.0,-45.0,-65.0,,-75.0
379,0.0,35,-61.0,-62.0,-56.0,-68.0,,-54.0,-66.0,-70.0,-70.0,-82.0
380,0.0,35,-61.0,-56.0,-53.0,-57.0,-62.0,,-40.0,-64.0,-65.0,-79.0
381,0.0,35,-53.0,-40.0,-46.0,-66.0,-69.0,,-50.0,-65.0,-68.0,-69.0
382,0.0,35,,,-60.0,-66.0,-79.0,-48.0,,-72.0,-72.0,-66.0
383,0.0,35,-58.0,-39.0,-50.0,-64.0,-76.0,-61.0,-54.0,-65.0,-63.0,-66.0
384,0.0,35,-58.0,-36.0,-60.0,-60.0,-73.0,-61.0,-45.0,-73.0,-63.0,-67.0
385,0.0,35,-60.0,-43.0,-52.0,,-74.0,,-36.0,-76.0,-67.0,-64.0
386,0.0,35,-71.0,,-58.0,-63.0,,-70.0,-68.0,-68.0,,
387,0.0,35,-66.0,-45.0,,-66.0,,-49.0,-34.0,-71.0,,-74.0
388,0.0,35,-66.0,-56.0,-57.0,-70.0,,-49.0,-54.0,-70.0,-76.0,-71.0
389,0.0,35,-68.0,-54.0,-63.0,-63.0,,,-60.0,-70.0,,-75.0
390,0.0,35,-56.0,-64.0,-63.0,-70.0,-79.0,-47.0,-41.0,,-76.0,-73.0
391,0.0,35,-59.0,-33.0,-46.0,-57.0,-69.0,-58.0,-46.0,-64.0,-73.0,-73.0
392,0.0,35,-75.0,-54.0,-54.0,-62.0,-68.0,-67.0,-65.0,-66.0,-57.0,-63.0
393,0.0,35,-59.0,-45.0,-60.0,-69.0,,-50.0,-49.0,-72.0,-74.0,-73.0
394,0.0,35,-67.0,-61.0,-56.0,-60.0,-69.0,-57.0,-63.0,-63.0,-63.0,-60.0
395,0.0,35,-55.0,-36.0,-48.0,-68.0,-73.0,-58.0,-55.0,-66.0,-63.0,-70.0
396,0.0,35,-47.0,-40.0,,,,-58.0,,-71.0,-76.0,
397,0.0,35,-58.0,-42.0,,,-74.0,-60.0,-51.0,,,
398,0.0,35,-72.0,,-64.0,-71.0,-77.0,-46.0,-50.0,,-66.0,-78.0
399,0.0,35,-48.0,-48.0,-59.0,,,-52.0,-55.0,-78.0,-73.0,-71.0
400,0.0,35,-66.0,-56.0,,-62.0,-70.0,,,-77.0,-73.0,-76.0
401,0.0,35,-61.0,-40.0,-51.0,-61.0,-77.0,-62.0,,-63.0,-67.0,-65.0
402,0.0,35,-58.0,-53.0,-68.0,-75.0,,-48.0,-47.0,,-73.0,-67.0
403,0.0,35,-58.0,-36.0,-54.0,-59.0,-73.0,-65.0,-43.0,-72.0,-64.0,-72.0
404,0.0,35,,-53.0,,,,-49.0,-49.0,-69.0,,
405,0.0,35,,-39.0,-49.0,-72.0,,-58.0,,-62.0,-65.0,-71.0
406,0.0,35,-56.0,,-52.0,,,-56.0,-49.0,-66.0,-69.0,-73.0
407,0.0,35,-64.0,-42.0,-55.0,-61.0,-74.0,-66.0,,-63.0,-73.0,-65.0
408,0.0,35,-70.0,-52.0,,-69.0,-81.0,,-57.0,,,-73.0
409,0.0,35,-55.0,-50.0,-48.0,-62.0,-74.0,-44.0,-35.0,-68.0,-66.0,
410,0.0,35,-73.0,-52.0,-48.0,-66.0,,-51.0,-34.0,-70.0,-75.0,-79.0
411,0.0,35,-70.0,-42.0,-53.0,-76.0,-76.0,-68.0,-59.0,-79.0,-69.0,-75.0
412,0.0,35,-48.0,-44.0,-50.0,-57.0,-72.0,-57.0,-43.0,-63.0,-67.0,-57.0
413,0.0,35,-67.0,-55.0,-55.0,-76.0,,-47.0,-36.0,-69.0,-78.0,-73.0
414,0.0,35,-58.0,-42.0,-64.0,,,-55.0,-36.0,-76.0,-81.0,-85.0
415,0.0,35,-61.0,,-49.0,,-74.0,-48.0,,-69.0,-70.0,
416,0.0,35,-67.0,-64.0,-53.0,-66.0,-77.0,-52.0,-57.0,,-79.0,-74.0
417,0.0,35,,-55.0,-53.0,-66.0,-67.0,,-60.0,-65.0,-59.0,-62.0
418,0.0,35,,,,-68.0,-84.0,,,-75.0,-78.0,-76.0
419,0.0,35,-59.0,,,-63.0,-79.0,,-48.0,-71.0,,-82.0
420,0.0,35,-60.0,-39.0,-47.0,-73.0,-71.0,-60.0,,-65.0,-66.0,-72.0
421,0.0,35,-58.0,,-48.0,-59.0,-68.0,-58.0,-43.0,-62.0,-70.0,-70.0
422,0.0,35,-69.0,-58.0,-61.0,-66.0,,-52.0,-51.0,-76.0,,-71.0
423,0.0,35,-48.0,-35.0,-56.0,-59.0,,-54.0,-40.0,-61.0,-61.0,-72.0
424,0.0,35,-69.0,-53.0,-56.0,-72.0,,-68.0,-58.0,-71.0,-75.0,-77.0
425,0.0,35,-49.0,-44.0,,-78.0,-83.0,-58.0,-40.0,,,
426,0.0,35,-62.0,-46.0,,,,,,,,-63.0
427,0.0,35,-53.0,-53.0,-54.0,-64.0,,-47.0,-38.0,-68.0,-70.0,-68.0
428,0.0,35,-66.0,-36.0,-64.0,,,-66.0,-44.0,-73.0,-65.0,-67.0
429,0.0,35,,-53.0,-63.0,-78.0,,-47.0,-35.0,-69.0,,-76.0
430,0.0,35,,-43.0,-65.0,,,-49.0,-54.0,-71.0,-70.0,-69.0
431,0.0,35,,,,-65.0,-77.0,-50.0,,-69.0,-69.0,-65.0
432,0.0,35,-70.0,,-57.0,-70.0,-70.0,-60.0,-46.0,-62.0,-68.0,-70.0
433,0.0,35,-52.0,-38.0,-49.0,-57.0,-79.0,-60.0,-42.0,-68.0,-59.0,-62.0
434,0.0,35,-57.0,-36.0,-52.0,-65.0,,-65.0,-40.0,-74.0,-63.0,-68.0
435,0.0,35,,,-52.0,-55.0,,-58.0,,-64.0,-63.0,-67.0
436,0.0,35,-53.0,-36.0,-46.0,,,-60.0,-45.0,-61.0,-74.0,
437,0.0,35,-61.0,-55.0,,,,-50.0,-51.0,,-72.0,-68.0
438,0.0,35,-74.0,-51.0,,,,-50.0,-36.0,,,
439,0.0,35,-59.0,-37.0,-45.0,-59.0,,-59.0,-48.0,-63.0,-72.0,-73.0
440,0.0,35,-75.0,-36.0,-53.0,-70.0,,-67.0,,-70.0,-64.0,-70.0
441,0.0,35,-61.0,-39.0,-49.0,-69.0,-75.0,-55.0,-41.0,-71.0,-72.0,-83.0
442,0.0,35,-75.0,-60.0,-56.0,-66.0,-67.0,-64.0,-64.0,-65.0,,
443,0.0,35,-58.0,-41.0,-47.0,-73.0,,-54.0,-53.0,-66.0,-63.0,-74.0
444,0.0,35,-65.0,-40.0,-57.0,-59.0,-80.0,,-59.0,-65.0,-65.0,-77.0
445,0.0,35,,-37.0,-46.0,-57.0,-70.0,,-43.0,-62.0,-59.0,-69.0
446,0.0,35,-69.0,-56.0,-53.0,-72.0,,-50.0,,-70.0,-67.0,-74.0
447,0.0,35,-53.0,-43.0,-52.0,-62.0,,-49.0,-34.0,-75.0,-69.0,-64.0
448,0.0,35,-67.0,-65.0,-56.0,-66.0,,-57.0,-56.0,-65.0,-70.0,-72.0
449,0.0,35,,,,-64.0,-81.0,,,,,
450,0.0,35,-55.0,-57.0,-74.0,-76.0,,-53.0,-61.0,-77.0,-70.0,-68.0
451,0.0,35,-70.0,-42.0,-53.0,-69.0,,-64.0,-55.0,-70.0,-74.0,
452,0.0,35,,-32.0,-46.0,-72.0,-75.0,-59.0,-56.0,-65.0,-67.0,-71.0
453,0.0,35,-65.0,,,-68.0,,-57.0,,-67.0,-70.0,-71.0
454,0.0,35,,,-65.0,-69.0,-77.0,-48.0,-44.0,-66.0,-72.0,-77.0
455,0.0,35,-58.0,-63.0,-47.0,-64.0,,-45.0,-36.0,,-73.0,
456,0.0,35,-47.0,-35.0,-48.0,-58.0,,-53.0,,-62.0,-66.0,-73.0
457,0.0,35,-60.0,-53.0,-50.0,-70.0,-69.0,-56.0,-48.0,-65.0,-70.0,-71.0
458,0.0,35,-60.0,-58.0,-69.0,-69.0,-80.0,-45.0,-42.0,-66.0,-72.0,-74.0
459,0.0,35,-53.0,-40.0,-46.0,,-68.0,-56.0,-51.0,-67.0,-62.0,
460,0.0,35,-63.0,-66.0,-62.0,-70.0,,,,-67.0,-73.0,-74.0
461,0.0,35,-55.0,-38.0,-55.0,-59.0,-71.0,-55.0,-42.0,-64.0,-73.0,-79.0
462,0.0,35,-48.0,-46.0,-60.0,,-83.0,,-63.0,,-73.0,
463,0.0,35,-47.0,-40.0,-63.0,-74.0,-83.0,-58.0,-38.0,-72.0,-77.0,-84.0
464,0.0,35,,,,-70.0,-68.0,,,-66.0,-59.0,-64.0
465,0.0,35,-54.0,-41.0,-54.0,-67.0,,-56.0,,-68.0,-71.0,-82.0
466,0.0,35,-59.0,-52.0,-63.0,-74.0,,-49.0,-58.0,-66.0,-75.0,-69.0
467,0.0,35,-48.0,-38.0,,,-77.0,-65.0,-47.0,-65.0,-70.0,
468,0.0,35,-56.0,,-61.0,-69.0,,,-59.0,-73.0,,-75.0
469,0.0,35,,-56.0,-56.0,-62.0,-74.0,-53.0,-63.0,-71.0,-71.0,-70.0
470,0.0,35,-59.0,-56.0,,-76.0,,-48.0,-32.0,-73.0,-69.0,-80.0
471,0.0,35,,-52.0,,,,-52.0,-33.0,-66.0,-64.0,
472,0.0,35,-62.0,-67.0,,-56.0,-82.0,-65.0,-47.0,-64.0,-69.0,-67.0
473,0.0,35,,-48.0,,-66.0,,-55.0,,-79.0,-76.0,-67.0
474,0.0,35,,,,-60.0,,,-45.0,,-69.0,-74.0
475,0.0,35,-53.0,,,,,-56.0,-48.0,-67.0,-71.0,
476,0.0,35,-65.0,-53.0,,,-75.0,,-54.0,-76.0,,-74.0
477,0.0,35,-69.0,-61.0,,-65.0,-78.0,-50.0,,-72.0,-72.0,-68.0
478,0.0,35,-47.0,,-46.0,,-72.0,-57.0,-42.0,-62.0,-72.0,-70.0
479,0.0,35,-60.0,-57.0,-50.0,-70.0,-77.0,-46.0,-33.0,,-64.0,-73.0
480,0.0,35,-61.0,-54.0,,-60.0,,-61.0,,-66.0,-67.0,-59.0
481,0.0,35,-65.0,-59.0,-53.0,-67.0,-80.0,,-67.0,-69.0,-67.0,-77.0
482,0.0,35,-50.0,-57.0,,-66.0,,-51.0,-31.0,-73.0,-80.0,
483,0.0,35,-61.0,-48.0,-60.0,-71.0,,,-45.0,-73.0,-72.0,-65.0
484,0.0,35,,,,,-69.0,,,,,
485,0.0,35,,,-48.0,-67.0,,-53.0,-38.0,,-63.0,-68.0
486,0.0,35,-61.0,,-46.0,-71.0,-73.0,,-55.0,-61.0,-66.0,-69.0
487,0.0,35,-56.0,-35.0,,,-77.0,-52.0,-46.0,-70.0,,
488,0.0,35,-69.0,-59.0,-51.0,-64.0,,-66.0,-63.0,-64.0,-58.0,-63.0
489,0.0,35,-57.0,-36.0,-49.0,-71.0,-74.0,-53.0,-41.0,-77.0,-72.0,-80.0
490,0.0,35,-59.0,-48.0,,-69.0,-72.0,,-56.0,-75.0,-68.0,
491,0.0,35,-55.0,-49.0,-69.0,-62.0,,-53.0,-53.0,-73.0,-76.0,-80.0
492,0.0,35,-49.0,-41.0,,-72.0,,-57.0,,,-77.0,
493,0.0,35,-54.0,-43.0,-66.0,,-86.0,-48.0,-55.0,-72.0,-83.0,-77.0
494,0.0,35,,-52.0,,-72.0,,-53.0,-31.0,-72.0,-81.0,-84.0
495,0.0,35,,-37.0,-54.0,-59.0,,-54.0,,,-60.0,-69.0
496,0.0,35,-49.0,,,,,-54.0,,-64.0,-60.0,-72.0
497,0.0,35,-67.0,,,,,-52.0,,-71.0,-69.0,
498,0.0,35,-54.0,-62.0,-67.0,,-82.0,-57.0,-64.0,,-70.0,-71.0
499,0.0,35,,,-53.0,-70.0,-78.0,,-32.0,-72.0,-70.0,-69.0
500,0.0,35,-74.0,-61.0,-65.0,,-81.0,,-57.0,-71.0,-77.0,-69.0
501,0.0,35,-55.0,,,,-80.0,-47.0,-68.0,,,
502,0.0,35,-57.0,-58.0,-47.0,,,-70.0,-46.0,,,
503,0.0,35,-69.0,-60.0,-53.0,-62.0,-67.0,-62.0,-63.0,-64.0,-62.0,-61.0
504,0.0,35,-62.0,-40.0,,,,,,,-65.0,-73.0
505,0.0,35,-56.0,,-48.0,-73.0,,-54.0,,-71.0,-76.0,-77.0
506,0.0,35,-65.0,-48.0,,-66.0,,-51.0,-34.0,,-67.0,-71.0
507,0.0,35,-72.0,-59.0,-62.0,-60.0,-78.0,-49.0,-51.0,-67.0,-79.0,
508,0.0,35,-55.0,-39.0,-48.0,-68.0,,-52.0,-54.0,,-70.0,-75.0
509,0.0,35,-60.0,-54.0,-52.0,-69.0,-81.0,-51.0,-51.0,-67.0,-76.0,-73.0
510,0.0,35,,-39.0,-52.0,-60.0,-70.0,-65.0,,-73.0,-62.0,-77.0
511,0.0,35,-53.0,-49.0,,,,-49.0,-34.0,-71.0,-65.0,-62.0
512,0.0,35,-59.0,,-45.0,-63.0,-72.0,-55.0,-48.0,-68.0,,-83.0
513,0.0,35,,,,-60.0,-73.0,,,-65.0,-68.0,-57.0
514,0.0,35,-73.0,-55.0,-57.0,-59.0,,-53.0,-44.0,-63.0,-62.0,-69.0
515,0.0,35,,-54.0,,,-66.0,-54.0,-42.0,,,-69.0
516,0.0,35,,-43.0,-47.0,-64.0,,,-55.0,,-69.0,-74.0
517,0.0,35,,-43.0,-52.0,-59.0,,-56.0,-41.0,-63.0,-58.0,-60.0
518,0.0,35,-67.0,,-62.0,,-77.0,-70.0,-56.0,,,-70.0
519,0.0,35,,,,-67.0,,,,,-79.0,
520,0.0,35,-73.0,,,-63.0,,-52.0,-50.0,,-75.0,
521,0.0,35,-64.0,-56.0,-61.0,-67.0,,-69.0,-62.0,-72.0,-73.0,-73.0
522,0.0,35,,-40.0,,-73.0,-77.0,-57.0,-39.0,-69.0,-74.0,-79.0
523,0.0,35,-54.0,-42.0,-47.0,-67.0,-69.0,,-48.0,-68.0,-62.0,-79.0
524,0.0,35,-57.0,-43.0,-55.0,-66.0,-73.0,-49.0,-38.0,-71.0,-68.0,-64.0
525,0.0,35,-56.0,-41.0,-49.0,-67.0,-70.0,-54.0,-48.0,-71.0,-70.0,-78.0
526,0.0,35,-55.0,-45.0,-63.0,-71.0,-80.0,-55.0,-33.0,-72.0,-78.0,-87.0
527,0.0,35,-61.0,,-55.0,-66.0,,-46.0,-37.0,,,-76.0
528,0.0,35,-61.0,-42.0,-46.0,-74.0,-78.0,-54.0,-52.0,-67.0,-59.0,-74.0
529,0.0,35,,,,-66.0,-78.0,,,-67.0,-73.0,-80.0
530,0.0,35,-57.0,-59.0,,,-71.0,-50.0,-59.0,,-72.0,-64.0
531,0.0,35,,,,-61.0,,-48.0,-63.0,,,
532,0.0,35,-48.0,-41.0,-47.0,-58.0,,-65.0,-48.0,-66.0,-71.0,-67.0
533,0.0,35,-53.0,,-53.0,-67.0,-75.0,-47.0,-38.0,-67.0,-69.0,-66.0
534,0.0,35,-50.0,-50.0,,-69.0,-81.0,,-40.0,,,-71.0
535,0.0,35,-55.0,,-53.0,-65.0,-71.0,-50.0,-34.0,-70.0,-66.0,-64.0
536,0.0,35,-59.0,,-51.0,-57.0,,-67.0,-43.0,-71.0,-64.0,-81.0
537,0.0,35,-58.0,-62.0,-66.0,-65.0,,-52.0,-54.0,-70.0,-69.0,-68.0
538,0.0,35,-54.0,,-46.0,,,-63.0,,-62.0,-73.0,-67.0
539,0.0,35,-66.0,-51.0,-53.0,-68.0,,-54.0,,-73.0,-64.0,-72.0
540,0.0,35,-67.0,-52.0,,,,,-31.0,-69.0,-65.0,
541,0.0,35,-50.0,-44.0,-50.0,-57.0,-80.0,-57.0,-41.0,-67.0,-59.0,-60.0
542,0.0,35,-63.0,-48.0,-58.0,-71.0,,-51.0,-35.0,-68.0,-62.0,-75.0
543,0.0,35,-61.0,-54.0,-59.0,-59.0,-63.0,-52.0,-43.0,-63.0,-65.0,
544,0.0,35,-61.0,-56.0,-51.0,-72.0,-71.0,-46.0,-33.0,-71.0,,
545,0.0,35,-56.0,,-46.0,-68.0,,,-50.0,,,-76.0
546,0.0,35,-54.0,,-68.0,-75.0,,-52.0,-57.0,-69.0,-73.0,-74.0
547,0.0,35,-63.0,-48.0,-48.0,-65.0,-74.0,-45.0,-36.0,-66.0,-74.0,-84.0
548,0.0,35,-59.0,,-45.0,-68.0,-69.0,-65.0,,-71.0,,
549,0.0,35,-65.0,-63.0,-55.0,-70.0,,-50.0,-55.0,-71.0,-72.0,-67.0
550,0.0,35,,-65.0,,,,-50.0,-59.0,-70.0,,
551,0.0,35,-54.0,-46.0,-52.0,-67.0,-74.0,-49.0,-37.0,-72.0,-71.0,-66.0
552,0.0,35,-52.0,-34.0,-54.0,-65.0,,-64.0,-48.0,-61.0,-72.0,-68.0
553,0.0,35,-58.0,-54.0,-55.0,-60.0,,-65.0,-50.0,-67.0,-66.0,-73.0
554,0.0,35,,-55.0,-63.0,-63.0,-74.0,-49.0,-52.0,-72.0,-84.0,-72.0
555,0.0,35,-64.0,-60.0,-67.0,-66.0,,-50.0,-51.0,-77.0,-74.0,-77.0
556,0.0,35,-59.0,-56.0,-51.0,-64.0,,-54.0,,-68.0,-70.0,
557,0.0,35,-56.0,-40.0,-43.0,-68.0,-72.0,-52.0,-51.0,-64.0,,-75.0
558,0.0,35,-67.0,-60.0,-63.0,-62.0,-73.0,-55.0,-59.0,-68.0,-66.0,-62.0
559,0.0,35,-52.0,-52.0,-59.0,,,,,-70.0,,-69.0
560,0.0,35,-67.0,-64.0,,-65.0,-81.0,-50.0,-56.0,,-74.0,
561,0.0,35,-50.0,-41.0,-62.0,,-73.0,,,,,-57.0
562,0.0,35,-68.0,-55.0,-63.0,-57.0,-69.0,-49.0,-47.0,-68.0,-69.0,-79.0
563,0.0,35,-54.0,-37.0,-51.0,-59.0,-76.0,-54.0,-47.0,,,-67.0
564,0.0,35,,-56.0,-64.0,,-70.0,-46.0,-50.0,-70.0,,
565,0.0,35,-60.0,-38.0,-55.0,,,-62.0,,-67.0,-66.0,-79.0
566,0.0,35,-74.0,-58.0,-60.0,-67.0,-77.0,-52.0,-55.0,-70.0,-76.0,-77.0
567,0.0,35,,-36.0,-47.0,-74.0,,-53.0,-48.0,-67.0,-74.0,-73.0
568,0.0,35,-64.0,-56.0,-54.0,-68.0,,-48.0,-55.0,-74.0,-70.0,-74.0
569,0.0,35,-59.0,-56.0,-63.0,-64.0,,,-40.0,-69.0,-75.0,-74.0
570,0.0,35,-59.0,-46.0,-50.0,-66.0,,-47.0,,-72.0,-64.0,-63.0
571,0.0,35,-49.0,-39.0,-57.0,,-73.0,-55.0,-39.0,-63.0,-67.0,
572,0.0,35,-59.0,-38.0,-50.0,-67.0,-76.0,-63.0,-46.0,-69.0,-66.0,-75.0
573,0.0,35,-56.0,-35.0,-52.0,-59.0,,-65.0,-45.0,,-72.0,-64.0
574,0.0,35,-59.0,-36.0,-43.0,-65.0,,-58.0,,-64.0,-76.0,-72.0
575,0.0,35,,-39.0,-46.0,-63.0,,,-45.0,-70.0,,-74.0
576,0.0,35,,,-62.0,,,-49.0,-59.0,-69.0,,-73.0
577,0.0,35,-63.0,-40.0,-49.0,-59.0,,-60.0,,-61.0,-63.0,-64.0
578,0.0,35,-59.0,,-45.0,-71.0,,-47.0,,-66.0,-74.0,-72.0
579,0.0,35,-65.0,,-52.0,-71.0,,-50.0,,,-68.0,-71.0
580,0.0,35,,,,-71.0,,-55.0,,-72.0,-72.0,-73.0
581,0.0,35,,,,-66.0,,,,-72.0,-72.0,-72.0
582,0.0,35,,,,-63.0,,-50.0,-34.0,-73.0,-66.0,-63.0
583,0.0,35,-49.0,-37.0,-51.0,-63.0,-78.0,-62.0,-50.0,-63.0,-74.0,-67.0
584,0.0,35,-54.0,-36.0,-48.0,-64.0,-70.0,-55.0,-56.0,-68.0,,-72.0
585,0.0,35,-72.0,-56.0,-60.0,,-83.0,-46.0,,,-77.0,-78.0
