,x,ref_sensor,s57,s20,s54,s05,s34,s22,s06,s31,s36,s35
7580,4.0,42,,-47.0,,,,-68.0,-74.0,,-63.0,
7581,4.0,42,-63.0,-50.0,-45.0,-55.0,-83.0,-71.0,-72.0,-58.0,-68.0,-74.0
7582,4.0,42,-64.0,-61.0,,-73.0,,-63.0,,,-58.0,-89.0
7583,4.0,42,-66.0,,-52.0,-65.0,-75.0,-72.0,-69.0,,,-67.0
7584,4.0,42,-62.0,-54.0,,,-73.0,-76.0,,-58.0,-56.0,
7585,4.0,42,-58.0,-56.0,-48.0,-69.0,-78.0,-56.0,-69.0,-65.0,-65.0,-77.0
7586,4.0,42,,-50.0,-48.0,-67.0,,-61.0,-70.0,-64.0,,-80.0
7587,4.0,42,,-51.0,-51.0,-66.0,-81.0,-66.0,-63.0,,-67.0,-83.0
7588,4.0,42,-63.0,-54.0,-46.0,-62.0,-75.0,,-69.0,-59.0,,-72.0
7589,4.0,42,-64.0,-60.0,-51.0,-57.0,-82.0,-72.0,-68.0,-58.0,-56.0,-72.0
7590,4.0,42,-55.0,-51.0,,-70.0,-80.0,-59.0,-69.0,,-66.0,-78.0
7591,4.0,42,-67.0,-57.0,,-61.0,-70.0,-73.0,-69.0,-63.0,-64.0,-66.0
7592,4.0,42,-69.0,,-49.0,-62.0,-71.0,-73.0,,-63.0,,
7593,4.0,42,-73.0,-56.0,,-55.0,,-69.0,-70.0,,-55.0,-72.0
7594,4.0,42,-54.0,-50.0,,,-81.0,-62.0,-72.0,,,-82.0
7595,4.0,42,-63.0,,-50.0,-70.0,-75.0,-67.0,-65.0,-60.0,-68.0,
7596,4.0,42,-63.0,-51.0,-45.0,,,-77.0,-70.0,-61.0,,-69.0
7597,4.0,42,-66.0,-54.0,-44.0,-61.0,-70.0,-74.0,,-64.0,-53.0,-74.0
7598,4.0,42,-64.0,-62.0,,-66.0,,-60.0,,-66.0,-63.0,
7599,4.0,42,-60.0,-49.0,-47.0,-67.0,,-78.0,-74.0,,-68.0,-72.0
7600,4.0,42,-69.0,-48.0,-58.0,-64.0,-76.0,-73.0,-73.0,-63.0,,-74.0
7601,4.0,42,-71.0,-57.0,-48.0,-61.0,-70.0,-71.0,,-60.0,-54.0,-72.0
7602,4.0,42,-59.0,-48.0,-56.0,-69.0,,-57.0,-73.0,-77.0,-71.0,
7603,4.0,42,-55.0,,-54.0,-68.0,,,,-72.0,-69.0,-82.0
7604,4.0,42,-60.0,,-46.0,-65.0,-76.0,-75.0,-69.0,-63.0,-56.0,-75.0
7605,4.0,42,-76.0,-59.0,-42.0,-68.0,,-72.0,,-68.0,-71.0,
7606,4.0,42,-67.0,-49.0,-41.0,-69.0,,-76.0,-70.0,-66.0,,-74.0
7607,4.0,42,-67.0,-47.0,-44.0,-66.0,,-75.0,-72.0,-65.0,-70.0,-74.0
7608,4.0,42,,-51.0,-47.0,-58.0,-69.0,,,-63.0,-58.0,-77.0
7609,4.0,42,-59.0,-49.0,-51.0,-67.0,,-59.0,-66.0,-66.0,-66.0,-83.0
7610,4.0,42,-62.0,-54.0,-43.0,-69.0,-76.0,-68.0,,-53.0,,-74.0
7611,4.0,42,-63.0,-54.0,-50.0,-59.0,-70.0,-73.0,-70.0,-64.0,-61.0,-69.0
7612,4.0,42,-58.0,-59.0,-59.0,-73.0,,-59.0,-72.0,-74.0,,-74.0
7613,4.0,42,-64.0,,-46.0,-61.0,-69.0,-79.0,,-64.0,-55.0,-72.0
7614,4.0,42,-63.0,-56.0,,-60.0,,-67.0,-70.0,-63.0,-65.0,
7615,4.0,42,-59.0,-58.0,-55.0,-63.0,,-67.0,-70.0,-63.0,-66.0,-74.0
7616,4.0,42,,-60.0,,-68.0,-75.0,-70.0,-70.0,-51.0,-51.0,-75.0
7617,4.0,42,-67.0,-54.0,-44.0,-58.0,,-78.0,-73.0,-59.0,-62.0,
7618,4.0,42,-58.0,,,-64.0,,-58.0,,-63.0,-70.0,-79.0
7619,4.0,42,,,,-54.0,-70.0,,,,-60.0,-74.0
7620,4.0,42,-63.0,-69.0,-53.0,-69.0,,-65.0,-67.0,-66.0,-69.0,-78.0
7621,4.0,42,-61.0,,-46.0,-58.0,-68.0,-73.0,-83.0,-64.0,-59.0,
7622,4.0,42,-63.0,-53.0,-47.0,-66.0,,-73.0,-70.0,-67.0,-63.0,-67.0
7623,4.0,42,,-48.0,,-62.0,,,-70.0,-66.0,,-72.0
7624,4.0,42,-63.0,-47.0,-54.0,,,-62.0,-70.0,-70.0,,
7625,4.0,42,-68.0,,-42.0,-68.0,-75.0,-73.0,,-65.0,-53.0,-76.0
7626,4.0,42,,-52.0,-42.0,-67.0,,,,-65.0,-53.0,-77.0
7627,4.0,42,-56.0,-67.0,-44.0,-63.0,,-67.0,-66.0,-66.0,-64.0,-77.0
7628,4.0,42,-65.0,-54.0,-45.0,-70.0,,-75.0,-68.0,-61.0,-64.0,-75.0
7629,4.0,42,,-63.0,-43.0,-58.0,-67.0,,-71.0,-66.0,-55.0,
7630,4.0,42,-68.0,-53.0,-41.0,-61.0,,,-68.0,-57.0,-54.0,-78.0
7631,4.0,42,-66.0,,-47.0,-62.0,-70.0,,,-62.0,-66.0,-66.0
7632,4.0,42,-65.0,,-45.0,-56.0,-70.0,-80.0,-70.0,,-53.0,-72.0
7633,4.0,42,-58.0,-47.0,-47.0,,-81.0,-67.0,-67.0,-61.0,-63.0,
7634,4.0,42,-64.0,-69.0,-49.0,-62.0,,-72.0,-75.0,-61.0,-66.0,
7635,4.0,42,-66.0,-62.0,-56.0,-68.0,,,-72.0,-61.0,-62.0,-75.0
7636,4.0,42,-59.0,-54.0,-46.0,-68.0,,-78.0,-74.0,-61.0,-60.0,-69.0
7637,4.0,42,,-48.0,-49.0,,,-66.0,-68.0,-63.0,-61.0,-81.0
7638,4.0,42,-65.0,-52.0,,-70.0,,-68.0,-66.0,,-70.0,-75.0
7639,4.0,42,,,,-65.0,,-61.0,-64.0,,-68.0,-78.0
7640,4.0,42,,,-58.0,,,-60.0,-67.0,-76.0,,
7641,4.0,42,-59.0,-60.0,-49.0,-62.0,,-74.0,-71.0,-63.0,,-72.0
7642,4.0,42,,-47.0,-51.0,,-75.0,,-71.0,-64.0,-65.0,
7643,4.0,42,-70.0,-52.0,-44.0,-55.0,,-73.0,-68.0,-61.0,-50.0,
7644,4.0,42,-56.0,-49.0,-45.0,,,-68.0,-69.0,-62.0,-70.0,
7645,4.0,42,-66.0,-51.0,-46.0,-63.0,-77.0,-69.0,-66.0,-61.0,-62.0,-71.0
7646,4.0,42,-67.0,-49.0,,,-79.0,-71.0,-64.0,-56.0,-64.0,-76.0
7647,4.0,42,-59.0,-52.0,-45.0,-65.0,,-66.0,,-67.0,-62.0,-71.0
7648,4.0,42,-65.0,-60.0,-50.0,,-77.0,-67.0,-69.0,,,
7649,4.0,42,,,,-65.0,,,-67.0,-66.0,-67.0,
7650,4.0,42,-64.0,-52.0,,-64.0,,-74.0,,-60.0,-59.0,-72.0
7651,4.0,42,-55.0,-54.0,-57.0,,,-58.0,-69.0,-72.0,-72.0,-77.0
7652,4.0,42,-62.0,-55.0,,,-72.0,-71.0,-72.0,-63.0,-56.0,
7653,4.0,42,-66.0,-52.0,-45.0,-60.0,-70.0,-78.0,-65.0,-62.0,-53.0,-70.0
7654,4.0,42,-66.0,-60.0,,-66.0,,,-71.0,-63.0,-66.0,-68.0
7655,4.0,42,-64.0,-49.0,-60.0,-70.0,-86.0,-71.0,-68.0,-67.0,-66.0,-80.0
7656,4.0,42,-64.0,-55.0,-43.0,,-69.0,-74.0,-71.0,-65.0,,-71.0
7657,4.0,42,,,-50.0,-64.0,,-60.0,-66.0,-67.0,-69.0,-81.0
7658,4.0,42,,-48.0,,,-80.0,,-73.0,-66.0,-55.0,
7659,4.0,42,-73.0,-47.0,-45.0,-66.0,,-77.0,-72.0,-61.0,-60.0,-79.0
7660,4.0,42,-68.0,-52.0,-43.0,-62.0,-79.0,-65.0,-67.0,,,
7661,4.0,42,-66.0,-55.0,-51.0,-69.0,,-67.0,-61.0,-65.0,-69.0,-84.0
7662,4.0,42,-58.0,-48.0,,-81.0,,,-70.0,-66.0,,-76.0
7663,4.0,42,-70.0,-49.0,-46.0,-64.0,,-73.0,,-61.0,-60.0,-74.0
7664,4.0,42,,,,-60.0,-70.0,,-73.0,-63.0,-52.0,-64.0
7665,4.0,42,-65.0,-48.0,-44.0,-63.0,-75.0,-68.0,-73.0,-62.0,-69.0,-73.0
7666,4.0,42,-68.0,-48.0,-44.0,,-76.0,-74.0,-72.0,-60.0,-69.0,-78.0
7667,4.0,42,,,-45.0,-68.0,-72.0,-79.0,,-61.0,-57.0,-75.0
7668,4.0,42,-70.0,-51.0,-46.0,-61.0,-72.0,-76.0,-70.0,-63.0,-56.0,-70.0
7669,4.0,42,-64.0,-60.0,-47.0,-60.0,-67.0,-80.0,-72.0,-73.0,,-70.0
7670,4.0,42,,,,-68.0,,,,,-64.0,
7671,4.0,42,-64.0,,,-72.0,,-70.0,-69.0,-62.0,,-69.0
7672,4.0,42,,,,-65.0,-82.0,-57.0,,,-58.0,
7673,4.0,42,-70.0,,,,-74.0,-71.0,-67.0,-66.0,-54.0,-80.0
7674,4.0,42,,-57.0,-57.0,-72.0,-78.0,-63.0,,,,
7675,4.0,42,-68.0,-53.0,,-59.0,-71.0,-70.0,-64.0,-58.0,-53.0,
7676,4.0,42,-67.0,,,-59.0,-69.0,-74.0,,-52.0,-50.0,-65.0
7677,4.0,42,-66.0,-55.0,-47.0,-58.0,-71.0,-72.0,-70.0,-63.0,-86.0,-75.0
7678,4.0,42,-60.0,-57.0,-42.0,-55.0,-69.0,-72.0,-72.0,,-53.0,
7679,4.0,42,-58.0,-57.0,-53.0,-67.0,,,-68.0,-66.0,,-76.0
7680,4.0,42,-65.0,-54.0,-43.0,-63.0,,,-68.0,-66.0,-72.0,-79.0
7681,4.0,42,-66.0,-65.0,-49.0,-67.0,,-64.0,-74.0,-66.0,-66.0,-71.0
7682,4.0,42,-65.0,-57.0,-46.0,-55.0,,-61.0,-69.0,-66.0,-64.0,-79.0
7683,4.0,42,,,-46.0,-66.0,,,-69.0,-62.0,,
7684,4.0,42,,-56.0,-48.0,,,-68.0,,-66.0,,-75.0
7685,4.0,42,-68.0,,,-54.0,,-73.0,-67.0,,,-74.0
7686,4.0,42,-58.0,-49.0,-47.0,-73.0,,-67.0,-69.0,-64.0,-69.0,-78.0
7687,4.0,42,-65.0,-53.0,-41.0,-58.0,,-67.0,,-68.0,-51.0,
7688,4.0,42,,-57.0,-43.0,-55.0,-70.0,,-71.0,-59.0,,
7689,4.0,42,-67.0,-54.0,-45.0,-66.0,,-65.0,,,-71.0,-75.0
7690,4.0,42,-60.0,,-48.0,,-72.0,-74.0,-70.0,-63.0,-63.0,-69.0
7691,4.0,42,-56.0,-48.0,,-68.0,,-59.0,-68.0,-67.0,-69.0,-82.0
7692,4.0,42,-70.0,-52.0,-44.0,-62.0,,-65.0,-71.0,,-57.0,-70.0
7693,4.0,42,-69.0,-54.0,-46.0,-64.0,,-72.0,-70.0,-60.0,-67.0,-70.0
7694,4.0,42,-62.0,-47.0,,,,-60.0,-68.0,-62.0,-74.0,-77.0
7695,4.0,42,-64.0,-57.0,-43.0,-57.0,,-76.0,-68.0,-61.0,,-71.0
7696,4.0,42,-63.0,,,-63.0,-78.0,,-71.0,-63.0,-59.0,-69.0
7697,4.0,42,-61.0,-48.0,-49.0,-70.0,,-61.0,,-72.0,-74.0,-76.0
7698,4.0,42,-63.0,-50.0,,-59.0,,-77.0,-70.0,-62.0,,
7699,4.0,42,-65.0,-55.0,-43.0,-52.0,,-77.0,-70.0,-57.0,,-72.0
7700,4.0,42,-63.0,,,-77.0,,-77.0,-70.0,-61.0,-70.0,-73.0
7701,4.0,42,-62.0,-58.0,-46.0,-68.0,-73.0,-68.0,,-63.0,-55.0,-72.0
7702,4.0,42,-61.0,-66.0,-52.0,-71.0,-70.0,,,-66.0,-63.0,-73.0
7703,4.0,42,-59.0,-54.0,-50.0,-66.0,,-61.0,-71.0,-62.0,-63.0,-82.0
7704,4.0,42,-65.0,-47.0,-40.0,-67.0,,-74.0,-69.0,-57.0,-60.0,
7705,4.0,42,-60.0,-50.0,-39.0,-68.0,,,-69.0,-58.0,,-65.0
7706,4.0,42,-64.0,-56.0,-61.0,-68.0,,-61.0,-68.0,-65.0,-68.0,
7707,4.0,42,-65.0,-51.0,-51.0,-63.0,-72.0,-77.0,-72.0,-64.0,-55.0,-70.0
7708,4.0,42,-58.0,-50.0,-53.0,-63.0,,-60.0,-73.0,,,-73.0
7709,4.0,42,-69.0,-54.0,-41.0,-55.0,-67.0,,-73.0,-62.0,-52.0,-66.0
7710,4.0,42,-67.0,-64.0,-53.0,-70.0,,-61.0,-70.0,-70.0,-68.0,-78.0
7711,4.0,42,-65.0,-59.0,-55.0,-71.0,-81.0,-71.0,-73.0,-66.0,-57.0,-76.0
7712,4.0,42,-71.0,-54.0,-44.0,-58.0,-79.0,,-66.0,-55.0,-59.0,
7713,4.0,42,-69.0,-54.0,,-56.0,-75.0,-71.0,-73.0,,-50.0,-73.0
7714,4.0,42,-61.0,-52.0,-53.0,-69.0,-81.0,-63.0,-64.0,,,-74.0
7715,4.0,42,-64.0,-47.0,,-74.0,,-72.0,-68.0,-59.0,-68.0,-73.0
7716,4.0,42,,,,-65.0,-77.0,-69.0,-69.0,,,
7717,4.0,42,-64.0,-52.0,-65.0,-68.0,,-69.0,-75.0,-75.0,-67.0,-78.0
7718,4.0,42,-61.0,,-41.0,,,-73.0,,-56.0,-60.0,
7719,4.0,42,-67.0,-51.0,,,,-70.0,,,,
7720,4.0,42,,-56.0,,,,-58.0,,-76.0,-70.0,
7721,4.0,42,-60.0,-54.0,-42.0,-67.0,-73.0,-72.0,,-52.0,-55.0,-69.0
7722,4.0,42,-61.0,,,-66.0,,-56.0,-68.0,-65.0,,-79.0
7723,4.0,42,-59.0,-60.0,-56.0,-61.0,,-68.0,-72.0,-58.0,,-76.0
7724,4.0,42,-81.0,-51.0,-45.0,-54.0,-73.0,-70.0,-67.0,-64.0,-50.0,-75.0
7725,4.0,42,-63.0,-54.0,-44.0,-67.0,,-68.0,-68.0,-65.0,-55.0,
7726,4.0,42,-60.0,-54.0,-46.0,-73.0,,-64.0,-67.0,-68.0,,-78.0
7727,4.0,42,-71.0,-52.0,-46.0,-70.0,-77.0,,-65.0,-63.0,-56.0,-73.0
7728,4.0,42,-58.0,-48.0,-52.0,,,-59.0,-67.0,-67.0,-72.0,
7729,4.0,42,-69.0,-54.0,-43.0,-58.0,-70.0,-71.0,-75.0,-58.0,,-64.0
7730,4.0,42,-67.0,-48.0,-48.0,-66.0,,-71.0,-65.0,-57.0,-63.0,-76.0
7731,4.0,42,-61.0,-53.0,,-53.0,,-71.0,-67.0,-66.0,-58.0,-78.0
7732,4.0,42,-71.0,-50.0,-53.0,-69.0,-83.0,-65.0,-66.0,-65.0,-71.0,
7733,4.0,42,-53.0,-48.0,-54.0,-73.0,,-67.0,-66.0,-79.0,-68.0,-80.0
7734,4.0,42,-67.0,,-48.0,-61.0,-69.0,-71.0,-71.0,-61.0,-63.0,-66.0
7735,4.0,42,-65.0,-53.0,,-57.0,,-68.0,-72.0,-61.0,,
7736,4.0,42,,-65.0,-47.0,,-66.0,-70.0,,-59.0,,-67.0
7737,4.0,42,,-55.0,,-59.0,-72.0,-75.0,,-59.0,,-73.0
7738,4.0,42,-64.0,,-45.0,-64.0,-82.0,-70.0,-71.0,-69.0,-68.0,
7739,4.0,42,,,,-73.0,,-65.0,-64.0,-67.0,-78.0,-82.0
7740,4.0,42,,,-40.0,-57.0,-74.0,-71.0,,-59.0,-51.0,
7741,4.0,42,-68.0,-60.0,-50.0,-75.0,-79.0,-61.0,-72.0,-64.0,-68.0,-80.0
7742,4.0,42,-61.0,-44.0,,,,-67.0,,-67.0,-72.0,
7743,4.0,42,-64.0,-57.0,-45.0,,-79.0,-77.0,,,,-73.0
7744,4.0,42,-63.0,-48.0,-45.0,-62.0,,-77.0,-65.0,-59.0,-56.0,-70.0
7745,4.0,42,-58.0,-60.0,-53.0,-64.0,-73.0,-65.0,-71.0,-63.0,-63.0,-77.0
7746,4.0,42,,-60.0,,-60.0,,,,-63.0,-53.0,-71.0
7747,4.0,42,-68.0,-54.0,-56.0,-66.0,-88.0,-59.0,-66.0,-67.0,-67.0,-82.0
7748,4.0,42,-59.0,,-55.0,-62.0,,-64.0,,-70.0,-62.0,-75.0
7749,4.0,42,-68.0,,-64.0,-55.0,-72.0,-73.0,-75.0,,-50.0,
7750,4.0,42,-76.0,-61.0,-46.0,-73.0,,-67.0,-71.0,-66.0,-58.0,-87.0
7751,4.0,42,,-53.0,-42.0,-57.0,,,,-58.0,-60.0,
7752,4.0,42,-62.0,-61.0,-48.0,-57.0,-75.0,-76.0,-74.0,-55.0,-51.0,-72.0
7753,4.0,42,,-44.0,-47.0,-68.0,,-71.0,-71.0,-61.0,-64.0,-77.0
7754,4.0,42,-63.0,-48.0,-46.0,,,-70.0,-73.0,,-56.0,-73.0
7755,4.0,42,-65.0,-61.0,-60.0,-69.0,-82.0,-57.0,-66.0,-65.0,-65.0,
7756,4.0,42,,-47.0,-54.0,-72.0,,-68.0,-63.0,,-73.0,
7757,4.0,42,,-63.0,,-63.0,-70.0,-72.0,,-60.0,,-71.0
7758,4.0,42,-70.0,-60.0,,-63.0,-75.0,-67.0,,,-53.0,-75.0
7759,4.0,42,-64.0,-48.0,-45.0,-55.0,,-76.0,-74.0,-57.0,-60.0,-71.0
7760,4.0,42,-63.0,-54.0,-45.0,-62.0,-76.0,-71.0,-66.0,-58.0,-64.0,
7761,4.0,42,-57.0,-59.0,-53.0,-61.0,,-60.0,-67.0,-67.0,-70.0,-79.0
7762,4.0,42,-60.0,-51.0,-49.0,-57.0,-74.0,-70.0,-67.0,-67.0,-59.0,-81.0
7763,4.0,42,-58.0,-58.0,-44.0,,-71.0,-76.0,-71.0,-58.0,-55.0,-63.0
7764,4.0,42,-68.0,-51.0,,-64.0,-71.0,-70.0,-65.0,-63.0,-50.0,-80.0
7765,4.0,42,,-63.0,-47.0,-56.0,,-79.0,-72.0,-56.0,-53.0,-70.0
7766,4.0,42,-62.0,-64.0,-47.0,-69.0,-76.0,,,-73.0,-61.0,-77.0
7767,4.0,42,-65.0,-53.0,,-68.0,,-72.0,-66.0,-64.0,,-74.0
7768,4.0,42,-65.0,-61.0,,-55.0,-70.0,-78.0,-72.0,,-59.0,
7769,4.0,42,-65.0,-47.0,-46.0,-59.0,,-76.0,-72.0,-59.0,-61.0,-70.0
7770,4.0,42,,-49.0,,,,,,,,
7771,4.0,42,-66.0,-55.0,-51.0,-81.0,-73.0,-60.0,-70.0,-64.0,,-73.0
7772,4.0,42,-63.0,-58.0,-47.0,-63.0,-68.0,-76.0,,-61.0,,-69.0
7773,4.0,42,-66.0,-56.0,-44.0,,,-76.0,,,-69.0,
7774,4.0,42,-66.0,-57.0,-63.0,-69.0,,-55.0,-66.0,-63.0,-64.0,-83.0
7775,4.0,42,-63.0,-55.0,-43.0,-59.0,,-59.0,-71.0,-59.0,,
7776,4.0,42,-69.0,-58.0,-41.0,-57.0,,-75.0,-70.0,-55.0,-51.0,-73.0
7777,4.0,42,-56.0,-51.0,-46.0,-64.0,-78.0,-62.0,,-63.0,,-73.0
7778,4.0,42,-59.0,-54.0,-57.0,-69.0,,-60.0,-69.0,-63.0,-70.0,-83.0
7779,4.0,42,-64.0,-59.0,-45.0,-54.0,,,-72.0,-64.0,-56.0,-63.0
7780,4.0,42,-70.0,,-47.0,,,-69.0,-64.0,-64.0,-71.0,
7781,4.0,42,,-47.0,,,,-73.0,,-60.0,,
7782,4.0,42,-63.0,-57.0,-43.0,-68.0,-72.0,,-71.0,-61.0,-49.0,-74.0
7783,4.0,42,-67.0,-74.0,-57.0,-69.0,,-61.0,-69.0,-69.0,,-76.0
7784,4.0,42,,-54.0,-51.0,-68.0,,,,-64.0,-69.0,
7785,4.0,42,-58.0,,,-66.0,-78.0,-66.0,-63.0,-66.0,-59.0,-77.0
7786,4.0,42,-69.0,-55.0,-46.0,-59.0,-69.0,-70.0,-68.0,-62.0,-56.0,-78.0
7787,4.0,42,,,,-67.0,-69.0,-72.0,,-65.0,-60.0,-76.0
7788,4.0,42,-68.0,-60.0,,,,-65.0,-68.0,-60.0,-60.0,
7789,4.0,42,-62.0,-62.0,-48.0,-57.0,,,-74.0,,,-73.0
7790,4.0,42,-63.0,-53.0,-55.0,-62.0,,-62.0,,-72.0,-61.0,-75.0
7791,4.0,42,-56.0,-50.0,-55.0,-70.0,,-61.0,-70.0,-70.0,-68.0,-73.0
7792,4.0,42,,,-41.0,-62.0,-74.0,-69.0,-69.0,-70.0,-49.0,-74.0
7793,4.0,42,,,,,,-70.0,,-62.0,,
7794,4.0,42,-66.0,-52.0,-44.0,-56.0,,-68.0,,,-61.0,
7795,4.0,42,-66.0,-51.0,-43.0,,,-63.0,,-58.0,,-76.0
7796,4.0,42,-57.0,,-48.0,-75.0,,-68.0,,-67.0,-74.0,-81.0
7797,4.0,42,-63.0,-50.0,-40.0,-76.0,,-72.0,-71.0,-54.0,-64.0,-67.0
7798,4.0,42,-60.0,-54.0,,-56.0,-70.0,-69.0,-72.0,-60.0,-53.0,-72.0
7799,4.0,42,-69.0,-55.0,-43.0,,-69.0,-73.0,,-57.0,-58.0,
7800,4.0,42,,-69.0,,-68.0,-79.0,,-68.0,-54.0,,-69.0
7801,4.0,42,,-63.0,-44.0,-68.0,,-67.0,-64.0,-60.0,-63.0,-77.0
7802,4.0,42,,,-48.0,-56.0,,-69.0,-68.0,-57.0,-55.0,-70.0
7803,4.0,42,-56.0,-53.0,,,,-59.0,-67.0,,-67.0,-77.0
7804,4.0,42,,,-46.0,-67.0,,-72.0,-69.0,-62.0,,-74.0
7805,4.0,42,-63.0,-58.0,-56.0,,,-73.0,-70.0,,,
7806,4.0,42,-58.0,,-49.0,-56.0,,-78.0,,-61.0,-57.0,-82.0
7807,4.0,42,,-67.0,-46.0,-70.0,,,,-60.0,-65.0,-75.0
7808,4.0,42,,-59.0,,,,-62.0,-73.0,-61.0,-64.0,
7809,4.0,42,-69.0,-49.0,-43.0,-60.0,-71.0,-72.0,,,-57.0,-74.0
7810,4.0,42,-67.0,-60.0,,,-75.0,-67.0,-70.0,-57.0,-60.0,-81.0
7811,4.0,42,-65.0,-55.0,-47.0,,,-71.0,-69.0,-57.0,-63.0,-74.0
7812,4.0,42,-61.0,-63.0,-55.0,-58.0,-73.0,,-72.0,-56.0,,-71.0
7813,4.0,42,-72.0,-62.0,-44.0,-57.0,-71.0,-76.0,-68.0,-53.0,-67.0,-74.0
7814,4.0,42,,-54.0,,,,-59.0,-66.0,-72.0,-71.0,
7815,4.0,42,-62.0,-61.0,-41.0,-64.0,,-71.0,-69.0,-70.0,,-77.0
7816,4.0,42,-66.0,,-46.0,-69.0,,,-71.0,-65.0,-59.0,-70.0
7817,4.0,42,,-53.0,-42.0,-56.0,,-69.0,-70.0,-58.0,-62.0,-78.0
7818,4.0,42,-51.0,-47.0,-50.0,-64.0,,-67.0,-64.0,,,-79.0
7819,4.0,42,-54.0,,-56.0,-69.0,,-67.0,,-69.0,-66.0,-81.0
7820,4.0,42,-62.0,-54.0,-46.0,,,-74.0,-67.0,,,-73.0
7821,4.0,42,,-50.0,-54.0,,-83.0,,-65.0,-69.0,-73.0,-78.0
7822,4.0,42,-54.0,-47.0,-46.0,-72.0,,-67.0,,-61.0,-62.0,-81.0
7823,4.0,42,-70.0,-60.0,-48.0,-63.0,-71.0,-77.0,-73.0,,,-71.0
7824,4.0,42,-67.0,-63.0,-46.0,-56.0,,-70.0,-66.0,-66.0,-59.0,-76.0
7825,4.0,42,-68.0,-53.0,-41.0,-61.0,,-71.0,,-57.0,-51.0,
7826,4.0,42,-60.0,-60.0,-53.0,-71.0,,-70.0,-72.0,-68.0,-58.0,
7827,4.0,42,-62.0,,-51.0,-55.0,,-65.0,-69.0,-61.0,-64.0,-74.0
7828,4.0,42,-72.0,-55.0,-45.0,-65.0,,-64.0,-64.0,-58.0,,-74.0
7829,4.0,42,,,,-64.0,,-78.0,,-62.0,-50.0,
7830,4.0,42,,-53.0,-45.0,-58.0,,-72.0,,-58.0,,-71.0
7831,4.0,42,-68.0,-61.0,-51.0,-62.0,-70.0,-79.0,-70.0,,,-73.0
7832,4.0,42,,-59.0,-55.0,-67.0,,-58.0,,,-71.0,-75.0
7833,4.0,42,-71.0,,-44.0,-54.0,-71.0,-78.0,,-57.0,,
7834,4.0,42,-67.0,-61.0,-44.0,-65.0,,-78.0,-69.0,-63.0,-72.0,-78.0
7835,4.0,42,-65.0,-60.0,-58.0,-65.0,-74.0,-63.0,-73.0,-66.0,-69.0,-80.0
7836,4.0,42,-62.0,-52.0,-50.0,-67.0,-88.0,-59.0,-66.0,-68.0,-69.0,-82.0
7837,4.0,42,,,,-56.0,,,-73.0,-66.0,-58.0,-72.0
7838,4.0,42,-64.0,,,-72.0,,-64.0,-73.0,-66.0,-63.0,-81.0
7839,4.0,42,-64.0,,,-70.0,-84.0,-75.0,,-63.0,-67.0,-84.0
7840,4.0,42,-57.0,-52.0,-53.0,,,-62.0,-72.0,-64.0,,
7841,4.0,42,-65.0,-64.0,-46.0,-57.0,-70.0,-74.0,-74.0,-60.0,-55.0,-65.0
7842,4.0,42,,-52.0,-53.0,-70.0,,,-73.0,-75.0,-70.0,-80.0
7843,4.0,42,-59.0,-58.0,-49.0,-66.0,-74.0,,-70.0,-64.0,-63.0,-70.0
7844,4.0,42,,,,,,,,,,-75.0
7845,4.0,42,,-53.0,-46.0,-58.0,,-70.0,-67.0,-60.0,-58.0,-77.0
7846,4.0,42,-59.0,-47.0,-57.0,-72.0,-79.0,-58.0,-71.0,-66.0,-72.0,-78.0
7847,4.0,42,-59.0,-57.0,-45.0,-57.0,-72.0,-70.0,-70.0,-63.0,-58.0,-76.0
7848,4.0,42,-62.0,-51.0,-44.0,-63.0,,-65.0,-71.0,-70.0,-60.0,-70.0
7849,4.0,42,-55.0,-49.0,,,,-58.0,-69.0,,,-78.0
7850,4.0,42,,-55.0,,-59.0,-73.0,,,-52.0,-57.0,-64.0
7851,4.0,42,-55.0,,,,-80.0,,,-67.0,-63.0,-79.0
7852,4.0,42,-78.0,-58.0,-40.0,,,-70.0,-73.0,-58.0,,-80.0
7853,4.0,42,-58.0,-48.0,-51.0,-70.0,,-64.0,,-76.0,,-77.0
7854,4.0,42,-58.0,-63.0,-48.0,-66.0,,-57.0,-65.0,-63.0,-63.0,-78.0
7855,4.0,42,-59.0,-48.0,-48.0,-68.0,,-63.0,-68.0,,-62.0,-78.0
7856,4.0,42,-61.0,-54.0,-43.0,-56.0,,-77.0,,-60.0,,-75.0
7857,4.0,42,-64.0,,-42.0,-59.0,,-76.0,-72.0,-50.0,-57.0,-64.0
7858,4.0,42,-65.0,,-44.0,-52.0,-72.0,-79.0,,-56.0,-54.0,
7859,4.0,42,-63.0,-61.0,-48.0,-65.0,-71.0,-79.0,-70.0,-67.0,-64.0,-67.0
7860,4.0,42,-65.0,-66.0,-45.0,-57.0,-70.0,-76.0,-74.0,-59.0,,-65.0
7861,4.0,42,-66.0,-52.0,-42.0,-67.0,-76.0,-75.0,-69.0,-66.0,,-74.0
7862,4.0,42,-64.0,-54.0,-43.0,-70.0,,-65.0,-64.0,-62.0,-64.0,
7863,4.0,42,-62.0,-48.0,-44.0,-73.0,-80.0,-78.0,-70.0,-64.0,-69.0,-71.0
7864,4.0,42,-69.0,-65.0,,-68.0,,-75.0,-69.0,-59.0,,-69.0
