,x,ref_sensor,s57,s20,s54,s05,s34,s22,s06,s31,s36,s35
7293,4.0,35,-48.0,-43.0,-52.0,-71.0,,-71.0,-54.0,-70.0,-71.0,-76.0
7294,4.0,35,-45.0,-46.0,,-62.0,-78.0,-57.0,-57.0,-73.0,-63.0,
7295,4.0,35,-65.0,-65.0,-59.0,,-77.0,-65.0,-62.0,-78.0,-71.0,-77.0
7296,4.0,35,-48.0,-40.0,-51.0,-66.0,,-73.0,,-68.0,-73.0,-74.0
7297,4.0,35,-56.0,-40.0,-49.0,,,,-62.0,-69.0,-69.0,
7298,4.0,35,,-44.0,-56.0,-61.0,-79.0,,-57.0,-73.0,-64.0,
7299,4.0,35,,-67.0,,-56.0,,-60.0,-66.0,-72.0,-78.0,-72.0
7300,4.0,35,,-43.0,-53.0,-69.0,,-68.0,-59.0,-72.0,-68.0,-80.0
7301,4.0,35,-56.0,-63.0,-66.0,-73.0,,,-57.0,-67.0,,-82.0
7302,4.0,35,-58.0,,-59.0,-63.0,-82.0,-61.0,,-67.0,-69.0,-74.0
7303,4.0,35,-59.0,-67.0,,-73.0,-77.0,-60.0,-59.0,-70.0,-71.0,-77.0
7304,4.0,35,-64.0,-61.0,-58.0,-63.0,,-62.0,-60.0,-71.0,-65.0,
7305,4.0,35,-45.0,-45.0,,,,-71.0,,,-66.0,-69.0
7306,4.0,35,-47.0,-44.0,-51.0,-61.0,,-57.0,-54.0,-75.0,-62.0,-75.0
7307,4.0,35,,-62.0,-50.0,-66.0,,,-63.0,-67.0,,-69.0
7308,4.0,35,,-66.0,-57.0,-64.0,,,,-75.0,,-73.0
7309,4.0,35,,-43.0,-61.0,,,-53.0,-48.0,-75.0,-67.0,
7310,4.0,35,-59.0,-57.0,,-61.0,,-57.0,-57.0,,-72.0,-80.0
7311,4.0,35,-68.0,-70.0,-58.0,-59.0,,-60.0,-69.0,,-72.0,
7312,4.0,35,-56.0,-37.0,-57.0,-74.0,,-61.0,-57.0,-69.0,-75.0,-78.0
7313,4.0,35,-62.0,-66.0,-73.0,-62.0,,-63.0,-67.0,-70.0,,-82.0
7314,4.0,35,-67.0,-70.0,-65.0,-72.0,,-57.0,-57.0,-69.0,,-84.0
7315,4.0,35,,,,,,-60.0,,,,-69.0
7316,4.0,35,-56.0,,,-73.0,,-54.0,,,,-75.0
7317,4.0,35,-50.0,-40.0,-54.0,,-79.0,-69.0,-56.0,-66.0,-69.0,-76.0
7318,4.0,35,-57.0,-39.0,,,,-57.0,,-73.0,,
7319,4.0,35,,-43.0,,,,-64.0,-55.0,,-71.0,-85.0
7320,4.0,35,-52.0,-42.0,-49.0,-71.0,,-68.0,-64.0,-75.0,-76.0,
7321,4.0,35,-53.0,-47.0,-50.0,-64.0,-77.0,-67.0,-63.0,-65.0,-69.0,-73.0
7322,4.0,35,-54.0,-45.0,-59.0,-72.0,,-66.0,-60.0,-71.0,,-79.0
7323,4.0,35,-49.0,-42.0,,-63.0,,-63.0,,-63.0,,-79.0
7324,4.0,35,-52.0,-37.0,-57.0,-75.0,,-53.0,-54.0,-76.0,-72.0,-79.0
7325,4.0,35,-54.0,-39.0,-49.0,-72.0,,-67.0,-63.0,,-63.0,-77.0
7326,4.0,35,,-43.0,-53.0,-64.0,,-61.0,-46.0,-71.0,-70.0,-79.0
7327,4.0,35,,-46.0,-58.0,-72.0,,-58.0,,-78.0,-80.0,-82.0
7328,4.0,35,,-39.0,,,,-51.0,-53.0,-79.0,-79.0,
7329,4.0,35,-60.0,-61.0,,-62.0,,-58.0,-56.0,-67.0,,
7330,4.0,35,-56.0,-68.0,,,,-56.0,-62.0,-76.0,,
7331,4.0,35,-54.0,,-50.0,-64.0,,-63.0,,-64.0,-67.0,-74.0
7332,4.0,35,-67.0,,,-62.0,-71.0,-57.0,-73.0,-68.0,-74.0,-85.0
7333,4.0,35,-70.0,-61.0,-55.0,,,-66.0,-56.0,-67.0,-66.0,-75.0
7334,4.0,35,-48.0,-43.0,-52.0,-70.0,,-62.0,,-68.0,-67.0,-74.0
7335,4.0,35,-54.0,-45.0,-59.0,,-79.0,-64.0,,-71.0,-70.0,
7336,4.0,35,,-47.0,,,,-63.0,-60.0,,,-74.0
7337,4.0,35,-54.0,-60.0,-62.0,-75.0,,-54.0,-54.0,-69.0,-63.0,
7338,4.0,35,-60.0,-38.0,-66.0,-76.0,,-51.0,-48.0,-78.0,-74.0,-84.0
7339,4.0,35,-71.0,-64.0,-61.0,-57.0,,-62.0,-71.0,-72.0,-71.0,-72.0
7340,4.0,35,,-68.0,-55.0,-75.0,,-55.0,-54.0,-66.0,-69.0,-75.0
7341,4.0,35,,-48.0,-61.0,-67.0,,-55.0,-55.0,-74.0,-75.0,
7342,4.0,35,-54.0,,-55.0,-76.0,,,,-72.0,-68.0,-75.0
7343,4.0,35,-44.0,-44.0,-54.0,-57.0,,-68.0,-58.0,-72.0,-62.0,-70.0
7344,4.0,35,-48.0,-43.0,-58.0,-73.0,,-55.0,-58.0,-76.0,,-82.0
7345,4.0,35,-62.0,-63.0,-61.0,-74.0,,-59.0,-60.0,,,-78.0
7346,4.0,35,-46.0,-45.0,-65.0,-75.0,,-57.0,-55.0,-80.0,-79.0,-81.0
7347,4.0,35,,-61.0,,-68.0,,,,-68.0,-68.0,-76.0
7348,4.0,35,-45.0,-46.0,-53.0,-67.0,,-57.0,,-72.0,-65.0,-73.0
7349,4.0,35,,,-50.0,-68.0,-79.0,-60.0,-63.0,,,-76.0
7350,4.0,35,-59.0,-42.0,,-70.0,,-76.0,,,-63.0,-80.0
7351,4.0,35,-46.0,-44.0,-55.0,-59.0,,-68.0,-58.0,-72.0,-70.0,-69.0
7352,4.0,35,-65.0,,,,,-60.0,-58.0,,,
7353,4.0,35,-65.0,-60.0,,-70.0,,-61.0,-70.0,-65.0,,
7354,4.0,35,-50.0,-46.0,,-70.0,,-60.0,-60.0,-79.0,-70.0,
7355,4.0,35,-67.0,,-67.0,,,-61.0,-61.0,-69.0,,
7356,4.0,35,-62.0,-57.0,-51.0,-69.0,,-56.0,-57.0,-77.0,-72.0,
7357,4.0,35,-52.0,-46.0,-52.0,-65.0,-73.0,-61.0,-58.0,-64.0,-66.0,-73.0
7358,4.0,35,,-65.0,-53.0,-63.0,-77.0,-57.0,,-74.0,-71.0,-77.0
7359,4.0,35,-45.0,-45.0,-54.0,-72.0,,-61.0,-56.0,-83.0,-73.0,-77.0
7360,4.0,35,-56.0,,-52.0,,,-64.0,,-69.0,,-70.0
7361,4.0,35,,,-53.0,-67.0,,,,-70.0,-70.0,-73.0
7362,4.0,35,-50.0,-41.0,-47.0,-76.0,,-66.0,-56.0,,-68.0,-74.0
7363,4.0,35,-55.0,-47.0,-59.0,-61.0,-77.0,-66.0,-59.0,-69.0,-76.0,-78.0
7364,4.0,35,-51.0,-55.0,,-76.0,,-52.0,-50.0,-75.0,-77.0,-84.0
7365,4.0,35,-69.0,-67.0,-64.0,-59.0,,-60.0,-69.0,,-67.0,-66.0
7366,4.0,35,,-44.0,-50.0,,-76.0,-61.0,,-65.0,-63.0,
7367,4.0,35,,-52.0,-65.0,-73.0,,-58.0,-58.0,-77.0,-79.0,-79.0
7368,4.0,35,-46.0,-43.0,-54.0,-69.0,,-61.0,-57.0,-75.0,-71.0,-79.0
7369,4.0,35,-63.0,-40.0,-52.0,,,-71.0,-62.0,-70.0,,
7370,4.0,35,-51.0,,-56.0,-72.0,,-54.0,-53.0,-81.0,-75.0,-81.0
7371,4.0,35,,-39.0,,-77.0,,,-57.0,,-65.0,-75.0
7372,4.0,35,,-39.0,,-71.0,,,,-68.0,-68.0,-81.0
7373,4.0,35,-50.0,-38.0,-52.0,-69.0,,-65.0,-60.0,-66.0,-62.0,-77.0
7374,4.0,35,-58.0,,-49.0,-68.0,-75.0,-63.0,-68.0,,-74.0,
7375,4.0,35,-46.0,-46.0,-59.0,,,-60.0,-58.0,,-77.0,
7376,4.0,35,-72.0,,-50.0,-62.0,,-67.0,-59.0,,,-68.0
7377,4.0,35,-71.0,-59.0,-58.0,-63.0,,-62.0,-57.0,-69.0,,-75.0
7378,4.0,35,-48.0,-41.0,-51.0,-66.0,,-67.0,-69.0,-68.0,-73.0,-72.0
7379,4.0,35,-50.0,-42.0,-51.0,-66.0,-80.0,-73.0,-57.0,-65.0,-65.0,-72.0
7380,4.0,35,-61.0,-61.0,-50.0,-69.0,-78.0,-66.0,-68.0,-74.0,,-83.0
7381,4.0,35,-58.0,-38.0,,-75.0,-75.0,-67.0,-59.0,-69.0,-68.0,-74.0
7382,4.0,35,-47.0,-47.0,-57.0,,,-55.0,-57.0,-73.0,,
7383,4.0,35,,-42.0,-54.0,,,,,,,
7384,4.0,35,,-40.0,,,,-67.0,-55.0,-70.0,,-77.0
7385,4.0,35,-45.0,-46.0,-64.0,-71.0,,-56.0,,-74.0,-74.0,-81.0
7386,4.0,35,,-60.0,,,-83.0,,-64.0,-73.0,-72.0,
7387,4.0,35,-47.0,,-54.0,-72.0,,-61.0,-57.0,-65.0,-72.0,-78.0
7388,4.0,35,-56.0,-64.0,,-65.0,-79.0,-63.0,-56.0,,-68.0,
7389,4.0,35,,-63.0,,,-82.0,-60.0,-64.0,,-68.0,-66.0
7390,4.0,35,-56.0,-40.0,-49.0,-75.0,,-68.0,-60.0,-69.0,-70.0,-74.0
7391,4.0,35,-47.0,-43.0,-57.0,-70.0,,-55.0,-58.0,,-76.0,-84.0
7392,4.0,35,-48.0,-42.0,-49.0,-66.0,,-63.0,,-74.0,-66.0,-76.0
7393,4.0,35,,,,,,-63.0,,,,
7394,4.0,35,-55.0,-65.0,-60.0,-79.0,,-59.0,-64.0,-82.0,-72.0,-86.0
7395,4.0,35,-64.0,-63.0,,-70.0,,-74.0,,-79.0,-64.0,-71.0
7396,4.0,35,-66.0,-65.0,,,,-58.0,-62.0,,,
7397,4.0,35,-58.0,-64.0,,,,-63.0,-55.0,-67.0,-70.0,
7398,4.0,35,-48.0,,-47.0,-63.0,,-59.0,-55.0,-71.0,-64.0,-77.0
7399,4.0,35,-67.0,-59.0,-51.0,-63.0,,-59.0,-63.0,-70.0,,-80.0
7400,4.0,35,-53.0,-44.0,-55.0,-65.0,,-72.0,-52.0,-74.0,-62.0,-71.0
7401,4.0,35,-46.0,-48.0,-65.0,-71.0,,-56.0,,-77.0,,-83.0
7402,4.0,35,-47.0,-44.0,-53.0,-65.0,-78.0,-77.0,-59.0,-67.0,-63.0,-70.0
7403,4.0,35,-50.0,-41.0,-54.0,-65.0,,-70.0,-54.0,-72.0,-67.0,-73.0
7404,4.0,35,-61.0,-64.0,-61.0,,,,,,-73.0,
7405,4.0,35,-64.0,-67.0,-62.0,-65.0,,-62.0,-60.0,,-65.0,-81.0
7406,4.0,35,-61.0,-61.0,-53.0,-70.0,-76.0,-61.0,,-64.0,-72.0,-72.0
7407,4.0,35,-57.0,-39.0,-56.0,-67.0,-78.0,-73.0,-53.0,-67.0,-63.0,-77.0
7408,4.0,35,,-36.0,-51.0,-71.0,,,,-70.0,-72.0,-73.0
7409,4.0,35,-56.0,-41.0,-47.0,-72.0,,-72.0,-56.0,-62.0,-67.0,-82.0
7410,4.0,35,-58.0,-42.0,-58.0,,,-74.0,-59.0,-69.0,,
7411,4.0,35,,-64.0,,-60.0,,-63.0,-68.0,-73.0,-74.0,
7412,4.0,35,,-67.0,-73.0,-71.0,,-61.0,-59.0,-71.0,,-78.0
7413,4.0,35,,-65.0,-67.0,-66.0,,-64.0,-57.0,-73.0,-75.0,
7414,4.0,35,,-39.0,-49.0,-78.0,,-66.0,-58.0,-71.0,-68.0,-78.0
7415,4.0,35,-63.0,-58.0,,,-82.0,-63.0,-57.0,,-66.0,
7416,4.0,35,-60.0,-65.0,,-63.0,,-63.0,-69.0,-70.0,-78.0,-80.0
7417,4.0,35,-59.0,-60.0,-53.0,-76.0,-77.0,-66.0,-60.0,-72.0,-68.0,
7418,4.0,35,-56.0,-40.0,-47.0,-75.0,,-61.0,-58.0,-71.0,-68.0,-72.0
7419,4.0,35,-62.0,-63.0,-62.0,-59.0,,,,-68.0,-71.0,-72.0
7420,4.0,35,-48.0,-42.0,-56.0,,-81.0,-71.0,,-82.0,-63.0,
7421,4.0,35,-61.0,-70.0,-47.0,-64.0,-74.0,-60.0,-71.0,-73.0,,-72.0
7422,4.0,35,-45.0,-46.0,-55.0,-63.0,,-58.0,,-75.0,,-76.0
7423,4.0,35,-67.0,-55.0,-70.0,-72.0,,-55.0,-56.0,-79.0,-75.0,-83.0
7424,4.0,35,-46.0,-43.0,-55.0,-68.0,,-58.0,-58.0,-75.0,,
7425,4.0,35,,,-48.0,-75.0,,,,-66.0,,-74.0
7426,4.0,35,-45.0,,-53.0,-65.0,,-59.0,-58.0,-74.0,-62.0,-76.0
7427,4.0,35,,-60.0,-50.0,-61.0,,-62.0,,,-72.0,
7428,4.0,35,-69.0,-64.0,-61.0,-57.0,,,-69.0,-71.0,-75.0,-69.0
7429,4.0,35,-68.0,-59.0,-59.0,-67.0,-79.0,-59.0,-65.0,-62.0,-65.0,-72.0
7430,4.0,35,-69.0,-65.0,-65.0,-59.0,-79.0,-62.0,-70.0,-73.0,-70.0,
7431,4.0,35,-67.0,-38.0,-71.0,-75.0,,-51.0,-49.0,-83.0,-71.0,-81.0
7432,4.0,35,,-45.0,-51.0,-60.0,,,-52.0,-70.0,-74.0,-73.0
7433,4.0,35,-56.0,-66.0,-56.0,,,,-56.0,-68.0,-67.0,-75.0
7434,4.0,35,-49.0,-44.0,-48.0,,,-69.0,-57.0,-69.0,-71.0,
7435,4.0,35,-60.0,-62.0,-64.0,-61.0,,-57.0,-67.0,-80.0,-70.0,-81.0
7436,4.0,35,-60.0,-66.0,-57.0,-64.0,-82.0,-64.0,-63.0,-77.0,,
7437,4.0,35,-46.0,-50.0,,,,-57.0,-58.0,,,
7438,4.0,35,-56.0,-37.0,-66.0,-76.0,,-52.0,-50.0,-72.0,-75.0,-83.0
7439,4.0,35,-71.0,-62.0,-72.0,,,-60.0,-69.0,-61.0,-67.0,-69.0
7440,4.0,35,-49.0,-41.0,,-63.0,,-67.0,-64.0,-65.0,-64.0,-68.0
7441,4.0,35,-68.0,-56.0,-56.0,-67.0,-74.0,-69.0,-61.0,-64.0,-65.0,
7442,4.0,35,-64.0,-64.0,,-67.0,,-68.0,-62.0,-73.0,,
7443,4.0,35,-49.0,-43.0,-48.0,-64.0,,-73.0,-54.0,-69.0,-66.0,-76.0
7444,4.0,35,-55.0,-62.0,-51.0,-72.0,-78.0,-69.0,-69.0,-74.0,-74.0,-73.0
7445,4.0,35,-65.0,,-64.0,-73.0,,-56.0,-61.0,-73.0,-79.0,-79.0
7446,4.0,35,-56.0,-41.0,-52.0,-68.0,-75.0,-67.0,,-67.0,-69.0,-78.0
7447,4.0,35,-60.0,-58.0,-55.0,-73.0,,-55.0,-51.0,-66.0,-67.0,-78.0
7448,4.0,35,-58.0,-66.0,-64.0,-62.0,,-59.0,-64.0,-72.0,,-76.0
7449,4.0,35,-45.0,-43.0,-50.0,-65.0,,-56.0,,,-67.0,-75.0
7450,4.0,35,,-43.0,-54.0,-59.0,-78.0,-66.0,,-72.0,-64.0,-67.0
7451,4.0,35,-54.0,-44.0,-51.0,,,-71.0,-55.0,,-66.0,-81.0
7452,4.0,35,-55.0,-51.0,-66.0,-73.0,,-53.0,-52.0,-70.0,-83.0,-83.0
7453,4.0,35,-58.0,-55.0,-63.0,-73.0,,-52.0,-50.0,-77.0,-77.0,
7454,4.0,35,,-63.0,,-74.0,,,,-72.0,-77.0,-80.0
7455,4.0,35,,-47.0,-55.0,-65.0,,-57.0,,-69.0,-68.0,-77.0
7456,4.0,35,-64.0,-68.0,-63.0,-73.0,,-60.0,-59.0,-84.0,,-85.0
7457,4.0,35,-53.0,-45.0,-54.0,-63.0,-72.0,-70.0,-53.0,,-62.0,-70.0
7458,4.0,35,-66.0,-60.0,-55.0,-65.0,,,-67.0,-63.0,-66.0,-71.0
7459,4.0,35,-66.0,-58.0,-50.0,-64.0,,-58.0,-59.0,-68.0,-74.0,-77.0
7460,4.0,35,-70.0,-56.0,-50.0,-67.0,,-61.0,-60.0,-66.0,-74.0,-70.0
7461,4.0,35,-66.0,-65.0,-58.0,-71.0,,-59.0,-65.0,-66.0,-67.0,-75.0
7462,4.0,35,-71.0,-64.0,-60.0,-58.0,,-62.0,-70.0,,-73.0,-72.0
7463,4.0,35,-54.0,,-66.0,-76.0,,-57.0,-55.0,-68.0,,
7464,4.0,35,-66.0,-53.0,-52.0,,,-56.0,-54.0,,-68.0,
7465,4.0,35,-60.0,-68.0,-73.0,-67.0,,-62.0,-61.0,,-81.0,-77.0
7466,4.0,35,-54.0,-43.0,-51.0,-68.0,,-65.0,-61.0,-70.0,-70.0,-72.0
7467,4.0,35,-48.0,-48.0,,-66.0,,-57.0,,,-72.0,
7468,4.0,35,-54.0,-66.0,,-71.0,,-57.0,-64.0,-83.0,-77.0,-79.0
7469,4.0,35,-44.0,-46.0,-51.0,-67.0,,-57.0,-63.0,-74.0,-65.0,-75.0
7470,4.0,35,-61.0,-53.0,-52.0,,-85.0,-59.0,-64.0,,-73.0,-71.0
7471,4.0,35,-54.0,-64.0,-62.0,-73.0,,-56.0,,-66.0,,-79.0
7472,4.0,35,-61.0,-60.0,-49.0,-73.0,,-75.0,-58.0,,-69.0,-78.0
7473,4.0,35,-72.0,-64.0,,-57.0,,-63.0,-70.0,,-71.0,-72.0
7474,4.0,35,-53.0,-37.0,,,,-67.0,-64.0,-71.0,-67.0,-78.0
7475,4.0,35,,-66.0,-64.0,-76.0,,-56.0,,-78.0,-72.0,-80.0
7476,4.0,35,-55.0,-42.0,,-62.0,,-74.0,-57.0,-67.0,,
7477,4.0,35,-72.0,-65.0,-63.0,-56.0,,-62.0,-71.0,-70.0,-73.0,-74.0
7478,4.0,35,-68.0,-59.0,-51.0,-65.0,,-58.0,-67.0,-67.0,-73.0,-73.0
7479,4.0,35,-64.0,-67.0,-69.0,-69.0,,-60.0,,-67.0,,-91.0
7480,4.0,35,,,,,-78.0,-70.0,,,-67.0,
7481,4.0,35,-59.0,-57.0,-52.0,-64.0,-82.0,-60.0,-61.0,,,-79.0
7482,4.0,35,-62.0,-56.0,-53.0,-76.0,,-57.0,-51.0,-74.0,-63.0,-78.0
7483,4.0,35,-66.0,-66.0,-64.0,,,-61.0,-68.0,-66.0,,-71.0
7484,4.0,35,-51.0,-37.0,,-64.0,,-67.0,-61.0,-67.0,-69.0,
7485,4.0,35,-56.0,,-54.0,,,-55.0,-53.0,,-76.0,
7486,4.0,35,,-43.0,,-60.0,,-62.0,-58.0,,-63.0,-68.0
7487,4.0,35,-51.0,-38.0,,-66.0,,-69.0,,,-81.0,-73.0
7488,4.0,35,-70.0,-66.0,-65.0,-57.0,-84.0,-63.0,-68.0,-75.0,-73.0,-78.0
7489,4.0,35,-52.0,-38.0,-58.0,-73.0,,-55.0,-56.0,-71.0,-70.0,-84.0
7490,4.0,35,-55.0,-44.0,-54.0,-62.0,,-72.0,-55.0,,-63.0,-71.0
7491,4.0,35,-48.0,-47.0,-53.0,-62.0,-79.0,-56.0,-54.0,-68.0,-71.0,-77.0
7492,4.0,35,-66.0,-57.0,-48.0,-62.0,,-67.0,,,-64.0,-69.0
7493,4.0,35,-56.0,-63.0,-68.0,,,-74.0,-61.0,-69.0,-69.0,-78.0
7494,4.0,35,-50.0,-63.0,-60.0,,,-57.0,-58.0,-76.0,-72.0,-86.0
7495,4.0,35,-68.0,-55.0,-52.0,-75.0,,-56.0,-51.0,,-68.0,
7496,4.0,35,-52.0,-40.0,,-63.0,,-72.0,-55.0,-67.0,-72.0,-74.0
7497,4.0,35,-56.0,-45.0,-50.0,,-81.0,-64.0,-57.0,,-64.0,-81.0
7498,4.0,35,-65.0,-68.0,-79.0,-72.0,,-60.0,-56.0,-68.0,,
7499,4.0,35,-63.0,-66.0,,,,-58.0,-60.0,-67.0,,
7500,4.0,35,-52.0,-44.0,-51.0,-61.0,,-66.0,-58.0,-67.0,-67.0,-82.0
7501,4.0,35,-44.0,,-55.0,,,-60.0,-53.0,-72.0,-72.0,
7502,4.0,35,-56.0,-45.0,,-61.0,-73.0,-69.0,-55.0,,,-71.0
7503,4.0,35,-54.0,,-53.0,,,-65.0,,-70.0,-71.0,
7504,4.0,35,-49.0,,-53.0,-69.0,-78.0,-59.0,-60.0,-74.0,-63.0,
7505,4.0,35,-50.0,-38.0,-56.0,-71.0,-84.0,-68.0,-62.0,-70.0,-70.0,-75.0
7506,4.0,35,-48.0,,,-66.0,-74.0,-69.0,,,-69.0,-71.0
7507,4.0,35,-69.0,-65.0,-53.0,,,-68.0,-61.0,-74.0,,-71.0
7508,4.0,35,,-44.0,-49.0,-60.0,-77.0,,,-74.0,-65.0,-72.0
7509,4.0,35,-56.0,-60.0,-52.0,-60.0,,-58.0,-62.0,-74.0,-69.0,-78.0
7510,4.0,35,-61.0,-56.0,-51.0,-64.0,-81.0,-65.0,-61.0,-73.0,-67.0,-72.0
7511,4.0,35,,-65.0,-61.0,-56.0,,,-71.0,-70.0,,
7512,4.0,35,-56.0,-67.0,-55.0,-65.0,,-59.0,-59.0,,-72.0,-76.0
7513,4.0,35,,-64.0,-56.0,-61.0,-84.0,,,-66.0,-66.0,
7514,4.0,35,-54.0,,,-66.0,,,,-72.0,,-74.0
7515,4.0,35,-45.0,-45.0,,-67.0,-83.0,-56.0,-63.0,-74.0,-63.0,-75.0
7516,4.0,35,-67.0,-61.0,-53.0,-65.0,,-64.0,-65.0,,-68.0,-67.0
7517,4.0,35,,-65.0,,-64.0,,-63.0,,-74.0,,-80.0
7518,4.0,35,-50.0,-50.0,-65.0,-68.0,,-57.0,-62.0,-83.0,-78.0,-82.0
7519,4.0,35,-62.0,,-52.0,,,-67.0,-61.0,,-68.0,
7520,4.0,35,,-42.0,-53.0,-61.0,,-67.0,-60.0,-66.0,-68.0,-75.0
7521,4.0,35,-63.0,-64.0,-65.0,-70.0,,-68.0,-61.0,-71.0,-73.0,-79.0
7522,4.0,35,-52.0,-41.0,-47.0,-65.0,,-64.0,-56.0,-60.0,-68.0,-75.0
7523,4.0,35,-48.0,-43.0,,-66.0,,-67.0,-55.0,-65.0,-68.0,-78.0
7524,4.0,35,-67.0,-65.0,-61.0,-56.0,,,,-69.0,-67.0,-70.0
7525,4.0,35,-50.0,-37.0,,-72.0,,-56.0,-54.0,,-74.0,
7526,4.0,35,-67.0,-60.0,-50.0,-67.0,-80.0,-68.0,-64.0,-67.0,-71.0,-76.0
7527,4.0,35,-73.0,-60.0,-53.0,-66.0,-76.0,-66.0,-64.0,-63.0,-66.0,-67.0
7528,4.0,35,-66.0,,-61.0,-58.0,,-59.0,-73.0,-65.0,-73.0,-71.0
7529,4.0,35,,,-50.0,-68.0,-77.0,-59.0,-66.0,-70.0,-76.0,-72.0
7530,4.0,35,-56.0,-40.0,-66.0,-75.0,,-51.0,-50.0,-78.0,-74.0,-81.0
7531,4.0,35,-45.0,-43.0,-52.0,-67.0,,-66.0,-52.0,-70.0,,-81.0
7532,4.0,35,-54.0,-59.0,-57.0,,,-67.0,-60.0,-72.0,-67.0,
7533,4.0,35,,-37.0,-58.0,-72.0,,-53.0,-54.0,-73.0,-76.0,
7534,4.0,35,,-44.0,-54.0,-60.0,,-67.0,-62.0,-73.0,-64.0,-70.0
7535,4.0,35,-53.0,-40.0,-52.0,-64.0,,-69.0,-57.0,-65.0,-70.0,-72.0
7536,4.0,35,-67.0,-66.0,-67.0,-59.0,-86.0,-63.0,-69.0,-73.0,,-79.0
7537,4.0,35,,-51.0,-66.0,-67.0,,-57.0,-61.0,,-77.0,
7538,4.0,35,,-39.0,,-67.0,-75.0,-65.0,-59.0,-66.0,-66.0,-75.0
7539,4.0,35,-63.0,-68.0,-54.0,,-80.0,-67.0,,-67.0,-71.0,-73.0
7540,4.0,35,-55.0,-37.0,-55.0,,,-64.0,,-71.0,,-74.0
7541,4.0,35,-61.0,-60.0,-60.0,-77.0,,-58.0,-69.0,-67.0,-71.0,-74.0
7542,4.0,35,,,,-69.0,,,-58.0,,,
7543,4.0,35,-63.0,-37.0,,-76.0,,-52.0,-50.0,-81.0,-71.0,-84.0
7544,4.0,35,-58.0,-44.0,,,-77.0,-68.0,-53.0,-76.0,,
7545,4.0,35,-63.0,-57.0,-57.0,-60.0,-81.0,-57.0,-60.0,-73.0,-69.0,-78.0
7546,4.0,35,-54.0,,-48.0,,,-64.0,-59.0,-69.0,-65.0,-74.0
7547,4.0,35,-56.0,-43.0,-52.0,-67.0,-81.0,-70.0,,-69.0,-64.0,-79.0
7548,4.0,35,-55.0,-43.0,-64.0,-71.0,,-52.0,-56.0,-75.0,-78.0,-77.0
7549,4.0,42,-65.0,-47.0,-41.0,,,-75.0,-68.0,-64.0,-63.0,-75.0
7550,4.0,42,-69.0,-55.0,-46.0,,,-68.0,,-62.0,,
7551,4.0,42,-63.0,-51.0,-55.0,-67.0,,,,-69.0,-71.0,-77.0
7552,4.0,42,-61.0,-59.0,-47.0,-66.0,,-57.0,-65.0,-62.0,-72.0,
7553,4.0,42,-64.0,,,-60.0,,-71.0,,-66.0,-57.0,-80.0
7554,4.0,42,-65.0,-51.0,-47.0,-54.0,,-68.0,-69.0,-58.0,-58.0,-80.0
7555,4.0,42,-61.0,-50.0,-51.0,-67.0,,-60.0,-70.0,-65.0,-64.0,
7556,4.0,42,,,,-60.0,-64.0,-71.0,,,,-70.0
7557,4.0,42,-71.0,-62.0,-49.0,,,-65.0,-66.0,,-59.0,
7558,4.0,42,-69.0,,-44.0,,-73.0,-79.0,-82.0,-56.0,-52.0,-70.0
7559,4.0,42,-67.0,-62.0,,,,-63.0,-70.0,,-59.0,-75.0
7560,4.0,42,-75.0,-51.0,-42.0,-55.0,-72.0,-75.0,-70.0,,-51.0,-72.0
7561,4.0,42,-57.0,,,,-72.0,,,,-53.0,-72.0
7562,4.0,42,,,-46.0,,,,,-59.0,,
7563,4.0,42,-63.0,-59.0,,-66.0,,-70.0,-69.0,-76.0,-65.0,-81.0
7564,4.0,42,-56.0,-53.0,-62.0,-64.0,-78.0,-58.0,-69.0,-71.0,-72.0,-76.0
7565,4.0,42,-61.0,-51.0,-54.0,-69.0,-75.0,-58.0,-68.0,-68.0,-65.0,-78.0
7566,4.0,42,-64.0,-63.0,-50.0,-65.0,,-61.0,-67.0,-67.0,-63.0,-76.0
7567,4.0,42,-66.0,-54.0,-45.0,,,,,,,-72.0
7568,4.0,42,-56.0,-55.0,-58.0,-69.0,,-57.0,,-66.0,-72.0,-81.0
7569,4.0,42,-80.0,-60.0,-41.0,-55.0,,-74.0,-70.0,,,-75.0
7570,4.0,42,,-57.0,-44.0,-67.0,,-68.0,,-73.0,-69.0,-81.0
7571,4.0,42,-54.0,-55.0,,-64.0,,-61.0,-71.0,-66.0,-64.0,
7572,4.0,42,,-51.0,-44.0,-67.0,,-66.0,,-58.0,-56.0,-77.0
7573,4.0,42,-66.0,,-45.0,-54.0,-70.0,,-71.0,-60.0,,-69.0
7574,4.0,42,-65.0,-59.0,,-65.0,-75.0,-66.0,-67.0,,-61.0,-74.0
7575,4.0,42,-59.0,-53.0,-59.0,-68.0,,-58.0,-73.0,-74.0,-65.0,-76.0
7576,4.0,42,-71.0,-51.0,-46.0,-55.0,-65.0,-75.0,-72.0,-60.0,,-70.0
7577,4.0,42,-54.0,-51.0,-57.0,-71.0,,-60.0,-74.0,-70.0,-73.0,-77.0
7578,4.0,42,-54.0,-51.0,-47.0,-65.0,,-62.0,-65.0,-63.0,-60.0,-76.0
7579,4.0,42,-66.0,-57.0,-40.0,-61.0,-76.0,-70.0,-74.0,-55.0,-53.0,-73.0
